image_id,in_labeled_1pct,in_labeled_5pct,in_labeled_10pct,in_labeled_20pct,zero_gt,annotation_count,class_count
110,0,0,0,0,0,5,2
111,0,0,0,0,0,8,3
112,0,0,0,0,0,8,4
113,0,0,0,0,0,3,2
114,0,0,0,0,0,6,1
117,0,0,0,0,0,9,3
118,0,0,0,0,0,5,2
120,0,0,0,1,0,10,5
121,0,0,0,0,0,5,3
122,0,0,0,0,0,9,6
123,0,0,0,0,0,9,7
124,0,0,0,0,0,21,6
125,0,0,0,0,0,6,2
129,0,0,0,0,0,9,4
132,0,0,0,0,1,0,0
133,0,0,0,0,0,19,5
136,0,1,1,1,0,6,3
139,0,0,0,0,0,9,2
140,0,0,0,0,0,6,5
142,0,0,0,0,0,8,4
143,0,0,0,0,0,8,4
144,0,0,0,0,0,6,2
145,0,0,0,0,0,4,3
146,0,0,0,0,0,8,2
150,0,0,0,0,0,6,2
151,0,0,0,0,0,6,4
152,0,0,0,0,0,6,2
153,0,0,0,0,0,4,2
155,0,0,0,0,0,9,2
157,0,0,0,0,0,7,5
158,0,0,0,0,0,9,5
160,0,0,0,0,1,0,0
161,0,0,0,0,0,9,6
163,0,0,0,0,0,7,2
164,0,0,0,0,0,11,3
165,0,0,0,0,0,4,2
167,0,0,0,0,0,6,4
169,0,1,1,1,0,16,8
170,0,0,0,0,0,5,3
171,0,0,0,0,0,6,2
173,0,0,0,0,0,7,3
174,0,0,0,0,0,5,4
175,0,0,0,0,0,16,6
176,0,0,0,1,0,7,4
177,0,0,0,0,0,4,2
178,0,0,0,0,0,5,3
179,0,0,0,0,0,5,2
180,0,0,0,0,0,11,5
181,0,0,0,0,0,5,2
184,0,0,0,0,0,8,5
185,0,0,0,0,0,4,2
186,0,1,1,1,0,8,4
189,0,0,0,0,0,5,2
192,0,0,1,1,0,3,1
193,0,0,0,0,0,10,7
195,0,0,0,0,0,4,2
196,0,0,1,1,0,13,5
197,0,0,0,0,0,6,2
199,0,0,0,0,0,4,2
200,0,0,0,0,0,10,4
204,0,0,0,1,0,6,2
205,0,0,0,0,0,6,3
206,0,0,0,0,0,6,2
207,0,0,0,0,1,0,0
208,0,0,0,0,0,6,3
209,0,0,0,0,0,3,1
211,0,0,0,0,0,15,5
212,0,0,0,1,0,13,4
214,0,0,0,0,0,27,8
215,0,0,0,0,0,9,4
218,0,0,0,0,0,4,2
219,0,0,0,0,0,10,5
220,0,0,0,0,0,9,5
221,0,0,0,0,0,6,3
222,0,0,0,0,0,9,3
223,0,0,0,0,0,4,2
224,0,0,0,1,0,7,3
225,0,0,0,0,0,14,6
226,0,0,0,1,0,3,1
227,0,0,0,0,0,3,2
228,0,0,0,0,0,6,3
229,0,1,1,1,0,8,5
230,0,1,1,1,0,6,1
231,0,0,0,0,0,8,4
234,0,0,0,0,0,3,1
236,0,0,0,1,0,13,6
237,0,0,0,1,0,6,2
238,0,0,0,0,0,15,6
239,0,0,0,0,1,0,0
240,0,0,0,0,0,11,6
241,0,0,0,0,0,3,1
242,0,0,0,0,0,17,7
243,0,0,0,1,0,7,3
244,0,0,0,1,0,28,10
246,0,0,0,0,0,5,3
247,0,0,0,0,0,4,2
248,0,0,0,0,0,9,3
249,0,0,0,0,0,6,2
250,0,0,0,0,0,7,3
252,0,0,0,0,1,0,0
253,0,0,0,0,0,3,1
255,0,0,0,0,1,0,0
257,0,0,0,0,0,28,5
258,0,0,0,0,0,7,3
260,0,0,0,1,0,6,3
261,0,0,0,0,0,4,2
262,0,0,0,0,0,17,5
263,0,0,0,0,0,5,4
264,0,0,0,0,0,10,3
265,0,0,0,0,0,11,7
267,1,1,1,1,0,4,2
268,0,1,1,1,0,6,2
269,0,0,0,0,0,7,4
271,0,0,0,0,0,3,2
272,0,0,0,0,0,13,6
274,0,0,0,0,0,5,2
275,0,0,1,1,0,6,2
277,0,0,0,0,0,13,5
278,0,0,0,0,0,10,4
279,0,0,1,1,0,5,2
280,0,0,0,0,0,4,3
281,1,1,1,1,0,12,5
284,0,0,0,0,0,6,2
286,0,0,0,0,0,7,3
287,0,1,1,1,0,9,4
288,0,1,1,1,1,0,0
290,0,0,0,0,0,10,2
291,0,0,0,0,0,6,2
292,0,0,0,1,0,15,8
294,0,1,1,1,0,3,1
295,0,0,0,0,0,3,1
296,0,0,0,0,0,6,4
297,0,0,0,0,0,4,3
298,0,0,0,0,0,5,2
299,0,0,1,1,0,6,2
300,0,0,1,1,0,4,2
301,0,0,0,0,0,3,1
302,0,0,0,0,1,0,0
305,0,0,0,0,0,9,4
306,0,0,0,0,0,7,3
308,0,0,0,0,1,0,0
309,0,0,0,0,1,0,0
310,0,0,0,0,0,4,2
312,0,0,0,0,0,5,1
313,0,0,0,1,0,4,2
314,0,0,0,0,0,19,5
315,0,0,0,0,0,3,3
316,0,0,0,0,0,5,4
319,0,0,0,0,0,6,2
321,0,0,0,0,0,5,3
322,0,0,0,0,0,8,4
323,0,0,0,0,0,6,3
324,0,0,0,0,0,6,3
325,0,0,0,0,0,6,4
326,0,0,0,0,0,8,3
328,0,0,0,0,0,7,3
329,0,0,0,0,0,5,3
331,0,0,0,0,0,4,2
333,0,0,0,0,0,3,1
334,0,0,0,0,0,8,3
335,0,0,0,0,0,6,3
336,0,0,0,0,0,7,3
337,0,0,0,0,0,5,3
340,0,0,0,0,1,0,0
341,0,0,0,0,0,4,1
343,0,0,0,0,0,4,2
344,0,0,0,0,0,3,1
345,0,0,0,1,0,6,2
346,0,0,0,0,0,5,2
348,0,0,0,0,0,3,1
349,0,0,0,0,0,4,2
350,0,0,0,0,0,10,5
351,0,0,0,0,0,10,2
352,0,0,0,0,0,7,3
354,0,0,0,0,0,14,4
355,0,0,1,1,0,10,4
356,0,0,0,0,0,5,3
357,0,0,0,0,0,12,3
358,0,0,0,0,0,18,6
359,0,0,0,0,0,11,6
361,0,0,0,0,0,6,3
362,0,0,0,0,0,6,2
364,0,0,0,0,0,6,2
365,0,0,0,0,0,11,7
366,0,0,0,1,0,6,3
367,0,1,1,1,0,13,4
368,0,0,0,0,1,0,0
369,0,0,0,0,0,11,3
371,0,0,1,1,0,4,2
372,0,0,0,0,0,4,2
373,0,0,0,0,0,9,3
374,0,0,0,0,0,7,2
375,0,0,0,0,0,19,3
377,0,0,0,0,0,9,5
378,0,0,0,0,0,7,3
379,0,0,0,0,0,5,3
380,0,0,0,0,0,19,5
381,0,0,1,1,0,5,3
382,0,0,0,0,1,0,0
383,0,0,0,1,0,5,2
384,0,0,0,0,0,7,3
386,0,0,0,0,0,8,2
387,0,0,0,0,0,16,6
388,0,0,0,0,0,3,1
393,0,0,0,0,0,12,5
394,0,0,0,0,0,8,4
395,0,0,0,0,0,8,5
397,0,0,0,0,0,5,2
398,0,0,0,0,0,8,2
401,0,0,0,0,0,19,6
402,0,0,0,1,0,9,6
403,0,0,0,0,0,6,3
404,0,0,0,0,0,7,3
405,0,0,0,0,0,5,2
406,0,0,0,1,0,6,2
407,0,0,0,0,0,3,1
409,0,1,1,1,0,3,1
410,0,0,0,0,0,8,3
411,0,0,0,0,0,19,7
412,0,0,0,0,0,5,2
413,0,0,0,0,0,8,5
414,0,0,0,0,0,14,7
415,0,0,0,0,0,24,5
416,0,0,0,0,0,4,3
417,0,0,0,0,1,0,0
419,0,0,0,0,0,5,3
420,0,0,0,0,0,19,6
421,0,0,0,0,0,4,2
422,0,0,0,0,0,3,1
423,0,0,1,1,0,9,5
425,0,0,0,0,0,4,2
427,0,0,0,0,0,22,6
430,0,0,1,1,0,20,9
431,0,0,0,1,0,15,5
433,0,0,0,0,0,8,4
434,0,0,0,0,0,5,2
435,0,0,0,0,0,6,2
437,0,0,0,0,0,6,3
438,0,0,0,0,1,0,0
439,0,0,0,0,0,5,2
440,0,0,0,0,0,6,3
443,0,0,0,0,0,8,7
444,0,0,0,0,1,0,0
446,0,0,0,0,0,10,4
450,0,0,0,0,1,0,0
451,0,0,0,0,0,11,5
452,0,0,0,0,0,7,3
453,0,0,0,0,0,8,3
454,0,0,0,0,0,7,2
457,0,0,0,0,0,3,3
458,0,0,0,1,0,9,5
460,1,1,1,1,0,28,4
461,0,0,0,0,0,22,8
462,0,0,0,0,0,3,1
463,0,1,1,1,0,6,4
464,0,0,0,0,0,6,2
465,0,0,0,0,0,7,3
466,0,0,0,0,0,6,4
467,0,0,0,0,0,4,2
468,0,0,0,0,0,11,5
469,0,0,0,0,0,9,4
470,0,1,1,1,0,10,5
472,0,0,0,0,1,0,0
473,0,0,0,0,0,3,1
474,0,0,0,0,0,4,2
477,0,0,0,0,0,10,4
479,0,0,0,0,0,4,2
480,0,0,0,0,0,3,1
482,0,0,0,0,0,9,3
483,0,0,1,1,0,9,3
484,0,0,0,1,0,4,3
485,0,0,0,0,0,6,3
486,0,0,0,0,0,14,6
487,0,0,0,0,0,3,1
490,0,0,0,0,0,13,6
491,0,0,0,0,1,0,0
492,0,0,1,1,0,3,1
495,0,0,0,0,0,13,4
496,0,0,0,0,0,9,4
498,0,0,0,0,0,9,5
499,0,0,0,0,0,7,5
502,0,0,0,0,0,6,3
503,0,0,0,0,0,9,4
506,0,0,0,0,0,6,2
507,0,0,0,1,0,7,3
508,0,0,0,0,0,4,2
509,0,0,0,0,0,4,2
510,0,0,0,0,0,24,6
512,0,0,0,0,0,7,3
516,0,0,0,1,0,8,4
517,0,0,0,1,1,0,0
518,0,0,0,0,0,13,7
519,0,0,0,0,0,7,2
520,0,0,0,0,0,4,2
526,0,0,0,0,0,4,2
527,0,0,0,0,0,8,6
528,0,0,0,0,0,6,4
529,0,0,0,0,1,0,0
531,0,0,0,0,1,0,0
532,0,0,0,0,0,8,5
533,0,0,0,0,0,3,2
534,0,0,0,0,0,6,3
535,0,1,1,1,0,10,5
536,0,0,0,0,1,0,0
537,0,0,0,0,0,11,5
538,0,0,0,0,0,9,2
539,0,0,0,0,1,0,0
540,0,0,0,0,0,3,1
541,0,0,0,0,0,14,5
542,0,0,0,0,0,7,3
543,0,0,0,0,0,9,3
544,0,0,0,0,1,0,0
545,0,0,0,0,1,0,0
546,0,0,0,0,0,5,2
547,0,0,0,0,0,24,6
548,0,1,1,1,0,10,6
550,0,1,1,1,1,0,0
551,0,0,0,0,0,6,3
552,0,0,0,0,1,0,0
553,0,0,0,0,0,6,3
554,0,0,1,1,0,16,5
555,0,1,1,1,0,12,5
556,0,0,0,0,0,18,7
557,0,0,0,0,0,13,7
559,0,1,1,1,0,10,5
560,0,0,0,0,1,0,0
562,0,0,0,0,0,4,2
563,0,0,0,0,0,18,7
564,0,0,1,1,0,6,1
565,0,0,0,0,0,4,2
566,0,0,0,1,0,13,5
568,0,0,0,0,0,11,5
569,0,0,0,0,0,11,3
570,0,0,0,1,0,5,2
571,0,0,0,0,0,6,2
572,0,0,0,0,0,6,2
574,0,0,1,1,0,6,4
576,0,0,0,0,0,9,4
577,0,0,0,0,0,3,1
578,0,0,1,1,0,7,3
579,0,0,0,0,0,7,3
583,0,0,0,1,0,8,3
585,0,1,1,1,0,9,3
586,0,0,0,1,0,10,3
587,0,0,0,0,0,8,4
589,0,0,0,0,0,16,4
590,0,0,0,0,0,7,3
592,0,0,0,0,0,7,2
594,0,0,0,0,1,0,0
595,0,0,0,0,0,6,2
596,0,0,0,0,1,0,0
597,0,0,0,0,0,6,2
598,0,0,0,0,0,16,6
599,0,0,0,0,0,3,1
600,0,0,0,0,0,8,4
601,0,0,0,1,0,12,5
603,0,0,0,1,0,7,4
604,0,0,0,0,0,6,2
606,0,0,0,0,0,6,4
607,0,0,0,0,0,8,4
609,0,0,0,0,1,0,0
610,0,0,0,0,1,0,0
611,0,0,0,0,0,6,3
612,0,0,1,1,0,5,3
613,0,0,0,0,0,17,6
614,0,0,0,0,1,0,0
615,0,0,0,0,0,5,2
616,0,0,0,0,1,0,0
617,0,0,0,0,0,6,3
618,0,0,0,1,0,11,6
619,0,0,0,0,0,4,2
620,0,0,0,0,0,3,1
621,0,0,0,0,0,4,2
622,0,0,0,0,0,7,3
623,0,0,0,0,0,5,2
625,0,0,0,0,1,0,0
626,0,0,0,0,0,6,3
627,0,0,0,0,0,6,2
628,0,0,0,0,0,3,1
630,0,0,0,0,0,12,4
631,0,0,0,0,0,5,3
632,0,0,0,0,0,4,2
633,0,0,0,0,0,11,5
634,0,0,0,0,0,13,7
636,0,0,0,0,0,9,5
637,0,0,0,0,0,7,4
638,0,0,0,0,0,4,3
640,0,0,0,0,0,12,4
641,0,0,0,0,0,8,4
643,0,0,0,0,0,7,5
644,0,1,1,1,0,16,5
645,0,0,0,0,0,15,7
648,0,0,0,0,0,22,6
649,0,0,0,0,0,4,2
650,0,0,0,0,0,6,3
651,1,1,1,1,0,4,4
652,0,0,0,0,0,8,3
653,0,0,0,0,0,5,2
654,0,0,0,0,0,6,3
655,0,0,0,0,0,7,3
656,0,0,0,0,0,7,4
657,0,0,0,0,0,4,2
658,0,0,1,1,0,5,2
659,0,0,0,0,0,6,2
665,0,0,0,0,0,3,1
666,0,0,0,0,0,5,4
667,0,0,1,1,0,17,8
669,0,0,0,0,1,0,0
670,0,0,0,0,0,6,2
671,0,0,0,0,0,8,3
672,0,0,0,0,0,22,7
674,0,0,0,0,0,8,3
676,0,0,0,0,0,14,8
677,0,0,1,1,0,12,4
678,0,0,0,0,0,5,3
679,0,0,0,0,0,9,3
680,0,0,1,1,0,8,4
681,0,1,1,1,0,5,2
682,0,0,0,0,0,9,4
683,0,0,0,0,0,9,2
684,0,0,0,0,0,3,1
685,0,0,0,0,0,7,4
686,0,0,0,0,0,9,5
690,1,1,1,1,0,7,4
691,0,0,0,0,0,10,6
692,0,0,0,0,0,13,4
694,0,0,0,0,0,5,2
695,0,0,0,0,0,7,3
696,0,0,0,1,0,6,4
697,0,0,0,0,0,4,2
700,0,0,0,0,0,12,6
701,0,0,0,0,0,14,5
704,0,0,0,0,0,5,2
706,0,0,0,0,0,4,2
709,0,0,0,0,0,16,8
712,0,0,0,0,0,8,2
713,0,0,0,0,0,7,3
714,1,1,1,1,0,18,5
719,0,0,1,1,1,0,0
720,0,1,1,1,0,5,3
721,0,0,0,0,0,9,4
722,0,0,0,0,0,6,3
725,0,0,0,0,1,0,0
726,0,0,0,0,1,0,0
728,0,0,0,0,0,5,2
729,0,0,0,0,0,4,2
732,0,0,0,0,0,4,2
733,0,0,0,0,0,9,5
734,0,0,0,0,1,0,0
735,0,0,0,0,0,7,3
737,0,0,0,0,0,5,2
739,0,0,0,0,0,8,2
742,0,0,0,0,0,11,6
743,0,0,1,1,0,15,6
745,0,0,0,0,0,7,3
746,0,0,0,0,0,6,3
747,0,0,0,0,0,3,1
748,0,0,0,0,0,7,3
753,0,0,0,0,1,0,0
755,0,0,0,0,0,4,2
756,0,0,0,0,0,5,2
757,0,0,0,1,0,5,2
759,0,0,0,0,0,3,1
760,0,0,0,0,0,33,7
762,0,1,1,1,0,5,2
764,0,0,0,0,0,5,2
765,0,0,0,1,0,13,6
766,0,0,0,0,1,0,0
767,0,0,0,0,0,6,3
771,0,0,0,0,0,6,2
773,0,0,0,1,0,11,5
774,0,0,0,0,0,7,5
775,0,0,0,0,0,5,2
776,0,0,0,0,0,22,5
777,0,0,0,1,0,9,5
778,0,0,0,0,0,5,3
779,0,0,0,0,0,7,3
781,0,0,0,1,0,5,4
783,0,0,0,0,0,6,4
784,0,0,0,0,1,0,0
786,0,0,0,1,0,19,6
787,0,0,0,0,0,3,1
788,0,0,0,0,0,6,3
790,0,0,0,0,1,0,0
791,0,0,0,0,0,21,7
792,0,0,0,0,1,0,0
793,0,0,0,0,0,6,3
795,0,0,0,0,0,8,4
797,0,0,0,0,1,0,0
798,0,1,1,1,0,4,2
799,0,0,1,1,0,5,2
800,0,0,0,0,0,8,2
801,0,0,0,0,0,9,5
802,0,0,0,0,0,6,2
803,0,0,0,0,0,8,4
804,0,0,0,0,0,8,3
805,0,0,0,0,0,6,3
806,0,0,0,0,0,11,4
808,0,0,0,0,0,12,4
809,0,0,0,0,0,6,3
810,0,0,0,0,0,8,4
811,0,0,0,0,0,7,3
812,0,0,0,0,0,3,2
813,0,0,0,1,0,8,4
814,0,0,0,0,0,3,2
815,0,0,0,0,0,9,4
816,0,0,0,0,0,6,3
817,0,0,0,0,0,8,3
818,0,0,0,0,0,28,4
819,0,0,0,0,0,5,2
823,0,0,0,0,0,11,6
827,0,0,0,0,1,0,0
829,0,0,0,0,0,23,5
830,0,0,0,0,0,6,2
831,0,0,0,0,0,9,7
832,0,0,1,1,0,11,3
833,0,0,1,1,1,0,0
834,0,0,0,0,0,3,2
836,0,0,0,0,0,6,3
837,0,0,0,0,0,10,6
839,0,0,0,0,0,6,2
841,0,0,0,0,0,6,2
842,0,0,1,1,0,6,2
843,0,0,0,1,1,0,0
844,0,0,0,0,1,0,0
845,0,0,0,0,0,5,3
847,0,0,0,1,0,13,8
848,0,1,1,1,0,3,1
851,0,0,0,0,0,4,2
853,0,0,0,0,0,8,2
855,0,0,0,0,0,13,5
857,0,0,0,0,0,8,6
858,0,0,0,0,0,8,4
860,0,0,0,0,0,3,1
863,0,0,0,1,0,5,3
864,0,1,1,1,0,15,3
865,0,0,0,0,0,3,1
866,0,0,0,0,0,8,4
867,0,0,0,0,0,4,2
870,0,0,0,0,1,0,0
872,0,0,0,0,0,6,2
873,0,0,0,0,0,6,3
874,0,0,0,0,0,6,3
877,0,0,0,0,0,3,1
878,0,0,0,1,0,4,3
880,0,0,0,0,0,10,4
881,0,0,0,0,0,18,5
882,0,0,0,1,0,3,1
883,0,0,0,0,0,12,4
884,0,0,0,0,0,4,2
887,0,0,0,0,0,28,9
888,0,0,0,0,0,11,3
889,0,0,0,0,0,9,6
890,0,0,0,0,0,5,3
891,0,0,0,0,1,0,0
893,0,0,1,1,0,7,4
894,0,0,0,0,0,6,5
895,0,0,0,0,0,14,7
896,0,0,0,0,0,5,3
897,0,0,0,0,1,0,0
898,0,0,0,1,1,0,0
899,0,0,0,0,0,5,2
900,0,0,0,0,1,0,0
903,0,0,0,0,0,5,2
904,0,0,0,0,0,6,2
905,0,0,0,0,0,3,2
906,0,0,0,0,0,11,5
907,0,0,0,0,0,9,3
908,0,0,0,0,0,14,6
909,0,0,0,0,0,16,5
910,0,0,0,0,0,3,1
911,0,0,0,0,0,14,4
912,0,0,0,0,0,4,2
913,0,0,0,0,0,6,2
914,0,0,0,0,0,13,6
916,0,1,1,1,0,4,2
917,0,0,0,0,0,7,4
918,0,0,0,0,0,5,3
920,0,0,0,0,0,6,2
923,0,0,0,0,0,3,1
924,0,0,0,0,0,8,4
926,0,0,0,0,0,10,4
927,0,0,0,1,0,7,4
928,0,0,1,1,0,8,3
929,0,0,0,0,1,0,0
931,0,0,0,0,0,17,3
932,0,1,1,1,0,14,8
933,0,0,0,0,0,4,2
934,0,0,0,0,0,9,4
935,0,0,0,0,0,3,1
936,0,1,1,1,1,0,0
938,0,0,0,0,0,12,4
942,0,0,0,0,0,12,7
943,0,0,0,0,0,4,3
945,0,0,0,0,0,6,2
946,0,0,0,0,0,17,6
948,0,0,0,0,0,11,5
949,0,0,0,0,0,4,2
950,0,0,1,1,0,6,2
952,0,0,0,0,0,6,2
953,0,0,0,0,0,4,2
955,0,0,0,0,0,6,4
956,0,0,0,0,0,8,4
957,0,0,0,0,0,12,5
959,0,0,0,0,0,3,1
961,0,0,0,0,0,8,5
963,0,0,1,1,0,19,7
964,0,0,0,0,0,12,6
965,0,0,0,1,0,6,2
966,0,0,0,0,0,6,2
967,0,0,0,0,0,24,3
968,0,0,0,0,0,5,4
969,0,0,0,0,0,6,2
970,0,0,0,0,0,11,6
972,0,0,0,0,0,3,2
975,0,0,0,1,0,4,2
977,0,0,0,0,0,5,4
978,0,0,0,0,1,0,0
979,0,0,0,0,0,8,4
980,0,0,0,0,1,0,0
981,0,0,0,0,0,5,3
982,0,0,1,1,0,10,4
986,0,0,0,0,1,0,0
987,0,0,0,0,0,6,3
991,0,0,0,0,0,3,1
992,0,0,0,0,1,0,0
994,0,1,1,1,0,11,4
995,0,0,0,0,1,0,0
997,0,0,0,0,0,10,4
998,0,0,0,1,0,11,6
999,0,0,0,0,0,15,4
1000,0,0,0,0,0,6,2
1001,0,0,0,0,0,9,5
1002,0,0,0,0,0,6,2
1004,0,0,0,0,0,17,5
1007,0,0,0,1,0,6,2
1008,0,0,0,0,0,5,2
1009,0,0,0,0,1,0,0
1010,0,0,0,0,0,6,2
1011,0,0,0,0,0,12,6
1012,0,0,0,0,0,11,4
1014,0,0,0,0,0,4,2
1017,0,0,1,1,0,8,4
1018,0,0,1,1,0,16,5
1019,0,0,0,0,0,7,3
1021,0,0,0,0,0,8,4
1023,0,0,0,0,0,6,2
1024,0,0,0,0,1,0,0
1025,0,0,0,0,1,0,0
1026,0,0,0,0,0,5,2
1027,0,0,0,0,0,5,2
1028,0,0,0,0,0,8,5
1030,0,0,0,1,0,7,3
1031,0,0,0,0,0,13,5
1033,0,0,0,0,0,7,4
1034,0,0,0,0,1,0,0
1035,0,0,0,0,0,7,3
1036,0,0,0,0,1,0,0
1037,0,0,0,0,0,6,2
1039,0,0,0,1,0,4,2
1042,0,0,0,0,0,4,2
1043,0,0,1,1,0,20,5
1045,0,0,0,0,0,6,3
1047,0,0,0,0,0,5,2
1048,0,0,0,0,0,8,4
1049,0,0,0,0,0,16,5
1050,0,0,0,0,0,9,7
1052,0,0,0,0,0,11,6
1053,0,0,0,1,0,6,2
1054,0,0,0,0,0,7,3
1055,0,0,0,0,0,7,3
1056,0,0,0,0,0,7,3
1057,0,0,0,0,0,10,5
1058,0,0,0,0,0,8,3
1062,0,1,1,1,0,9,4
1065,0,0,0,0,0,5,3
1066,0,0,0,0,0,3,2
1068,0,0,0,0,0,7,2
1069,0,0,0,0,0,16,7
1072,0,0,0,1,0,8,3
1075,0,0,0,0,0,10,3
1076,0,0,0,1,0,3,3
1080,0,0,0,1,0,9,3
1081,0,0,0,0,0,8,3
1083,0,0,0,0,0,5,3
1084,0,0,0,0,0,12,6
1085,0,0,0,0,1,0,0
1087,0,0,0,0,0,5,3
1088,0,0,0,0,0,13,6
1089,0,0,0,0,0,11,3
1090,1,1,1,1,1,0,0
1091,0,1,1,1,0,4,2
1093,0,0,0,0,0,12,3
1094,0,0,0,0,0,6,3
1095,0,0,0,0,1,0,0
1096,0,0,0,0,0,12,5
1097,0,0,0,0,0,6,2
1100,0,0,0,0,0,3,2
1102,0,0,0,1,0,5,2
1103,0,0,0,0,0,3,1
1104,0,0,0,0,0,9,5
1105,0,0,1,1,0,6,3
1107,0,0,0,0,0,9,5
1108,0,1,1,1,0,6,2
1109,0,0,0,0,0,15,4
1110,0,0,0,1,0,6,2
1111,0,0,0,0,0,6,2
1113,0,1,1,1,0,11,5
1114,0,0,0,0,1,0,0
1115,0,0,0,0,0,6,3
1116,0,0,0,0,0,7,3
1117,0,0,0,0,0,6,2
1118,0,0,0,0,0,6,3
1120,0,0,0,0,0,11,4
1122,0,0,0,0,0,4,2
1124,0,0,0,0,0,9,6
1126,0,0,0,1,0,5,2
1127,0,0,0,0,0,4,2
1129,0,0,0,0,0,6,2
1130,0,0,0,0,0,7,4
1131,0,0,0,1,0,7,3
1132,0,0,0,0,0,4,2
1133,0,0,0,0,0,3,1
1136,0,0,0,0,0,5,3
1138,0,0,0,0,0,7,3
1142,1,1,1,1,0,4,2
1143,0,0,0,0,0,7,4
1145,0,0,0,0,0,14,5
1146,0,0,0,1,0,5,2
1147,0,0,0,0,0,9,3
1149,0,0,0,0,0,8,4
1150,0,0,0,0,0,9,5
1152,0,0,0,1,1,0,0
1153,0,0,0,0,0,9,5
1155,0,0,1,1,0,7,3
1158,0,0,0,0,0,8,3
1159,0,0,0,0,0,7,2
1160,0,0,0,0,1,0,0
1162,0,0,0,0,0,16,5
1163,0,0,0,0,0,11,4
1164,0,0,1,1,0,12,4
1165,0,0,0,0,0,9,4
1167,0,0,0,0,0,5,4
1168,0,0,0,0,0,16,7
1169,0,0,0,0,0,6,3
1171,0,0,0,1,0,4,2
1173,0,0,0,0,0,8,3
1174,0,0,0,0,0,19,7
1175,0,0,0,0,0,13,5
1176,0,0,0,0,0,9,2
1177,0,0,0,0,0,21,6
1179,0,0,0,0,0,11,6
1180,0,0,0,0,0,7,3
1181,0,0,0,0,0,4,2
1182,0,0,0,0,0,9,4
1184,0,0,0,0,0,9,4
1186,0,0,0,1,0,5,2
1187,0,0,0,0,0,7,4
1188,0,0,0,0,0,4,3
1189,0,0,0,0,0,15,4
1190,0,0,0,0,0,6,3
1193,0,0,0,0,0,3,2
1195,0,0,0,0,1,0,0
1196,0,0,0,0,0,7,3
1197,0,0,0,0,0,10,3
1198,0,0,0,0,0,5,3
1199,0,0,0,0,0,7,4
1201,0,0,0,0,0,17,6
1205,0,0,0,0,0,8,4
1207,0,0,1,1,0,9,3
1208,0,0,0,0,0,8,2
1209,0,0,0,0,0,7,4
1210,0,0,0,0,0,5,2
1211,0,0,0,1,1,0,0
1212,0,0,0,0,0,4,2
1213,0,0,0,0,1,0,0
1214,0,0,0,0,0,4,2
1215,0,0,0,0,0,3,1
1216,0,0,0,0,0,13,3
