image_id,image_type,chunk_id,zip_name,source_path,source_size_bytes
00f2f97f74e086e1f82acc285ee4a5c5,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/00f2f97f74e086e1f82acc285ee4a5c5.dicom,13271518
010018c93ed33ae56ed048ee54867e46,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/010018c93ed33ae56ed048ee54867e46.dicom,17266674
0108949daa13dc94634a7d650a05c0bb,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0108949daa13dc94634a7d650a05c0bb.dicom,13271518
010a3dbb67bc37800a041866844861b1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/010a3dbb67bc37800a041866844861b1.dicom,15606268
011244ab511b20130d846f5f8f0c3866,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/011244ab511b20130d846f5f8f0c3866.dicom,18874874
0114c5cd093c742334d5a5fa14140421,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0114c5cd093c742334d5a5fa14140421.dicom,15606266
011ae9520e81f1efe71c9d954ec07d09,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/011ae9520e81f1efe71c9d954ec07d09.dicom,18874872
013893a5fa90241c65c3efcdbdd2cec1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/013893a5fa90241c65c3efcdbdd2cec1.dicom,18874874
014e3dd712dc90f61da7ce8747d8c4c0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/014e3dd712dc90f61da7ce8747d8c4c0.dicom,5674466
01546d3e6175ceaabd7d92f0c566579d,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01546d3e6175ceaabd7d92f0c566579d.dicom,17333158
01570ee44031e4ebab6031501293bf66,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01570ee44031e4ebab6031501293bf66.dicom,5986972
015e332b702e4829710941ab7265bd1d,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/015e332b702e4829710941ab7265bd1d.dicom,3663052
0162dad8330007f8f0daf43bcf4033f1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0162dad8330007f8f0daf43bcf4033f1.dicom,18874872
0187da5fd71c7a2917346bf12a67bbe4,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0187da5fd71c7a2917346bf12a67bbe4.dicom,16156272
018a2fe44c3451281ec338c27ecc9c53,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/018a2fe44c3451281ec338c27ecc9c53.dicom,5567288
018b348fd699821cdbc5bdc0b329982c,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/018b348fd699821cdbc5bdc0b329982c.dicom,9465646
018ef9c5d5b20c5161a5c48703171c3b,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/018ef9c5d5b20c5161a5c48703171c3b.dicom,6520178
01a3c3d994d85ce5634d2d13c03fd4b0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01a3c3d994d85ce5634d2d13c03fd4b0.dicom,18874872
01afcfaabc406f0fe1797cb7fa6616c6,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01afcfaabc406f0fe1797cb7fa6616c6.dicom,13271518
01b0510a8d3b0860429536653db5eb21,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01b0510a8d3b0860429536653db5eb21.dicom,5874010
01c2b9fcb0384c84648ed76c736552a8,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01c2b9fcb0384c84648ed76c736552a8.dicom,12106622
01cbbeab94b4d2bfd5cd8a467fee46a7,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01cbbeab94b4d2bfd5cd8a467fee46a7.dicom,6348186
01d6446afde9fbf4332904bc331e9660,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01d6446afde9fbf4332904bc331e9660.dicom,18874874
01ee6e560f083255a630c41bba779405,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01ee6e560f083255a630c41bba779405.dicom,4272020
01f88c998eea22d21ee144bc3edfd261,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01f88c998eea22d21ee144bc3edfd261.dicom,4518198
01fec681f2d698497151a88d6c5205a1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/01fec681f2d698497151a88d6c5205a1.dicom,4557780
020717d6ab0b440b37978d9bace9f9b2,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/020717d6ab0b440b37978d9bace9f9b2.dicom,18874872
0211f9fe31142ba1e25fb6a2ea3fea38,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0211f9fe31142ba1e25fb6a2ea3fea38.dicom,6162478
021ed4f8af985c0fc68335abb2cf2ed7,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/021ed4f8af985c0fc68335abb2cf2ed7.dicom,4483808
02222df826791117f315ecb2b58c5b69,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02222df826791117f315ecb2b58c5b69.dicom,16877310
023a8b8557d1fd59f272c63be6f3d4c0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/023a8b8557d1fd59f272c63be6f3d4c0.dicom,13136320
024f9140bd829c346fc91fcf4009d251,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/024f9140bd829c346fc91fcf4009d251.dicom,15473958
025534801b62d61f1c1c9e571ea74695,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/025534801b62d61f1c1c9e571ea74695.dicom,7198836
02562eb68a9c682f5f644fa7a099733f,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02562eb68a9c682f5f644fa7a099733f.dicom,13271518
02617da0a33fe0446a508186417c2646,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02617da0a33fe0446a508186417c2646.dicom,6570184
027c56d37095bcc595ddd429f96902ae,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/027c56d37095bcc595ddd429f96902ae.dicom,18874872
028fcc44d3104099480e897541a1ecc3,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/028fcc44d3104099480e897541a1ecc3.dicom,17969962
02957c14fee52ac6d0617e6d86275a25,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02957c14fee52ac6d0617e6d86275a25.dicom,18017792
02a4774868d677ef8ecff2168c0161c0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02a4774868d677ef8ecff2168c0161c0.dicom,18874874
02acf0e7d0932f9c6a06fd4bbe1f5d90,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02acf0e7d0932f9c6a06fd4bbe1f5d90.dicom,18874874
02cd1d17763c869ff3d4af5e28539456,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02cd1d17763c869ff3d4af5e28539456.dicom,5794042
02d9d0c89022adc381c23e72add7c389,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02d9d0c89022adc381c23e72add7c389.dicom,13271518
02de1ec3340e75fd5e7294a84a0342a1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02de1ec3340e75fd5e7294a84a0342a1.dicom,13271518
02efc4e2e6e71e024fbfecb404a008a4,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02efc4e2e6e71e024fbfecb404a008a4.dicom,16996474
02fe3eea41166a1d3eb75307a12c4a63,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/02fe3eea41166a1d3eb75307a12c4a63.dicom,17001978
0339aac16e3dd93ee397315a224147a6,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0339aac16e3dd93ee397315a224147a6.dicom,15396730
033dae57cec0aca171d47090f299bed2,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/033dae57cec0aca171d47090f299bed2.dicom,8932770
033e1637bed9b9f3dccac9c6c419adc2,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/033e1637bed9b9f3dccac9c6c419adc2.dicom,18376836
03431b577d1ccf075e930c4c4913c079,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03431b577d1ccf075e930c4c4913c079.dicom,4928696
034cf2b503a9a7efe404f000fb988534,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/034cf2b503a9a7efe404f000fb988534.dicom,6560212
035480fbf46e946e21e7dce78637c329,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/035480fbf46e946e21e7dce78637c329.dicom,3998688
035b53e8aabf8763537a296c291135d1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/035b53e8aabf8763537a296c291135d1.dicom,6787444
036b9096b099f0f6c5611da078f73e43,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/036b9096b099f0f6c5611da078f73e43.dicom,4781044
03810755ae5721d65884360e3bccbf9b,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03810755ae5721d65884360e3bccbf9b.dicom,14599328
038a7c88fcd819549f430c1fd907658c,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/038a7c88fcd819549f430c1fd907658c.dicom,15026592
038fc325ff4aa0a21c76d5dd7c740c89,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/038fc325ff4aa0a21c76d5dd7c740c89.dicom,6129208
0391d2388a2442f14d055d5089a747c6,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0391d2388a2442f14d055d5089a747c6.dicom,17424890
039c6997248b3a6ba3c909af35fce0eb,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/039c6997248b3a6ba3c909af35fce0eb.dicom,3734420
03a6078c0c12fb076b50ae017e590e19,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03a6078c0c12fb076b50ae017e590e19.dicom,5288014
03cd593a310656563a5aa3886ff30380,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03cd593a310656563a5aa3886ff30380.dicom,6993632
03dd99aa091caee7b0ce8efdf7f274d5,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03dd99aa091caee7b0ce8efdf7f274d5.dicom,13901398
03e6ecfa6f6fb33dfeac6ca4f9b459c9,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03e6ecfa6f6fb33dfeac6ca4f9b459c9.dicom,16612096
03f0bf0a7403c050a7ce574f98fd8ab6,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/03f0bf0a7403c050a7ce574f98fd8ab6.dicom,12799200
04031e57794b9e8861e3c65e935f11d2,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04031e57794b9e8861e3c65e935f11d2.dicom,18874874
041081d11262c5f150e655f5e5ff0a2c,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/041081d11262c5f150e655f5e5ff0a2c.dicom,7564944
041762ff7fe435f22ea7541e77bfeafa,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/041762ff7fe435f22ea7541e77bfeafa.dicom,15193344
044c53b3fd48fc029318fbcee70ae0d1,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/044c53b3fd48fc029318fbcee70ae0d1.dicom,17584126
0452d38f45e4e79f91821e88bb812608,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0452d38f45e4e79f91821e88bb812608.dicom,12145032
0453de2faeb8d349af739a68d9dee1cb,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0453de2faeb8d349af739a68d9dee1cb.dicom,4308048
0464251a01ee7eeedd2a537dafc82844,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0464251a01ee7eeedd2a537dafc82844.dicom,14430304
046ad82db74a4155eaff3586b0d1e068,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/046ad82db74a4155eaff3586b0d1e068.dicom,14081602
047182a6e86808669f896307dcd550c7,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/047182a6e86808669f896307dcd550c7.dicom,5959202
0491b08361fdfb9359cad9d6a078f275,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0491b08361fdfb9359cad9d6a078f275.dicom,15606266
04923676c5e29c25966fbd07fa12e2e8,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04923676c5e29c25966fbd07fa12e2e8.dicom,16308344
04994993c9e416f32ce24c7e7501d3be,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04994993c9e416f32ce24c7e7501d3be.dicom,5827584
04aed38b30c4de9461c8a9940e99d811,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04aed38b30c4de9461c8a9940e99d811.dicom,16119810
04bb8bd7ee6f88a16623fe5c6dd4da91,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04bb8bd7ee6f88a16623fe5c6dd4da91.dicom,17417200
04d1f1f8f52b15520f5895be87884fbd,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04d1f1f8f52b15520f5895be87884fbd.dicom,18874874
04d3efc7a608c4d58edb8c1b7f90a708,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04d3efc7a608c4d58edb8c1b7f90a708.dicom,17446968
04d462de5e02b54e3756875caebda95c,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04d462de5e02b54e3756875caebda95c.dicom,4133964
04fbba5834f2abd713e66b3d0e6a678e,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/04fbba5834f2abd713e66b3d0e6a678e.dicom,5945170
0501d62912b9a6ff04eae4ffc56affc2,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0501d62912b9a6ff04eae4ffc56affc2.dicom,6019756
0508d7ea85ba9be425657cc04c24a4f8,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0508d7ea85ba9be425657cc04c24a4f8.dicom,3902194
051132a778e61a86eb147c7c6f564dfe,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/051132a778e61a86eb147c7c6f564dfe.dicom,6270116
05154c0bdf203a2bd583d95532d0297d,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05154c0bdf203a2bd583d95532d0297d.dicom,5260852
051c2436c0acdb5e09d085c7e4a764f3,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/051c2436c0acdb5e09d085c7e4a764f3.dicom,4897396
051d112b55e4c9f9dfa53307cc2ffb62,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/051d112b55e4c9f9dfa53307cc2ffb62.dicom,6256950
052cf8f6cb59da96df7386adf8d5f6a0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/052cf8f6cb59da96df7386adf8d5f6a0.dicom,15606266
053700069ddf3c4f1f6c477a48337836,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/053700069ddf3c4f1f6c477a48337836.dicom,18874872
053cf0f0a75926ebd53f0265bad6aee4,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/053cf0f0a75926ebd53f0265bad6aee4.dicom,4457370
055ea315ae13148aae178aed27fa980d,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/055ea315ae13148aae178aed27fa980d.dicom,17623322
05721adb43ab7c061733568b274c006b,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05721adb43ab7c061733568b274c006b.dicom,5673040
059412ad34b2c48179f178e3138b5022,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/059412ad34b2c48179f178e3138b5022.dicom,13803498
059ec0fc0d6840cff6e268e46f85faa0,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/059ec0fc0d6840cff6e268e46f85faa0.dicom,8378804
05c0c802db4f100de8e2a9fa4aa62d14,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05c0c802db4f100de8e2a9fa4aa62d14.dicom,18874874
05d45c0a96b2c363f8b9a34a1f181c58,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05d45c0a96b2c363f8b9a34a1f181c58.dicom,17970426
05d676834dbed1639cb5eea70c1e307b,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05d676834dbed1639cb5eea70c1e307b.dicom,15809692
05dfd35f424da60897dfafc2340e0891,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05dfd35f424da60897dfafc2340e0891.dicom,5606148
05e0b2465053b685ca37849eac3dd62f,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05e0b2465053b685ca37849eac3dd62f.dicom,4558710
05e64c5b1e5f246ae6e8bc109e557bf4,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05e64c5b1e5f246ae6e8bc109e557bf4.dicom,3678116
05f202ee95a17a4b1e6dbe1916ffe8bf,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05f202ee95a17a4b1e6dbe1916ffe8bf.dicom,18874874
05f4911da872a51502a16e8807ee673f,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/05f4911da872a51502a16e8807ee673f.dicom,6621656
06014542a807dabcf30867a2414b5e83,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/06014542a807dabcf30867a2414b5e83.dicom,15488192
0608fb82e9965a0a6f3607f93e304d2a,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0608fb82e9965a0a6f3607f93e304d2a.dicom,5625454
061fa33f6ba0028fbbad8caaeac8d145,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/061fa33f6ba0028fbbad8caaeac8d145.dicom,6170878
0622cd29e4e0e4f198abf15614819ae8,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0622cd29e4e0e4f198abf15614819ae8.dicom,13258172
064023f1ff95962a1eee46b9f05f7309,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/064023f1ff95962a1eee46b9f05f7309.dicom,11870686
0686521b0b8cf9426f253601b805fb52,abnormal,1,vinbigdata_subset_dicom_part_001.zip,/kaggle/input/competitions/vinbigdata-chest-xray-abnormalities-detection/train/0686521b0b8cf9426f253601b805fb52.dicom,8515958
