image_id,original_image_id,is_negative,annotation_count
1090,379f083410e64a2fb74761b795bd0a41,True,0
1095,37d313251f4a6ca33fc7e428389cb9c1,True,0
1114,38d7d44f0a3b6c7129851d7ec6d9c001,True,0
1152,3b100a95644ac8ab01f261f2edd6f5e2,True,0
1160,3b7f1edb2129713f1ddd570c48d6ace1,True,0
1195,3d3781571117f65ceac27dfbf2979b21,True,0
1203,3dc3da07371be408d6313bd5d04bceec,True,0
1204,3dd04efbb7f8f0e2757e8e588350f8e0,True,0
1211,3e2c52e066e6bc9e28a58d7f13c64296,True,0
1213,3e300793e970e7916c36a57fe350f688,True,0
1229,3ee9f520c0a31c20b9851fb79dccec09,True,0
1230,3ef799c210c419c0319cd2555eaa3abe,True,0
1233,3f1c30152e33358e5830f3b59bd0c41d,True,0
1242,3fb03f39fb2232e19b6de537731aa5ad,True,0
1243,3fbf5ad0dc91fdb688ec53aceaa2bcac,True,0
1251,3fea0b91a09533ea4c546cb1e49b8234,True,0
1271,40b9a833fd7bc494e9803286d9349ca6,True,0
1272,40c5bb0fb2daacf73f49b8cdfc278a27,True,0
1280,412fc134e3193cefce521a751c3b254f,True,0
1283,413a167473cba4db44ee7be8359d1546,True,0
1290,418f63372f9d6d1e2e37dcfb466d6740,True,0
1301,4203ea234a2b4f10be4bd90cddc64347,True,0
1306,4248a80a016d3bb7c12544e32d97330f,True,0
1312,427f538105c4b3e67683731e4cb6eacf,True,0
1342,4479ab54ba10a7609e2baaf28f04a5cb,True,0
1360,45be6be8ef7817787b00be04c6fd5286,True,0
1369,46b92bf299d677ff131e33dc85a5b8f2,True,0
1380,473e37c62215eca1498bf0584e59b69a,True,0
1382,474bbe6ff1f8b29f0e274dc459d95f70,True,0
1388,479f688143635e866da68da5dcd88efc,True,0
1413,491c13b1c12bb702181d4795d3dd5083,True,0
1435,4a67efd541f3149e52fc543a33abd332,True,0
1458,4befb68953c8c713258a3e676d3df30d,True,0
1459,4bfa2fa5fbcaf56ac690ad40fd74b260,True,0
1463,4c127b111ebdba8c59de22a06ca00a7f,True,0
1465,4c27e9e5e1f0eccd8fbda6137e6d29d3,True,0
1476,4cd6ce29c3b6bab1f3f23509644cd626,True,0
1477,4cdc062257b3f9570bef2afe986605a8,True,0
1480,4cfcd0c0e7dcd3236b98e3361af8b324,True,0
1484,4d382aae3f8589c113589533ffdb3545,True,0
1516,4ed68446e699393eee15c57b87ab6f14,True,0
1526,4f85a3489a50abf87136c4544ce8b2ba,True,0
1527,4f88ef0610cf30530d9492bf9980ffdd,True,0
1529,4fb8b42ce575d32e3bc864ac4b72b46f,True,0
1536,503b8d4fecc9a637a1bb1f088d66b496,True,0
1553,512e7a3cb8427dccc274f5425a3121dd,True,0
1563,5186303faebc722fd30549bffab17d28,True,0
1601,53c5f82af2582e61a0d2c47c851cc246,True,0
1607,53f24abf8ff03943c9a413462606cb39,True,0
1609,53fd81f25545667511f292625f390087,True,0
1612,542f4583f097667ad5f691085f1da789,True,0
1619,54573b0df6208b2a4b53c2c9c079e1b3,True,0
1624,548bf08ac3fb4268aec314b42911af13,True,0
1627,54c29330c2acd1a534ee949951b7f649,True,0
1633,54faa310d699dd7d3318ed5e786638ce,True,0
1639,55502b1d1bf95606ecfb0abb4f1fdd98,True,0
1642,557e3236337cc0a98613a715ab9cde44,True,0
1647,55e6279aac033f9a68822a4f84d765fc,True,0
1658,56aac20ce11355082ffffb3d77bd6824,True,0
1667,570b01357f936d484c60c80de7c74b86,True,0
1676,575c1973c2d617658508d18d94bc2ffa,True,0
1678,577807f1ee94692b516b0b184b89ab35,True,0
1686,57c9ecc9749eb1860f37a308d0b284ec,True,0
1691,57ea8252280fae29b410732f1f84bbae,True,0
1694,587be2890ac536488d3c32debc1c215f,True,0
1697,589b16dad117199798d05ca550dfcd5e,True,0
1700,58bfe68d45f17aae1f4ffb9b5db6d6f8,True,0
1708,5935605beb0f08caeb9ff4481157c520,True,0
1731,5a8b04bbb49b5883741d4b183182c661,True,0
1733,5a9e67c8d1782a1a1068ba62dc2e34f6,True,0
1736,5af7ba3901d0937dea00f84257c5c8c2,True,0
1738,5afdc4e7edfdefd26c0c8381ac79b358,True,0
1749,5b6ac2868f30a56ee492348f8da40211,True,0
1766,5c6a7334ef6de11f55adff603734e4ea,True,0
1770,5c87991b2ad944d1a17e2e5b6a09f156,True,0
1780,5d4a7daa7e70085f6e5489fff404c1e9,True,0
1791,5dcc50d9eb1c4959a2a0dbdf2845ffc3,True,0
1794,5df359e160b87cd0d9f496a1e6648b1f,True,0
1799,5e3fbd3cf75a49590a141e5aa5572137,True,0
1802,5e808e9cbcb8cb66f3c798e9e5ea4e03,True,0
1807,5eb3f5cb8e18778cad831a75d0e74d95,True,0
1816,5f7b80742cd833dcb52b3f2de3de412f,True,0
1831,604ce8a56fd0539880b17f999ad10468,True,0
1844,60e641e62376dc3cfa71299033535b40,True,0
1854,6145c49011a33ec5d61866a3a7085f33,True,0
1856,614e79f6a2879432b2af4287d954f98f,True,0
1864,61e0b38cea96d57adb044ac496e556ff,True,0
1867,61fee17f99b29fc46130613d0e7ba7c2,True,0
1876,6284e06225c1bba8f413896721002e1f,True,0
1880,6290796d31e7984c5bd7dac745d16bc1,True,0
1883,62c14fe41339b118b7fa4a0bb569f3f9,True,0
1885,630bd57c91d01444795cb63e9efe8741,True,0
1889,6324583b0c0d0428991e94d43a9d5d09,True,0
1899,639e8235c7931fa2efb4f74bca333e00,True,0
1903,63ce5324b5bcb2e4c556a6112dead354,True,0
1916,64f09bf84016428dd43f8984b2c303f7,True,0
1963,670c2ddd42c86d8502924bd453b969e4,True,0
1967,6747f99ef0ff341a8b25787e3436db5c,True,0
1974,679bff232ad7e9f8623bcd61e7812bab,True,0
1982,67fbc13add44ab3cafafb5be3ce3cafc,True,0
1995,68626e0f21d8b844329c9cba44ff28eb,True,0
1997,6899d63a9d60ee219291ba61f964dbcc,True,0
2001,68c396ded603aae07cb3027b1d2e8a90,True,0
2005,68fb6b382475cacea88d364da1730d34,True,0
2009,690becc033b4b41fc20572d5f7f13359,True,0
2010,69264b8eef78c43726b78a6fba59d962,True,0
2012,6935c5330b07eb6492d228b1e1a740a5,True,0
2013,693a01d0401e233e4f6bd441542dc424,True,0
2017,698f2c03335010d2ff0a30798f8c2e08,True,0
2020,69a2762d9ad4e34d46a08a58596a71e9,True,0
2027,69ea3cb5de2b638097e68aa955ad1087,True,0
2048,6ada8f68e2f901b30feb74aaa0c32ba4,True,0
2060,6bb0f4c7693b63f01ca906e712abd4e3,True,0
2083,6cb28973ba5bf897b5c1ef88c79c47c2,True,0
2097,6d58e4bb28efa358fbce1c94e6b15efe,True,0
2109,6e004d77616aa8546ed689d9360e1080,True,0
2110,6e0dd61ae870e3b4f5701af4d7cb5b8b,True,0
2115,6e26e1092a0297a1cbf0a867e3b90326,True,0
2118,6e395f737d2b004443f033eb9ad7ba17,True,0
2121,6e45dcf215f6474234248ad70fb897d1,True,0
2124,6e48149a34ba1700f265b5e7d9fe0cd1,True,0
2127,6eae1d4353b0a57087ca071556aef1ec,True,0
2138,6f873f0a401ca124ae1e125f081b591e,True,0
2164,70bb28b860c2c597900d4a0722cf53a7,True,0
2165,70c57f59ed881d79ba9c1071b605c42f,True,0
2181,71bb412dd9f1550f447ce895f400599a,True,0
2201,72dba276d1673ef009c04d2c8a7e3238,True,0
2225,7433f75def4589a4eaaba2cc947af95a,True,0
2228,745101df234416c1912639f9aa4816bd,True,0
2237,752836009ec557fe1f845720bc2914f4,True,0
2244,7593231d642b5869a4974ffbc46adcab,True,0
2252,760af980f4ad1ef40a517cf7e005ea1b,True,0
2265,76890e5a55be1076e0e4367b1a2b35db,True,0
2270,76b3ac42fafec422e9e25c5ae8fab603,True,0
2273,76c39b1acee002408cc8956065ea105e,True,0
2278,770ae639d8c1ac0846ce73d7ad5bacad,True,0
2289,779f3b4e5deddf8161905698bf806432,True,0
2298,781337185d4b99902d0ebfd2867feab8,True,0
2306,78aa8415fbf1c792f7d7c53349d44d4f,True,0
2319,7998e75d4e0f0ada2898d673c8ffecb3,True,0
2326,79edf950abd9ddc4dac37e113e40da5d,True,0
2336,7a96c5f15fb08c98d2489dc2d1ad05d9,True,0
2355,7b6a38d1478375102a8396bedfbf9edf,True,0
2364,7c11b4c81ab766a9aa8e300ddc618084,True,0
2365,7c1874e73e85727a0a12139add66bfa6,True,0
2372,7c42de6dd248ce53880debab2567b521,True,0
2375,7c5b807ba491941d7a260bd1546b863d,True,0
2381,7c9d52b0b094b37a3e6e520d3882f341,True,0
2385,7cd5b8c196d506b6a1040873bf0472f0,True,0
2393,7d3d289c824d3643eb22cdcde43afdf7,True,0
2398,7d57de3c3c7f81da4daab6094e01e9e8,True,0
2435,7f599800cc62ee666b751303ca096f98,True,0
2448,7feba6ffbc4f98d9d9c032a7ae477177,True,0
2449,7ff2bf9cde37a4224e94680ce1b7b828,True,0
2471,809fc376d2a0aeae5d8bb7f7aed6eda0,True,0
2488,8157a9e66791223fbb7aeac1337953c7,True,0
2495,82225c7d9d9d257ff166c37a90909c8e,True,0
2499,82336f39711a91abff06905932f534d7,True,0
2505,826cff99f07a59af9eca51ff161f1e08,True,0
2513,82dda789847403a8544ad1e6928571bf,True,0
2520,8355a97b5adf6ed2baa581c37486248b,True,0
2542,848a8f3f7a4d210c2ee4901b0e07369a,True,0
2555,8546bf5046e18c37bdb219c26b5d13cf,True,0
2561,85bf2bce1d8ac45002dee50ffa3e014a,True,0
2572,863827ae84bd3b17640ce459b0022d15,True,0
2574,864162106b4c83be91a86d4d38595977,True,0
2587,870dd6c4f5ce36cd38983795253a020a,True,0
2594,875ffffa457e0a0aeb8a76872e3fc6d6,True,0
2608,87fdaa98d570ac156bfaa0d863401373,True,0
2623,8912ff28e4b5fd0a5e101fef66dabaa5,True,0
2627,89524feaa558a7a2fbed12b38afcf61b,True,0
2636,89ffa015af2b8418d8f503c0b65c75f2,True,0
2653,8ad47a88ab880f982a7ca140b355f66e,True,0
2659,8b0839b2cc2d11420e6cfbc46b5f0f87,True,0
2665,8b5d3109a9d587e6a27ac3b109343c5f,True,0
2679,8c6cbbc156f7eb5d6132c937d089f014,True,0
2688,8ce28abc5f7b1e4b97eef3cf6f2cb218,True,0
2708,8df447178660d98a2efcab6323c8f658,True,0
2713,8e36ae96a199bbaea285e074edde991a,True,0
2726,8ed4976e3f507617cea65e8b068cbb1e,True,0
2735,8f53904e77e3c20fc28a489d9737d973,True,0
2738,8f752093ee546364e7a3f570c7e2041d,True,0
2739,8f828151dee8b12935726c711c024149,True,0
2775,9163c1b53f6cef4006d0169ee3b24886,True,0
2778,91783a3a0b479febd50ea952f711d776,True,0
2788,91ce578ebdd959abb3c14b7c24711d19,True,0
2821,92fae85ed91d9465eb06594a89cf2697,True,0
2831,931e92a65f8ec5eb009c0afa0f52e0c1,True,0
2856,94db14c4d9cc5b73cd4ccc12e94d566a,True,0
2858,94fe218b2934a56f5c5e9dbbe7c3ab98,True,0
2859,951f37f1a2b9eeda8687588d6c1395f0,True,0
2866,9550a9bd0f5a9c89b096778dee669dfc,True,0
2871,959cb0680fbb9779352b9e42feef7977,True,0
2875,95b55a69ed71d956594f754e8071f64c,True,0
2886,9639e6b5d6391d119e959a65b6733c24,True,0
2897,9696f133b6337e31d8961638df6d89af,True,0
2910,974de0b950075fe57ca6587571ff09c5,True,0
2911,978aac9419e5145086523be16545e55a,True,0
2955,99bac8deff3eb3beb9479e0c080940f7,True,0
2988,9bc4efab79fda2c8d0c4fe352979d35f,True,0
2989,9bc7f47f5e3d9cb135278aa09a42ff3a,True,0
3006,9ccdadb18e6a8c9c2459768eaaa2893b,True,0
3009,9d094c16cc0afb04940a651298d12dcc,True,0
3010,9d25a49dcfd33a593605da5b2cecfe2b,True,0
3015,9d42c5942895afd3391a8fb93a3991a8,True,0
3023,9dba466530505c0992a5bb874ffc90ee,True,0
3024,9dc06dc651df290e2f3cd30ac1513c7e,True,0
3037,9e4494bb24faf76970a1116cda4da0fc,True,0
3039,9e4f8b07c7cfc2e3be4481e8f3507108,True,0
3047,9eb4fa8a29bcdd4fbede7c391589a42d,True,0
3064,9f99a143df8874d1e5320ebbbae6040c,True,0
3068,9fb8448d2d7ce8d93e129a16906074e3,True,0
3073,9feaa80fe5166e87af68fcab302c7ae6,True,0
3080,a083b9235a837f1f0171174a00ea538c,True,0
3096,a18dee563cbdaa4a85594968f8678b84,True,0
3097,a1af684b8e0ce8e5cd4223881451a5af,True,0
3099,a1d1cbb23e3efdbbbcfccc03e9624356,True,0
3145,a4ad3a5adfa6a22174acffb59997e1ee,True,0
3147,a4bc2e88a21b0cc1bb3a7b6645c739f2,True,0
3155,a52d6fa5d0fad69daf5cfadd32115bf1,True,0
3169,a5ce7ccf65c0e89f0a4f31e252d5b071,True,0
3171,a5dfcc60924b58142b382c753ef1c07e,True,0
3180,a6317cca482e4c5e020ab5e4c94fe921,True,0
3183,a655a71a3cddecea703e954e8e23cccc,True,0
3185,a65b19420087f574983a8adec9906c16,True,0
3187,a673256f7b975e11bf89dbb29f4565b9,True,0
3230,a84fae30f42f9978cfd9fcaf91544792,True,0
3236,a8887bae37bd218a89be7a6e2dc1499b,True,0
3245,a90c09c0b59115253c982074694b3972,True,0
3246,a9109d137db24859730111a8b8c3996a,True,0
3254,a9833de8a15ca2840b3bf23d4f6226ef,True,0
3255,a98bf3259fda4941663b88ff1efc7625,True,0
3284,aac515fae9d93ada4abddab6b1118aae,True,0
3288,aadca4c2d680af0c23325b0f16cedb97,True,0
3304,ab719171f74e1469b2cb50645ff6b7c7,True,0
3306,ab7c4fd74b4be8ccb135dad2ae7de2c3,True,0
3317,ac023841616ad1f665c0ce60ba5ed7b5,True,0
3319,ac0d5180cbac66eead6195728563d5e2,True,0
3346,ad59955ebf23a15362787e6407e31deb,True,0
3355,adc01b67d1d426c270e7d2f26bfa71ef,True,0
3391,afd8ce1c8c525815a5f2709dcf072c70,True,0
3395,b0065509f042f4a2ac97481b6c7c0dc5,True,0
3421,b12b6c605dbf92119ae65310a7bc55d7,True,0
3434,b1d7cd4432f36fc46d4e49f01def1cbe,True,0
3438,b1f71b5ef16dce633e4033237b761cdf,True,0
3445,b29294e12f7aacc8f31ffa0f13959c3a,True,0
3459,b359c14158afff8ef7d00c59d2211ebc,True,0
3463,b39a285d468234c4934c6d5489727fa2,True,0
3467,b3cf4f7aab7e62964dd965e768178e32,True,0
3470,b3f4af84fa71fe204eb105ce430deef3,True,0
3481,b440269d96e31c7f99b7fd9bcf08eda3,True,0
3497,b508112a2b015ec159ce926661b6b23a,True,0
3500,b5351b37d8d3944228ff46e9cc7139a4,True,0
3536,b6f4abe4d21f1e44827e26f640f626bc,True,0
3541,b75075aceaa139ea4a971c652005c665,True,0
3562,b8322e1a06179954c5b5f5ed05083c05,True,0
3575,b90e929709147ef63dfebf74c0cbe454,True,0
3578,b91b76bcb6e0b005ef98719bd719b488,True,0
3590,ba0ee85ac58311c7f1413a3af2f3f7c7,True,0
3609,baf56818e451ed175e7cbd7d94e01bb0,True,0
3638,bce076b117178591a7dad5ab9296ba74,True,0
3679,be869b141b0483aaa10e62ec407c0010,True,0
3683,be9503d3b32da3ca2d06d6df8b1a997b,True,0
3688,beb81be7f3b55d47fa70e7972c9dc9e1,True,0
3692,bee99c179da019550328e64a55713d5e,True,0
3703,bfbbb3c77f965726e05343efafb2eb86,True,0
3704,bfd794933b6d06cc9e840ae7b90b1cbe,True,0
3725,c1b56c6b38aa09f0f32f0605deb5a240,True,0
3768,c41f9e2dd4f6b5524d93b3229085b26c,True,0
3777,c47d248c49d70684d8638910c126ccae,True,0
3799,c5b761d0fefbe5b1c05822a4df670c09,True,0
3818,c6ada34016e7fdffbba5cbccc996e395,True,0
3819,c6ae45cbd57420cf4937b9f9299a5667,True,0
3824,c6fe78d03c9d12783f3451ad237351f4,True,0
3833,c7629ae7a638c5892d90c49fd90401f0,True,0
3835,c78a429b728a3b35c6e4b4a560dee407,True,0
3837,c79916dc9b5b70cbd4138366358976a2,True,0
3848,c837c5bfbeedca68690f51b2e07aaabd,True,0
3851,c855e2fc7a8fea601a568f546e466d4b,True,0
3868,c922a445f08f22058a4a979c5de23586,True,0
3887,ca527d7c532ec5810f5b73ab2ff7170a,True,0
3902,cbcb95889f621abbd2e9b46220267c98,True,0
3909,cc9b6ee01a01702434ad789eef9432fb,True,0
3927,cdc44f8510ed779fade14a506d2bbd8c,True,0
3969,cfd708bfc4b35a7a4d6aabde5c0799ae,True,0
3984,d07da8a9b93d7c684264ec8be14c0fe7,True,0
3987,d08fe6d0819f1ca56bc29422f8d8a408,True,0
3990,d0d9778108b9059fd91572f77ed96e51,True,0
3996,d1192634c95b9018fe25890bf74d45ab,True,0
4019,d1ee146b55af8b9cd84ec605a9aa36bd,True,0
4031,d28f1f4fdbb37d98f802678fc174ff21,True,0
4040,d32509da6cdeed96643392245b6ab8e8,True,0
4041,d32677062d9b64918b27c648d2da50d1,True,0
4043,d3627a59bdf97f89094cbcee823ba057,True,0
4048,d39514e0a4ab55df4e5f6e0426aa8fed,True,0
4055,d414a0d3435dd64628dd3b72e6ecd6be,True,0
4056,d42c8cdbeea7094d8a3e4899742cdda0,True,0
4059,d43960df26db044d6b9caa7e4ec2ac08,True,0
4060,d439808cf55114c97c3b244c54e5ab34,True,0
4063,d44b907ffbef18483e074eac9a4783dc,True,0
4072,d4a8a32d495cd0d49ec8ad2eee3afa3e,True,0
4085,d558629d10923b5a498508ac4b65f7d2,True,0
4092,d59e8b41b1b2b15cd6a7ae3ec6882781,True,0
4107,d630459c8036ef43b0fdb55625289101,True,0
4112,d6599d989c75982e68a7f277ddf170ff,True,0
4114,d661504676709e84d3075bb96462e7a5,True,0
4126,d73add6550804e3da302f96e50e463af,True,0
4140,d7b69078f953c292ffe719e864f53b21,True,0
4150,d7fab14d2d4bb9d001b64f4fb59cee80,True,0
4159,d888fbee05acda2b655ba4136c1958fa,True,0
4160,d8a3fe9536afba5813aa8025506c810a,True,0
4166,d8df1cd5564e9a9f4d72b17049d5d79e,True,0
4173,d925309691e7929d905eaa42f081833f,True,0
4179,d95da4b845c9eee6dbf93b1c27bd4dad,True,0
4180,d9910b0b179e65a23b33b1ec0a8b4bb4,True,0
4181,d997f71818df03dd9ba8d4214dcf1856,True,0
4189,da080bbceada7f806710be3c22f34c48,True,0
4207,daa38c68b720696d6d0c59fe690dc2a5,True,0
4233,dbd95448052d2fd61f31da0c52f05845,True,0
4240,dc50912f4b027506434b409550322d6c,True,0
4241,dc67d031d4eba63b63da5e8da9ca965d,True,0
4243,dc822ebcbb0cb4879d794f0f1bc3638d,True,0
4252,dd375650caabb420aff92ee4a5d833df,True,0
4260,ddc78bd83fc1feb6823701c803bc7f9a,True,0
4276,de6d6efd88431d3253198106bb070471,True,0
4281,de8c78afea91064bd977bb7092b99a63,True,0
4293,df5aa1123fb533c8865b8eaf0bb9c5c8,True,0
4294,df91d818a193e328405cf8a86ed530bb,True,0
4304,e038a02993359e092b4b3432064c2ffb,True,0
4324,e1c88be08dcb3f9baca7cb67c77fbcf9,True,0
4328,e1e74a1b970197d2b8a236f4ddd8f3d5,True,0
4337,e24bb429606e5f412625957e627a6fa3,True,0
4351,e2d9292329797abcf80d3a8887a75fff,True,0
4355,e2edea962c97f3290638096b4f27465f,True,0
4360,e32bf14c4f6930efc80bfd4f4147ac0f,True,0
4363,e3769a9e37c159ac96c5d2f155d1826c,True,0
4377,e44c4522979ee8d8b50977b9af91db58,True,0
4386,e4d552e0ccc55cd65ed27729e1be30d5,True,0
4388,e4dec9c7cb04e431f5c3b41430030184,True,0
4397,e53aa24d4f2f17891ca8a6e8dfc0d8e8,True,0
4401,e563c35ddd67c5124a6787e474dfa319,True,0
4428,e6d737cf8600e9b07168c04ca7541980,True,0
4431,e6e114b28a55ec3e9ecac74c55167fef,True,0
4440,e746ee7a622d991a0c02b55efe234fb9,True,0
4454,e7dec1ffda66e9a315335afa8e961205,True,0
4475,e98a76eaefca34840133986ed53cd210,True,0
4481,e9bbeb5248b591a86ff636b9f0b68549,True,0
4490,ea56b3455c844f324b8c9323ebf2ddb2,True,0
4492,ea970ed46ada798de375a4be51f701c9,True,0
4500,eab0be019f53390dbbb3225e86506c09,True,0
4521,ebcf699a8c42843567184fb71f33160c,True,0
4544,ed06295915b52f5fcc88e158ab0c7100,True,0
4556,eda23140c7a820d76c89bc994768888d,True,0
4566,ee1abdde3a0e65f9e0b832dfdbbea5de,True,0
4578,eea2d38f25bbee2095457fff9b8b2200,True,0
4581,eebe67275df5f83998a5fe7c147c81cc,True,0
4582,eec404a6f4d2db9c179dbe4549de4fdb,True,0
4603,ef9d2c00f3825adfdc8a574600d156d3,True,0
4605,efb838879b6ee5f7d44b56ff592d83a4,True,0
4619,f0adf7b51f3c26e565e1977c4b6c235a,True,0
4637,f23603293e7a6bb7166cd493d2da2f77,True,0
4662,f369ab97b45fdd8ac73e51af003ae854,True,0
4666,f3a84940a5a63947852fd915062fed1d,True,0
4679,f458843968166ba8c5af491035ce1651,True,0
4682,f4976db55ec34ca21f36c218993ea7a2,True,0
4695,f52ec4da5edc58fc2f93c00316c38fe7,True,0
