coco_image_id,canonical_image_id,original_image_id,file_name,is_negative,canonical_bbox_count,coco_annotation_count,count_match
34,33,018a2fe44c3451281ec338c27ecc9c53,train/018a2fe44c3451281ec338c27ecc9c53.dicom,False,15,15,True
35,34,018b348fd699821cdbc5bdc0b329982c,train/018b348fd699821cdbc5bdc0b329982c.dicom,False,5,5,True
36,35,018ef9c5d5b20c5161a5c48703171c3b,train/018ef9c5d5b20c5161a5c48703171c3b.dicom,False,3,3,True
37,36,01a3c3d994d85ce5634d2d13c03fd4b0,train/01a3c3d994d85ce5634d2d13c03fd4b0.dicom,False,14,14,True
38,37,01afcfaabc406f0fe1797cb7fa6616c6,train/01afcfaabc406f0fe1797cb7fa6616c6.dicom,False,6,6,True
39,38,01b0510a8d3b0860429536653db5eb21,train/01b0510a8d3b0860429536653db5eb21.dicom,False,8,8,True
40,39,01c2b9fcb0384c84648ed76c736552a8,train/01c2b9fcb0384c84648ed76c736552a8.dicom,False,7,7,True
41,40,01cbbeab94b4d2bfd5cd8a467fee46a7,train/01cbbeab94b4d2bfd5cd8a467fee46a7.dicom,False,9,9,True
42,41,01d6446afde9fbf4332904bc331e9660,train/01d6446afde9fbf4332904bc331e9660.dicom,False,6,6,True
43,42,01ee6e560f083255a630c41bba779405,train/01ee6e560f083255a630c41bba779405.dicom,False,12,12,True
44,43,01f88c998eea22d21ee144bc3edfd261,train/01f88c998eea22d21ee144bc3edfd261.dicom,False,3,3,True
45,44,01fec681f2d698497151a88d6c5205a1,train/01fec681f2d698497151a88d6c5205a1.dicom,False,7,7,True
46,45,020717d6ab0b440b37978d9bace9f9b2,train/020717d6ab0b440b37978d9bace9f9b2.dicom,False,10,10,True
47,46,0211f9fe31142ba1e25fb6a2ea3fea38,train/0211f9fe31142ba1e25fb6a2ea3fea38.dicom,False,8,8,True
48,47,021ed4f8af985c0fc68335abb2cf2ed7,train/021ed4f8af985c0fc68335abb2cf2ed7.dicom,False,3,3,True
49,48,02222df826791117f315ecb2b58c5b69,train/02222df826791117f315ecb2b58c5b69.dicom,False,3,3,True
50,49,023a8b8557d1fd59f272c63be6f3d4c0,train/023a8b8557d1fd59f272c63be6f3d4c0.dicom,False,10,10,True
51,50,024f9140bd829c346fc91fcf4009d251,train/024f9140bd829c346fc91fcf4009d251.dicom,False,23,23,True
52,51,025534801b62d61f1c1c9e571ea74695,train/025534801b62d61f1c1c9e571ea74695.dicom,False,5,5,True
53,52,02562eb68a9c682f5f644fa7a099733f,train/02562eb68a9c682f5f644fa7a099733f.dicom,False,18,18,True
54,53,02617da0a33fe0446a508186417c2646,train/02617da0a33fe0446a508186417c2646.dicom,False,12,12,True
55,54,027c56d37095bcc595ddd429f96902ae,train/027c56d37095bcc595ddd429f96902ae.dicom,False,9,9,True
56,55,028fcc44d3104099480e897541a1ecc3,train/028fcc44d3104099480e897541a1ecc3.dicom,False,9,9,True
57,56,02957c14fee52ac6d0617e6d86275a25,train/02957c14fee52ac6d0617e6d86275a25.dicom,False,5,5,True
58,57,02a4774868d677ef8ecff2168c0161c0,train/02a4774868d677ef8ecff2168c0161c0.dicom,False,14,14,True
59,58,02acf0e7d0932f9c6a06fd4bbe1f5d90,train/02acf0e7d0932f9c6a06fd4bbe1f5d90.dicom,False,7,7,True
60,59,02cbfa27d9e4b1d8c279932cd82e0730,train/02cbfa27d9e4b1d8c279932cd82e0730.dicom,True,0,0,True
61,60,02cd1d17763c869ff3d4af5e28539456,train/02cd1d17763c869ff3d4af5e28539456.dicom,False,12,12,True
62,61,02d9d0c89022adc381c23e72add7c389,train/02d9d0c89022adc381c23e72add7c389.dicom,False,7,7,True
63,62,02de1ec3340e75fd5e7294a84a0342a1,train/02de1ec3340e75fd5e7294a84a0342a1.dicom,False,6,6,True
64,63,02efc4e2e6e71e024fbfecb404a008a4,train/02efc4e2e6e71e024fbfecb404a008a4.dicom,False,6,6,True
65,64,02fe3eea41166a1d3eb75307a12c4a63,train/02fe3eea41166a1d3eb75307a12c4a63.dicom,False,9,9,True
66,65,032111ac5bb2e0cbb9a22745a77eef8f,train/032111ac5bb2e0cbb9a22745a77eef8f.dicom,True,0,0,True
67,66,0339aac16e3dd93ee397315a224147a6,train/0339aac16e3dd93ee397315a224147a6.dicom,False,3,3,True
68,67,033dae57cec0aca171d47090f299bed2,train/033dae57cec0aca171d47090f299bed2.dicom,False,7,7,True
69,68,033e1637bed9b9f3dccac9c6c419adc2,train/033e1637bed9b9f3dccac9c6c419adc2.dicom,False,9,9,True
70,69,03431b577d1ccf075e930c4c4913c079,train/03431b577d1ccf075e930c4c4913c079.dicom,False,5,5,True
71,70,034cf2b503a9a7efe404f000fb988534,train/034cf2b503a9a7efe404f000fb988534.dicom,False,19,19,True
72,71,035480fbf46e946e21e7dce78637c329,train/035480fbf46e946e21e7dce78637c329.dicom,False,8,8,True
73,72,035b53e8aabf8763537a296c291135d1,train/035b53e8aabf8763537a296c291135d1.dicom,False,3,3,True
74,73,036161ca6aa4daa43cc3bc55602e8960,train/036161ca6aa4daa43cc3bc55602e8960.dicom,True,0,0,True
75,74,036b9096b099f0f6c5611da078f73e43,train/036b9096b099f0f6c5611da078f73e43.dicom,False,5,5,True
76,75,03810755ae5721d65884360e3bccbf9b,train/03810755ae5721d65884360e3bccbf9b.dicom,False,6,6,True
77,76,038a7c88fcd819549f430c1fd907658c,train/038a7c88fcd819549f430c1fd907658c.dicom,False,5,5,True
78,77,038fc325ff4aa0a21c76d5dd7c740c89,train/038fc325ff4aa0a21c76d5dd7c740c89.dicom,False,15,15,True
79,78,0391d2388a2442f14d055d5089a747c6,train/0391d2388a2442f14d055d5089a747c6.dicom,False,5,5,True
80,79,039c6997248b3a6ba3c909af35fce0eb,train/039c6997248b3a6ba3c909af35fce0eb.dicom,False,5,5,True
81,80,03a6078c0c12fb076b50ae017e590e19,train/03a6078c0c12fb076b50ae017e590e19.dicom,False,10,10,True
82,81,03cd593a310656563a5aa3886ff30380,train/03cd593a310656563a5aa3886ff30380.dicom,False,9,9,True
83,82,03dd99aa091caee7b0ce8efdf7f274d5,train/03dd99aa091caee7b0ce8efdf7f274d5.dicom,False,6,6,True
84,83,03e6ecfa6f6fb33dfeac6ca4f9b459c9,train/03e6ecfa6f6fb33dfeac6ca4f9b459c9.dicom,False,57,57,True
85,84,03f0bf0a7403c050a7ce574f98fd8ab6,train/03f0bf0a7403c050a7ce574f98fd8ab6.dicom,False,7,7,True
86,85,04031e57794b9e8861e3c65e935f11d2,train/04031e57794b9e8861e3c65e935f11d2.dicom,False,3,3,True
87,86,041081d11262c5f150e655f5e5ff0a2c,train/041081d11262c5f150e655f5e5ff0a2c.dicom,False,3,3,True
88,87,041664dfb960a15686d7e9c4c7b4fd73,train/041664dfb960a15686d7e9c4c7b4fd73.dicom,True,0,0,True
89,88,041762ff7fe435f22ea7541e77bfeafa,train/041762ff7fe435f22ea7541e77bfeafa.dicom,False,8,8,True
90,89,0424e80c4f0cae6ea9e65efeed75d5d0,train/0424e80c4f0cae6ea9e65efeed75d5d0.dicom,True,0,0,True
91,90,044c53b3fd48fc029318fbcee70ae0d1,train/044c53b3fd48fc029318fbcee70ae0d1.dicom,False,8,8,True
92,91,0452d38f45e4e79f91821e88bb812608,train/0452d38f45e4e79f91821e88bb812608.dicom,False,6,6,True
93,92,0453de2faeb8d349af739a68d9dee1cb,train/0453de2faeb8d349af739a68d9dee1cb.dicom,False,6,6,True
94,93,0464251a01ee7eeedd2a537dafc82844,train/0464251a01ee7eeedd2a537dafc82844.dicom,False,3,3,True
95,94,046ad82db74a4155eaff3586b0d1e068,train/046ad82db74a4155eaff3586b0d1e068.dicom,False,17,17,True
96,95,047182a6e86808669f896307dcd550c7,train/047182a6e86808669f896307dcd550c7.dicom,False,4,4,True
97,96,0491b08361fdfb9359cad9d6a078f275,train/0491b08361fdfb9359cad9d6a078f275.dicom,False,5,5,True
98,97,04923676c5e29c25966fbd07fa12e2e8,train/04923676c5e29c25966fbd07fa12e2e8.dicom,False,6,6,True
99,98,04994993c9e416f32ce24c7e7501d3be,train/04994993c9e416f32ce24c7e7501d3be.dicom,False,6,6,True
100,99,04aed38b30c4de9461c8a9940e99d811,train/04aed38b30c4de9461c8a9940e99d811.dicom,False,8,8,True
101,100,04bb8bd7ee6f88a16623fe5c6dd4da91,train/04bb8bd7ee6f88a16623fe5c6dd4da91.dicom,False,9,9,True
102,101,04d1f1f8f52b15520f5895be87884fbd,train/04d1f1f8f52b15520f5895be87884fbd.dicom,False,5,5,True
103,102,04d3efc7a608c4d58edb8c1b7f90a708,train/04d3efc7a608c4d58edb8c1b7f90a708.dicom,False,8,8,True
104,103,04d462de5e02b54e3756875caebda95c,train/04d462de5e02b54e3756875caebda95c.dicom,False,3,3,True
105,104,04e78baf5f049a01b6b4f9a14f0b7c78,train/04e78baf5f049a01b6b4f9a14f0b7c78.dicom,True,0,0,True
106,105,04fbba5834f2abd713e66b3d0e6a678e,train/04fbba5834f2abd713e66b3d0e6a678e.dicom,False,8,8,True
107,106,0501d62912b9a6ff04eae4ffc56affc2,train/0501d62912b9a6ff04eae4ffc56affc2.dicom,False,9,9,True
108,107,0508d7ea85ba9be425657cc04c24a4f8,train/0508d7ea85ba9be425657cc04c24a4f8.dicom,False,4,4,True
109,108,051132a778e61a86eb147c7c6f564dfe,train/051132a778e61a86eb147c7c6f564dfe.dicom,False,7,7,True
110,109,05154c0bdf203a2bd583d95532d0297d,train/05154c0bdf203a2bd583d95532d0297d.dicom,False,5,5,True
111,110,051c2436c0acdb5e09d085c7e4a764f3,train/051c2436c0acdb5e09d085c7e4a764f3.dicom,False,8,8,True
112,111,051d112b55e4c9f9dfa53307cc2ffb62,train/051d112b55e4c9f9dfa53307cc2ffb62.dicom,False,8,8,True
113,112,052cf8f6cb59da96df7386adf8d5f6a0,train/052cf8f6cb59da96df7386adf8d5f6a0.dicom,False,3,3,True
114,113,053700069ddf3c4f1f6c477a48337836,train/053700069ddf3c4f1f6c477a48337836.dicom,False,6,6,True
115,114,053cf0f0a75926ebd53f0265bad6aee4,train/053cf0f0a75926ebd53f0265bad6aee4.dicom,False,14,14,True
116,115,055ea315ae13148aae178aed27fa980d,train/055ea315ae13148aae178aed27fa980d.dicom,False,3,3,True
117,116,05721adb43ab7c061733568b274c006b,train/05721adb43ab7c061733568b274c006b.dicom,False,9,9,True
118,117,059412ad34b2c48179f178e3138b5022,train/059412ad34b2c48179f178e3138b5022.dicom,False,5,5,True
119,118,059ec0fc0d6840cff6e268e46f85faa0,train/059ec0fc0d6840cff6e268e46f85faa0.dicom,False,17,17,True
120,119,05c0c802db4f100de8e2a9fa4aa62d14,train/05c0c802db4f100de8e2a9fa4aa62d14.dicom,False,10,10,True
121,120,05d45c0a96b2c363f8b9a34a1f181c58,train/05d45c0a96b2c363f8b9a34a1f181c58.dicom,False,5,5,True
122,121,05d676834dbed1639cb5eea70c1e307b,train/05d676834dbed1639cb5eea70c1e307b.dicom,False,9,9,True
123,122,05dfd35f424da60897dfafc2340e0891,train/05dfd35f424da60897dfafc2340e0891.dicom,False,9,9,True
124,123,05e0b2465053b685ca37849eac3dd62f,train/05e0b2465053b685ca37849eac3dd62f.dicom,False,21,21,True
125,124,05e64c5b1e5f246ae6e8bc109e557bf4,train/05e64c5b1e5f246ae6e8bc109e557bf4.dicom,False,6,6,True
126,125,05f202ee95a17a4b1e6dbe1916ffe8bf,train/05f202ee95a17a4b1e6dbe1916ffe8bf.dicom,False,5,5,True
127,126,05f4911da872a51502a16e8807ee673f,train/05f4911da872a51502a16e8807ee673f.dicom,False,5,5,True
128,127,06014542a807dabcf30867a2414b5e83,train/06014542a807dabcf30867a2414b5e83.dicom,False,5,5,True
129,128,0608fb82e9965a0a6f3607f93e304d2a,train/0608fb82e9965a0a6f3607f93e304d2a.dicom,False,9,9,True
130,129,061fa33f6ba0028fbbad8caaeac8d145,train/061fa33f6ba0028fbbad8caaeac8d145.dicom,False,16,16,True
131,130,0622cd29e4e0e4f198abf15614819ae8,train/0622cd29e4e0e4f198abf15614819ae8.dicom,False,6,6,True
132,131,063319de25ce7edb9b1c6b8881290140,train/063319de25ce7edb9b1c6b8881290140.dicom,True,0,0,True
133,132,064023f1ff95962a1eee46b9f05f7309,train/064023f1ff95962a1eee46b9f05f7309.dicom,False,19,19,True
134,133,0686521b0b8cf9426f253601b805fb52,train/0686521b0b8cf9426f253601b805fb52.dicom,False,4,4,True
135,134,0690821a2e255ce175bfa7f36e308f63,train/0690821a2e255ce175bfa7f36e308f63.dicom,False,3,3,True
136,135,0697473448bb5e83ac926fe92271e7d8,train/0697473448bb5e83ac926fe92271e7d8.dicom,False,6,6,True
137,136,06b04918044786c36584a86273d72747,train/06b04918044786c36584a86273d72747.dicom,False,5,5,True
138,137,06b2ff94bd0270f543deb7074c2a006a,train/06b2ff94bd0270f543deb7074c2a006a.dicom,False,6,6,True
139,138,06dfb2b996464c7b0e4c5177d433edbe,train/06dfb2b996464c7b0e4c5177d433edbe.dicom,False,9,9,True
140,139,06e523e21ac668629092e85928b176a3,train/06e523e21ac668629092e85928b176a3.dicom,False,6,6,True
141,140,06efcd37617307118fd48b3a493c133b,train/06efcd37617307118fd48b3a493c133b.dicom,False,3,3,True
142,141,06f3c1a8441d61da08aac07558ab5f05,train/06f3c1a8441d61da08aac07558ab5f05.dicom,False,8,8,True
143,142,070d087c1badb18ee110e19cbe158a40,train/070d087c1badb18ee110e19cbe158a40.dicom,False,8,8,True
144,143,070d372757bfbb0cee7d68fd50369fc4,train/070d372757bfbb0cee7d68fd50369fc4.dicom,False,6,6,True
145,144,0710fe2b90ee68e54b84e795abb018df,train/0710fe2b90ee68e54b84e795abb018df.dicom,False,4,4,True
146,145,0712b4f7b21e2a06eacece3cf35e3059,train/0712b4f7b21e2a06eacece3cf35e3059.dicom,False,8,8,True
147,146,071ff9c782ead87dfa9b1c025c25e769,train/071ff9c782ead87dfa9b1c025c25e769.dicom,False,8,8,True
148,147,074db6a4ab3aebd54fa0f628eb0e9b0e,train/074db6a4ab3aebd54fa0f628eb0e9b0e.dicom,False,8,8,True
149,148,0760a14308badcbd370c6866c9db3a0a,train/0760a14308badcbd370c6866c9db3a0a.dicom,False,8,8,True
150,149,0777120fdd60f6a3cf8eaf3b8cf3585a,train/0777120fdd60f6a3cf8eaf3b8cf3585a.dicom,False,6,6,True
151,150,077c76dffde69c0b90c28d78ef2ac31e,train/077c76dffde69c0b90c28d78ef2ac31e.dicom,False,6,6,True
152,151,0797fa5e2725c9b801e6d01cfa9a09da,train/0797fa5e2725c9b801e6d01cfa9a09da.dicom,False,6,6,True
153,152,07ab6d47d868962851d22d4d1249593d,train/07ab6d47d868962851d22d4d1249593d.dicom,False,4,4,True
154,153,07ac9545dcc585901865f7f958a7857d,train/07ac9545dcc585901865f7f958a7857d.dicom,False,7,7,True
155,154,07bedc010fd13a8e5903473ebcf39cd1,train/07bedc010fd13a8e5903473ebcf39cd1.dicom,False,9,9,True
156,155,07c12d0f562f17579aabc18c11e2ad54,train/07c12d0f562f17579aabc18c11e2ad54.dicom,False,7,7,True
157,156,07d004fabfd7246f9ed4283dd5237deb,train/07d004fabfd7246f9ed4283dd5237deb.dicom,False,7,7,True
158,157,07d82e7e5749cbc21633134f489a7fbf,train/07d82e7e5749cbc21633134f489a7fbf.dicom,False,9,9,True
159,158,07db76e6cc063ce8bb90de18216e8ccf,train/07db76e6cc063ce8bb90de18216e8ccf.dicom,False,3,3,True
160,159,07e5378ad3928091c08dded1f6b5353d,train/07e5378ad3928091c08dded1f6b5353d.dicom,True,0,0,True
161,160,081d1700020b6bf0099f1e4d8aeec0f3,train/081d1700020b6bf0099f1e4d8aeec0f3.dicom,False,9,9,True
162,161,083a89dfc9a74a3f809035f886634ee2,train/083a89dfc9a74a3f809035f886634ee2.dicom,False,9,9,True
163,162,0844f274f2a388e70231d3133754ac35,train/0844f274f2a388e70231d3133754ac35.dicom,False,7,7,True
164,163,0853ab3a3dbadae1e6f28b933ddff809,train/0853ab3a3dbadae1e6f28b933ddff809.dicom,False,11,11,True
165,164,08726b7ba2f04a33ff1b878b75498776,train/08726b7ba2f04a33ff1b878b75498776.dicom,False,4,4,True
166,165,088006f2453c4183b1ef46fb607bc31c,train/088006f2453c4183b1ef46fb607bc31c.dicom,False,4,4,True
167,166,088d83359d1a00ba24251220ace42edc,train/088d83359d1a00ba24251220ace42edc.dicom,False,6,6,True
168,167,089a1c26766c10e2d8c4cdb86ed769dc,train/089a1c26766c10e2d8c4cdb86ed769dc.dicom,True,0,0,True
169,168,08ce56202e44175674fc5f5517e74db4,train/08ce56202e44175674fc5f5517e74db4.dicom,False,16,16,True
170,169,08e3d3783927a15d35137c756c1a7e0b,train/08e3d3783927a15d35137c756c1a7e0b.dicom,False,5,5,True
171,170,0905c0dc82fb8fe621c43f53719a55ca,train/0905c0dc82fb8fe621c43f53719a55ca.dicom,False,6,6,True
172,171,0906a09b04f8d82c2cad5b820602a403,train/0906a09b04f8d82c2cad5b820602a403.dicom,False,8,8,True
173,172,090b30ca55ab2a592cd3b24c9407a2bf,train/090b30ca55ab2a592cd3b24c9407a2bf.dicom,False,7,7,True
174,173,09175449df9374e0f6afe517f7b6249f,train/09175449df9374e0f6afe517f7b6249f.dicom,False,5,5,True
175,174,091ce012ed7cb036288d2abdb32504c2,train/091ce012ed7cb036288d2abdb32504c2.dicom,False,16,16,True
176,175,09376dd7b6deaec0aaf1a2feb7833245,train/09376dd7b6deaec0aaf1a2feb7833245.dicom,False,7,7,True
177,176,095c13d937c0dd9f547035344ba6c6c4,train/095c13d937c0dd9f547035344ba6c6c4.dicom,False,4,4,True
178,177,096688dacee6b1a1a5660ad15024a6f9,train/096688dacee6b1a1a5660ad15024a6f9.dicom,False,5,5,True
179,178,09790cae0f405ce0fe4b003dadfc18c7,train/09790cae0f405ce0fe4b003dadfc18c7.dicom,False,5,5,True
180,179,097c63f9c6d46cfe5bd4937f277fbdbd,train/097c63f9c6d46cfe5bd4937f277fbdbd.dicom,False,11,11,True
181,180,098d7923f09b8f6f163143ad97dacc12,train/098d7923f09b8f6f163143ad97dacc12.dicom,False,5,5,True
182,181,09afc85ef67340016e0c8a1c70163769,train/09afc85ef67340016e0c8a1c70163769.dicom,False,3,3,True
183,182,09b85abab0d2b7f151815538100717b2,train/09b85abab0d2b7f151815538100717b2.dicom,False,9,9,True
184,183,09b9674023305cb9a0acb367600efffa,train/09b9674023305cb9a0acb367600efffa.dicom,False,8,8,True
185,184,09c9887c189f99704b452f193a40eaf7,train/09c9887c189f99704b452f193a40eaf7.dicom,False,4,4,True
186,185,09d6b99ffec66ae485de851924187bfe,train/09d6b99ffec66ae485de851924187bfe.dicom,False,8,8,True
187,186,09df460412ce705d0f634436f518f46d,train/09df460412ce705d0f634436f518f46d.dicom,False,7,7,True
188,187,09ebaedff630f8fa4d5d752f0beb34f2,train/09ebaedff630f8fa4d5d752f0beb34f2.dicom,True,0,0,True
189,188,09ee91a2120006e587d2e63c7bf0230f,train/09ee91a2120006e587d2e63c7bf0230f.dicom,False,5,5,True
190,189,09f0b00bd079304f72c079d369925aee,train/09f0b00bd079304f72c079d369925aee.dicom,False,13,13,True
191,190,09f9a62fceffacc4d062a7fe24a626b8,train/09f9a62fceffacc4d062a7fe24a626b8.dicom,False,26,26,True
192,191,09fca09845746d28dcda4981a8632bd7,train/09fca09845746d28dcda4981a8632bd7.dicom,False,3,3,True
193,192,0a072917005494298d153c01bbd8f689,train/0a072917005494298d153c01bbd8f689.dicom,False,10,10,True
194,193,0a0ac65c40a9ac441651e4bfbde03c4e,train/0a0ac65c40a9ac441651e4bfbde03c4e.dicom,False,3,3,True
195,194,0a114862f10f4021fa7fd916b93aea94,train/0a114862f10f4021fa7fd916b93aea94.dicom,False,4,4,True
196,195,0a14aeaf02d42990d8bb5d55270b7274,train/0a14aeaf02d42990d8bb5d55270b7274.dicom,False,13,13,True
197,196,0a16dc6491142ff8c7c36f3b3f4ebd02,train/0a16dc6491142ff8c7c36f3b3f4ebd02.dicom,False,6,6,True
198,197,0a1aef5326b7b24378c6692f7a454e52,train/0a1aef5326b7b24378c6692f7a454e52.dicom,False,3,3,True
199,198,0a2d01ecb9e01cf972c1e1d31ccacb98,train/0a2d01ecb9e01cf972c1e1d31ccacb98.dicom,False,4,4,True
200,199,0a411e44ec67f3d5d80a5b3d5a3edca3,train/0a411e44ec67f3d5d80a5b3d5a3edca3.dicom,False,10,10,True
201,200,0a425edf1164ad0a73e8b092c4cc8b3b,train/0a425edf1164ad0a73e8b092c4cc8b3b.dicom,False,22,22,True
202,201,0a475ad0b37bba0c638bbbe2ee5d355d,train/0a475ad0b37bba0c638bbbe2ee5d355d.dicom,True,0,0,True
203,202,0a4fbc9ade84a7abd1680eb8ba031a9d,train/0a4fbc9ade84a7abd1680eb8ba031a9d.dicom,False,13,13,True
204,203,0a50d4ee79163edbf6f2d5c3082c2f51,train/0a50d4ee79163edbf6f2d5c3082c2f51.dicom,False,6,6,True
205,204,0a61578e3d77b1cebc86d13a41efa31b,train/0a61578e3d77b1cebc86d13a41efa31b.dicom,False,6,6,True
206,205,0a678538e529b9f1089c47bb2ffcda9b,train/0a678538e529b9f1089c47bb2ffcda9b.dicom,False,6,6,True
207,206,0a695a94168b32705b91779586c6b2e7,train/0a695a94168b32705b91779586c6b2e7.dicom,True,0,0,True
208,207,0a9909b1cd924cd593151ba2d3d3dd55,train/0a9909b1cd924cd593151ba2d3d3dd55.dicom,False,6,6,True
209,208,0aa05f2d84af7e6e733730afa17eac2d,train/0aa05f2d84af7e6e733730afa17eac2d.dicom,False,3,3,True
210,209,0aad4ac2ea24742e3f9de3d29fae6d95,train/0aad4ac2ea24742e3f9de3d29fae6d95.dicom,False,8,8,True
211,210,0abd4fc2425edd5c2efb2c149e9319c6,train/0abd4fc2425edd5c2efb2c149e9319c6.dicom,False,15,15,True
212,211,0ac383fcdc6f1957b3ecceaf0acec909,train/0ac383fcdc6f1957b3ecceaf0acec909.dicom,False,13,13,True
213,212,0ad98c531de3616cc63a92d6cf871494,train/0ad98c531de3616cc63a92d6cf871494.dicom,True,0,0,True
214,213,0b0e106a53f9dc3b28a9b15f94510b7a,train/0b0e106a53f9dc3b28a9b15f94510b7a.dicom,False,27,27,True
215,214,0b1b897b1e1e170f1b5fd7aeff553afa,train/0b1b897b1e1e170f1b5fd7aeff553afa.dicom,False,9,9,True
216,215,0b22826cc68b8d3177c5be2f4e1ae720,train/0b22826cc68b8d3177c5be2f4e1ae720.dicom,False,5,5,True
217,216,0b36cce0b170c34b8c11fd15b42324b2,train/0b36cce0b170c34b8c11fd15b42324b2.dicom,True,0,0,True
218,217,0b3f09a003f9cbc1e8c54f230be2ba2d,train/0b3f09a003f9cbc1e8c54f230be2ba2d.dicom,False,4,4,True
219,218,0b4c3cb187f7582fa482b8f0fded6bd7,train/0b4c3cb187f7582fa482b8f0fded6bd7.dicom,False,10,10,True
220,219,0b5213c456c26b48ca011b9865c4e6ce,train/0b5213c456c26b48ca011b9865c4e6ce.dicom,False,9,9,True
221,220,0b6006be69ea1764f9bf80e5091b1e8e,train/0b6006be69ea1764f9bf80e5091b1e8e.dicom,False,6,6,True
222,221,0b62bc6644be72ce4dfa5ea77a77f311,train/0b62bc6644be72ce4dfa5ea77a77f311.dicom,False,9,9,True
223,222,0b630100496870b457008b0f7dae1ea5,train/0b630100496870b457008b0f7dae1ea5.dicom,False,4,4,True
224,223,0b7995c5e532803dc1bd077eaa4d2a01,train/0b7995c5e532803dc1bd077eaa4d2a01.dicom,False,7,7,True
