image_id,source_relative_path,output_relative_path,source_dicom_sha256,pre_jpeg_uint8_sha256,output_jpeg_sha256,decoded_jpeg_uint8_sha256,width,height,jpeg_quality,protocol_version,protocol_sha256,decision_sha256,decoder_backend,modality_branch,voi_branch,pixel_padding_branch,presentation_branch,presentation_inversion_count,padding_pixel_count,warnings,status
009d4c31ebf87e51c5c8c160a4bd8006,train/009d4c31ebf87e51c5c8c160a4bd8006.dicom,train/009d4c31ebf87e51c5c8c160a4bd8006.jpg,d41a1e9a8ee096993290555eca5c25e8b81e74557dbfad52a6ed73c57cec5119,17c9364d87a85f2848e4970212580fced8c4d9b56e1bf21f399b3889a10a0e20,ac1d1a3181406ab0386ebca30c9b51e4f90829f844f32fd3107bd4b774b046ae,30bc218894a0bbad58cd6b2a831c7f733d9e8192caded7523b48ad5b806a0d4a,2762,2890,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
009d837e29ba400e03856cf8d6a5b545,train/009d837e29ba400e03856cf8d6a5b545.dicom,train/009d837e29ba400e03856cf8d6a5b545.jpg,71dbcaf004ee9922991f0c5994f22597eb300e5ab5f4a7db25020ae73486e764,349aa0e75f83c6c5848042a877a57924c95777b3b86151046e619c5c50e2ea93,a265391cca4493eb32cca8a54e951195333e88a7e39f6f1b5ee65d331d3dfc68,f540dc23aeecfa0e995a39793ceceedd58a85d0e78da5e2a866d5d9027390523,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,inverted,1,0,,converted
00a9f697d85a506d5b281f588addce4e,train/00a9f697d85a506d5b281f588addce4e.dicom,train/00a9f697d85a506d5b281f588addce4e.jpg,c19999b5ffac5f475b812df54a09c326938cb457d0e3f5e8bf7b939e42e93562,39c74bc05baeec23e7e7d72ad998c966cc3c4308483ecbd6b8c445fcee61f89c,eab28b829c06c8eac7a39631d63faa77dafd63c81e0fc118302d6994b366a157,6d6c2c9c875bc8ae6f00bca068bbd1d55a5daceebe5f387ced9217e3824d83a6,2431,2992,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
00aca42a24e4ea6066cca2546150c36e,train/00aca42a24e4ea6066cca2546150c36e.dicom,train/00aca42a24e4ea6066cca2546150c36e.jpg,4550bce3397214e8f5875b5ec52574e8bb5185b46c5cde79f177ea44f9217999,1f783edae434e959800c3e4c71d2074ab9af206b6c050492e7a66638d795b3e8,2456f8b3f3c86f7140e9f2ec2290ec2cc41d98353efd71f41a71d22b3bfba3ec,1fd4620453ea941cc8671fe566dbddc4fde9362c35f9d0e94b26764a483b84de,2995,3077,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
00bcb82818ea83d6a86df241762cd7d0,train/00bcb82818ea83d6a86df241762cd7d0.dicom,train/00bcb82818ea83d6a86df241762cd7d0.jpg,289570f3cf8c30bb7263cc322a4e9f4a6b2f66250fc11474eade003ef237e032,7338763a8edc98c65775e0bed1d36dd4316f620d707997391141cd62494197a2,f31b16f6ca010de793abfc043b6b740024cf5689ab01bea03366166e410e2c8c,62fb10389add096452ce4b6c37b25df3838528fc3756cca86768a819413b2a31,2048,2500,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,identity,0,0,,converted
00e25f831ccd21bd41b558cfccbf1be7,train/00e25f831ccd21bd41b558cfccbf1be7.dicom,train/00e25f831ccd21bd41b558cfccbf1be7.jpg,0caa9e9cb665aee3c1a2d047238f965b3082d191285812edf2593f5dab20b38c,6caae655f5d202114821ec8ce22573377697a76d348d415f050b07b907b613db,ba2d80592044ea17abc7fccb093ff9982551d4fad741e1a61d8c8e9ec8965af4,728a515113bc7f3b1ccfddca5bb487b88ea9c955abd329134173df300f74d960,2336,2836,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,inverted,1,0,,converted
00f2f97f74e086e1f82acc285ee4a5c5,train/00f2f97f74e086e1f82acc285ee4a5c5.dicom,train/00f2f97f74e086e1f82acc285ee4a5c5.jpg,a31bb8d5cad2b5af41970c88bb033acb6c1971c97604ef34d434c271e82dc5b5,13f3895c7fc54cc5a0c7ee226369aa10afd4e8065ef75f9b5d92e63cee7d5cd3,c0bff53d0e905d1eeef397acf57329b1934cbf9065819e9eb382837715a61d84,42ed1e84b5fb6da7736045bb38e4549d26a48eabaf9932cf4e56a38d2ba71d7f,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,inverted,1,0,,converted
010018c93ed33ae56ed048ee54867e46,train/010018c93ed33ae56ed048ee54867e46.dicom,train/010018c93ed33ae56ed048ee54867e46.jpg,fdff2804375c6a6b62c7809f12a8a5e097d9afd46947f3fce817fcd04cf2d86e,57098a12e5553f14e47ce9de11c5c3c395fb4156e01040a44f40cd2152977b3c,9e1e338b8b6088df332af04cfec7969c4800b80336b693b53a62bc8c98ea8ae8,fdfef0cf8ec336b4146acac5461c7bfbcf5c9c69adf8a0517e556c0d7945fe01,2813,3069,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
0108949daa13dc94634a7d650a05c0bb,train/0108949daa13dc94634a7d650a05c0bb.dicom,train/0108949daa13dc94634a7d650a05c0bb.jpg,1be7a57b70375430bc4b2f1cea8f5b4d3ebda1758d8a0f0c0b48e75dfad2e12d,79f270b9431e9e382e9f8dee79b2927fd3aaabd0cf5ab69132097c1363f1260a,581ab6893fb98ea5a30443c80fd037353039558ab9d45925fa26fc9b93fc5d3d,97af6a5146ddb12504598d21ca357e8ff494855e9d75ce87ef30a48f1a4e9350,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,inverted,1,0,,converted
010a3dbb67bc37800a041866844861b1,train/010a3dbb67bc37800a041866844861b1.dicom,train/010a3dbb67bc37800a041866844861b1.jpg,f73501d9076b522ddc58e1133b310be0e8065790894b58fd2a889f97b5fe3691,d6d932ef9fc60e3b0e76f32052e0542d6f183b55534095c54bc7a0cb664ab84c,4c8aa497b535ba9a57c196529dbb44c2f9836e3d0841dab672adc93352649324,4ac753a75e99955d48e68250f3db37f2c0a4b08a6518afe4aa645041deb8f40c,2540,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
011244ab511b20130d846f5f8f0c3866,train/011244ab511b20130d846f5f8f0c3866.dicom,train/011244ab511b20130d846f5f8f0c3866.jpg,50a927f4705a5c8b10c3fabf6f37f7aa4fbe519e6a4b7854d4ae7b67a17c812a,f823f988879d858a299ffef5eb3d6ba664ca86f8e15bd56aff70b8e69726c15b,22adf6f4dc7054382b87dbe06c626e2932a3b1478b80548cf06402dd80e9915c,03bfa644068d1a8dd612bef8df1d7a5aaf663b5c8006af1e80189a40e1b6d5a5,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
0114c5cd093c742334d5a5fa14140421,train/0114c5cd093c742334d5a5fa14140421.dicom,train/0114c5cd093c742334d5a5fa14140421.jpg,3b7e274cede0f0cd718c69e96e190318f2e768b0e9c6e66aafc3e2da02d5489d,fa89e2c031cd77389b49d073327702ce12546efaa11877b3a960d5016f8ba257,7652e0d962182c82dfaf3aeebbc8d574ecabd9bd4c3c8444484d542c18cf19d4,0d8d84a1b660ce2cbbf684c325e05c1ae088be83cf4b6563b6b322f30dff524f,2540,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
011ae9520e81f1efe71c9d954ec07d09,train/011ae9520e81f1efe71c9d954ec07d09.dicom,train/011ae9520e81f1efe71c9d954ec07d09.jpg,2edf1cece3385219aa06eb849270e330e95d77acd051807d69d7f54ffacdb8cd,df6fecab4fbc88c8a131de7be6813c02f4e35fc4092d8075f7aa63d51e4136ab,5046369a217ebcd85645ae2b27f6d67f4b9f40530b94015ea86b5f7344e078f0,2880011c877997dec73f1d2077e21437b43b3d9c35665d951d87dd959cd8fb6c,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
013893a5fa90241c65c3efcdbdd2cec1,train/013893a5fa90241c65c3efcdbdd2cec1.dicom,train/013893a5fa90241c65c3efcdbdd2cec1.jpg,4cb12ba8010d98f489c8701edad83f2ff6f7604b816a05008f7545cc98134940,342270164f04e65d6da839676fe815827d4d36d10cb11b3e03a80af42a55b33c,ba4b6227cd682872b7fc39e7edbd2b279b88940b91c012d61ccbffffc51dd085,2b9fd2d1ce3f1f54113b2b4011e9d3d39d15e67fedaa6e1af010e08a83ab05f2,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
014e3dd712dc90f61da7ce8747d8c4c0,train/014e3dd712dc90f61da7ce8747d8c4c0.dicom,train/014e3dd712dc90f61da7ce8747d8c4c0.jpg,8446d7eac49ea2291288b4f24253c65319bf1aa57f418f087bdb45caa1a16f7d,f6b04a2edede01aa17aaa136538371fa84d8c1aec96082d63b645bd586fa6145,46ddf3fc9a03ae3923cb3faa87e2111486136cb73c9250591b2ae925718d06bd,2c42f44dbde7c9926b957f0df5fe9e4067af8e7f073a1620c7e649e0e960a699,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,inverted,1,0,,converted
01546d3e6175ceaabd7d92f0c566579d,train/01546d3e6175ceaabd7d92f0c566579d.dicom,train/01546d3e6175ceaabd7d92f0c566579d.jpg,7cbf186b36c4257cb8cb6840723bc80155d51e861ea4905cec4d479735f30ca5,b040e86e7c32a2b6c3d42001d3d4cfc006f4719b0d9b98e96095216da817a126,344a85d7a714b3b1d21239f88c6d93364b85c104f7993718ee72b5b0c4f4b070,4fcf432571cf9e5fab0a58fb2b3fb0ed3f5622b3fcc48cd24f57875f8315ec7f,2733,3171,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
01570ee44031e4ebab6031501293bf66,train/01570ee44031e4ebab6031501293bf66.dicom,train/01570ee44031e4ebab6031501293bf66.jpg,27f0c3b9d25ef89e967672ed75aab741c984eeaa23e62df9bb62d2f657295556,94c31f9383dccd7b73db9946795f8b0b4eed07a77bb82dafbafe1353739c7e06,0a784df0dc4c6679592856cda52a6e561ce1442a1cc317b213690b77e8bad911,6db09419edfc9ce5060f818c8c97702a305532c72d5dda3a02bf2b7616b3f2b0,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,inverted,1,0,,converted
015d74d7d2667a9b93b8909283af38c8,train/015d74d7d2667a9b93b8909283af38c8.dicom,train/015d74d7d2667a9b93b8909283af38c8.jpg,910058a89b19f1acd4e2db8bd998ccc008a9722a2608b20aefe6edc13b9eaa02,5fce34e857a9812b068d48a4c7dbceba57427e80f3750c374fbd935df7fa3f5c,ee22097c8be0cfde161cae0a20eb5c7a56fd929c251e18eacf8b103a5fe5b38e,c365caa6efb70483a7fe25469c6edb09c4717d2087351addbaf8fe0345bd61fd,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
015e332b702e4829710941ab7265bd1d,train/015e332b702e4829710941ab7265bd1d.dicom,train/015e332b702e4829710941ab7265bd1d.jpg,ea6f9edf1f685025b6200fc3915ceea3461f600bf33dd08626e8765228b65734,46d36528436303d46defb6de2962c613aafce0a12c545acd7a07295f40551862,5ca8c1f75642243a1352167e7ba738d1242d58f3e3ed068f2328cc9ef504fc49,9b37e0d04d1edb427655c4f4af548472e5bb81bac33897265aa08bb9f0c59d71,2008,2088,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,identity,theoretical_fallback,none,inverted,1,0,,converted
0162dad8330007f8f0daf43bcf4033f1,train/0162dad8330007f8f0daf43bcf4033f1.dicom,train/0162dad8330007f8f0daf43bcf4033f1.jpg,2a1480cdbf2656914ee9de3dcb887770f5cb7f5b9c048ac7c112a0c80067a54d,9a1702e64b651d39ebc5f51e9eea651e1515f3aee8b7d6e7b2732c7d498c1fa6,3fcb2d248b3df91bd56c69298767df62f32ed8d550790c9c0fd930477f5a330a,d06be0651574efb6998bd862c1397b07572ac6cb780e781307c3e04c5922a78c,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
0187da5fd71c7a2917346bf12a67bbe4,train/0187da5fd71c7a2917346bf12a67bbe4.dicom,train/0187da5fd71c7a2917346bf12a67bbe4.jpg,d665a2e0fb60f895a5c9e9e4da15ea9c34a5ba8aebf1349b81d0ca315c8fb10a,90a359d57139077e999e675d5fa5dbb06e436e3357155e8f462462c12b7c5861,05d6085f632bb4b0a986125be5f38347b34d29e7b55084714faccec96a17463e,2e931ed81236224a09f1668ea39cc28ff84d2a04ef5d28a143f979480b621397,2718,2972,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
01892129d76aaa1f59d4b22df8a14c0b,train/01892129d76aaa1f59d4b22df8a14c0b.dicom,train/01892129d76aaa1f59d4b22df8a14c0b.jpg,0d5b18bac616f995e18ca2dc315982b0a2ba3c82b3b6e5e0551c20d093199a12,28e1b57d7b3908ccadbb099e6a80cd736d41b3d85f991ab65a83775a72a72e7b,3c3d8bace31ac9c51387f24b5d995142f85d0996218d0939dff5edd0ebae6c18,8616da615879733ccf422b9ce36580063d7b46021033f3b7a3627c52472134e2,1994,2430,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,rescale,windowing,none,identity,0,0,,converted
018a2fe44c3451281ec338c27ecc9c53,train/018a2fe44c3451281ec338c27ecc9c53.dicom,train/018a2fe44c3451281ec338c27ecc9c53.jpg,4d9d5b76823b28694c684efa6c8d19617d4a45d18ef853cf072647cb68557c49,869155368310071df0ce950200221e6068bf5d7d038a511c5c0c4c1880e12ae8,85f5d5c1b354a1d90fba9d642fe46dd83bb78ace282036a08eb5a3ad42f63c61,667a9f7e23a30a276630ae99383d71a1512e4ab7c0e68856ca107a0e91aa1db0,2512,2944,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,identity,0,0,,converted
018b348fd699821cdbc5bdc0b329982c,train/018b348fd699821cdbc5bdc0b329982c.dicom,train/018b348fd699821cdbc5bdc0b329982c.jpg,b93b950b00ffc396ec73f84165eeba330046c7cf8fb4c34b79368c3db2c787b1,b0ca9dde4e167d36465bd2c9867787c74a899070709dc4728cadc126cf3096ce,07d53dff53f8f20840cdb113d38c2172f0b547bb953dce6aeba17e7b30bc291e,db71706e04d56e0f395174cf55e99534eb1430f603da6856d524101b3afd56ee,2536,3008,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,identity,windowing,none,identity,0,0,,converted
018ef9c5d5b20c5161a5c48703171c3b,train/018ef9c5d5b20c5161a5c48703171c3b.dicom,train/018ef9c5d5b20c5161a5c48703171c3b.jpg,1134efda1b30730450612638f2b89c3eeba0858b4b235b4661b62eee8d4612f4,1ca72ded4f0c2abe9ffe7f34debe4301db396fdf1d95d18678652fe5cb48529b,017a8c7af275623422c892aaae692d49c55647cdc4581954d2911f4ae2d7181c,e79c02ed75b77fb5abad8a43f4b2986ed0c1e75febd0dcbbb0893b1ebb2cbe13,2304,2880,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pylibjpeg:pylibjpeg,rescale,windowing,none,inverted,1,0,,converted
01a3c3d994d85ce5634d2d13c03fd4b0,train/01a3c3d994d85ce5634d2d13c03fd4b0.dicom,train/01a3c3d994d85ce5634d2d13c03fd4b0.jpg,f96835d01775100cc332febe6061ac03b8354dd658cea4d108359ba41b260ad9,0152933b666a0758f9b30c4d53051d1027e757a1fc19001e0d14d316f682ab6c,0b3f3eed07c6345ef643a9a56ffbcc978855a469f6275841d57c4e33a4b88dc3,ecc239149940172421066afc1f772b14472bae0fa6d17a5e51e337f0c4876dc6,3072,3072,95,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,abd80508b7623caba8724e027582e69de9b524e6472f0b6051108bd5905f43f5,pydicom_native,identity,windowing,none,identity,0,0,,converted
