annotation_id,image_id,category_id,canonical_class_id,x,y,width,height,area,in_bounds
35,4735,4,3,895.0,1285.0,926.0,310.0,287060.0,True
36,2007,11,10,1455.0,1360.0,709.0,725.0,514025.0,True
37,3135,9,8,2123.0,922.0,110.0,88.0,9680.0,True
38,256,1,0,1142.0,738.0,309.0,381.0,117729.0,True
39,196,6,5,593.0,1597.0,518.0,610.0,315980.0,True
40,3273,1,0,1293.0,748.0,338.0,313.0,105794.0,True
41,2247,14,13,692.0,860.0,158.0,128.0,20224.0,True
42,4523,4,3,876.0,1810.0,1460.0,800.0,1168000.0,True
43,4133,7,6,1244.0,522.0,367.0,310.0,113770.0,True
44,3610,1,0,1544.0,962.0,466.0,1032.0,480912.0,True
45,2870,9,8,1468.0,1616.0,230.0,196.0,45080.0,True
46,3480,12,11,1972.0,401.0,278.0,173.0,48094.0,True
47,1759,1,0,1426.0,916.0,407.0,536.0,218152.0,True
48,4286,12,11,598.0,318.0,419.0,199.0,83381.0,True
49,3983,9,8,378.0,899.0,25.0,30.0,750.0,True
50,3486,11,10,15.0,1731.0,221.0,276.0,60996.0,True
51,3466,14,13,1519.0,933.0,253.0,200.0,50600.0,True
52,1725,10,9,709.0,2037.0,392.0,550.0,215600.0,True
53,786,11,10,285.0,1986.0,138.0,235.0,32430.0,True
54,1080,14,13,2154.0,855.0,537.0,417.0,223929.0,True
55,3801,1,0,1333.0,757.0,273.0,361.0,98553.0,True
56,3229,1,0,1378.0,756.0,303.0,440.0,133320.0,True
57,864,12,11,1144.0,338.0,289.0,102.0,29478.0,True
58,4515,7,6,439.0,1810.0,522.0,642.0,335124.0,True
59,1656,14,13,583.0,696.0,267.0,178.0,47526.0,True
60,662,12,11,1015.0,432.0,262.0,63.0,16506.0,True
61,887,3,2,969.0,950.0,43.0,50.0,2150.0,True
62,2685,14,13,568.0,1067.0,198.0,92.0,18216.0,True
63,2953,11,10,2275.0,2715.0,152.0,180.0,27360.0,True
64,3649,5,4,1472.0,1526.0,520.0,689.0,358280.0,True
65,1830,9,8,1661.0,568.0,105.0,133.0,13965.0,True
66,2191,1,0,1381.0,749.0,225.0,254.0,57150.0,True
67,3658,6,5,1365.0,977.0,383.0,877.0,335891.0,True
68,593,14,13,857.0,1143.0,383.0,319.0,122177.0,True
69,2635,1,0,1124.0,945.0,398.0,381.0,151638.0,True
70,1038,1,0,1185.0,787.0,222.0,355.0,78810.0,True
71,1566,1,0,841.0,510.0,605.0,378.0,228690.0,True
72,1317,10,9,679.0,843.0,189.0,380.0,71820.0,True
73,1003,4,3,1248.0,1392.0,1210.0,406.0,491260.0,True
74,4767,14,13,467.0,1125.0,328.0,293.0,96104.0,True
75,4792,1,0,1397.0,849.0,264.0,351.0,92664.0,True
76,3628,14,13,1431.0,1373.0,605.0,256.0,154880.0,True
77,3154,11,10,118.0,1928.0,88.0,134.0,11792.0,True
78,1442,12,11,1726.0,1143.0,116.0,157.0,18212.0,True
79,4629,4,3,910.0,1854.0,1202.0,340.0,408680.0,True
80,677,14,13,386.0,672.0,224.0,187.0,41888.0,True
81,3559,4,3,793.0,1233.0,1368.0,677.0,926136.0,True
82,1108,1,0,1206.0,724.0,243.0,318.0,77274.0,True
83,4069,8,7,404.0,1550.0,521.0,504.0,262584.0,True
84,1603,10,9,991.0,435.0,160.0,786.0,125760.0,True
85,2997,1,0,1244.0,739.0,332.0,411.0,136452.0,True
86,3305,8,7,1533.0,1113.0,349.0,882.0,307818.0,True
87,968,12,11,1220.0,346.0,82.0,30.0,2460.0,True
88,3597,10,9,881.0,546.0,231.0,1003.0,231693.0,True
89,1148,12,11,589.0,2050.0,81.0,154.0,12474.0,True
90,3767,10,9,2357.0,329.0,254.0,361.0,91694.0,True
91,3508,14,13,706.0,291.0,125.0,113.0,14125.0,True
92,4829,4,3,611.0,1305.0,975.0,358.0,349050.0,True
93,3540,1,0,752.0,540.0,769.0,1149.0,883581.0,True
94,1433,12,11,862.0,513.0,480.0,216.0,103680.0,True
95,4084,1,0,1724.0,771.0,285.0,343.0,97755.0,True
96,2504,12,11,108.0,1810.0,132.0,310.0,40920.0,True
97,1099,1,0,1481.0,875.0,193.0,222.0,42846.0,True
98,818,9,8,2243.0,1742.0,47.0,55.0,2585.0,True
99,415,9,8,713.0,1634.0,78.0,61.0,4758.0,True
100,918,1,0,1073.0,691.0,198.0,213.0,42174.0,True
101,366,4,3,869.0,1702.0,967.0,386.0,373262.0,True
102,3482,11,10,237.0,1998.0,145.0,161.0,23345.0,True
103,2971,4,3,852.0,1108.0,908.0,296.0,268768.0,True
104,2798,12,11,614.0,475.0,502.0,390.0,195780.0,True
105,1556,11,10,354.0,2213.0,142.0,149.0,21158.0,True
106,534,4,3,761.0,1570.0,1068.0,389.0,415452.0,True
107,3498,4,3,1060.0,1688.0,1196.0,355.0,424580.0,True
108,154,1,0,1078.0,803.0,269.0,320.0,86080.0,True
109,3472,4,3,1183.0,1238.0,1107.0,500.0,553500.0,True
110,1991,4,3,955.0,2124.0,1233.0,423.0,521559.0,True
111,15,1,0,1526.0,769.0,300.0,349.0,104700.0,True
112,4222,3,2,1915.0,1177.0,141.0,218.0,30738.0,True
113,3910,9,8,1577.0,1890.0,65.0,66.0,4290.0,True
114,2036,4,3,759.0,1589.0,981.0,423.0,414963.0,True
115,2120,13,12,1789.0,533.0,400.0,415.0,166000.0,True
116,3548,1,0,1351.0,825.0,273.0,288.0,78624.0,True
117,2458,11,10,496.0,1495.0,87.0,132.0,11484.0,True
118,3272,10,9,1927.0,1393.0,105.0,400.0,42000.0,True
119,26,12,11,981.0,610.0,272.0,256.0,69632.0,True
120,2275,12,11,1723.0,2135.0,119.0,178.0,21182.0,True
121,2134,1,0,1173.0,863.0,275.0,350.0,96250.0,True
122,1183,4,3,594.0,1595.0,1048.0,320.0,335360.0,True
123,2043,11,10,2085.0,1308.0,643.0,1166.0,749738.0,True
124,1551,4,3,786.0,1580.0,919.0,454.0,417226.0,True
125,4105,4,3,1051.0,1577.0,1144.0,265.0,303160.0,True
126,200,3,2,1635.0,1002.0,156.0,58.0,9048.0,True
127,4422,1,0,1279.0,671.0,570.0,805.0,458850.0,True
128,3540,4,3,689.0,1358.0,1088.0,483.0,525504.0,True
129,1614,14,13,2048.0,673.0,79.0,74.0,5846.0,True
130,1139,9,8,237.0,1128.0,481.0,599.0,288119.0,True
131,627,4,3,907.0,1577.0,1036.0,335.0,347060.0,True
132,847,4,3,1277.0,1395.0,1011.0,299.0,302289.0,True
133,3786,12,11,821.0,235.0,286.0,168.0,48048.0,True
134,1287,14,13,519.0,528.0,378.0,350.0,132300.0,True
135,2898,1,0,1148.0,814.0,233.0,227.0,52891.0,True
136,211,12,11,789.0,301.0,359.0,129.0,46311.0,True
137,3224,1,0,957.0,1174.0,290.0,288.0,83520.0,True
138,2157,1,0,1006.0,773.0,175.0,134.0,23450.0,True
139,2591,10,9,1289.0,497.0,562.0,639.0,359118.0,True
140,3975,8,7,1624.0,1236.0,242.0,392.0,94864.0,True
141,1763,1,0,965.0,662.0,271.0,340.0,92140.0,True
142,1041,8,7,593.0,855.0,352.0,292.0,102784.0,True
143,4808,14,13,1694.0,645.0,379.0,240.0,90960.0,True
144,2652,12,11,1832.0,2317.0,126.0,187.0,23562.0,True
145,3648,4,3,777.0,1588.0,1008.0,361.0,363888.0,True
146,3825,4,3,852.0,1480.0,952.0,385.0,366520.0,True
147,555,1,0,1075.0,924.0,254.0,259.0,65786.0,True
148,4875,1,0,1037.0,680.0,261.0,301.0,78561.0,True
149,1481,4,3,1074.0,1846.0,1219.0,311.0,379109.0,True
150,914,11,10,111.0,1968.0,131.0,296.0,38776.0,True
151,885,4,3,952.0,1468.0,914.0,321.0,293394.0,True
152,1350,1,0,1409.0,775.0,310.0,260.0,80600.0,True
153,2896,1,0,1248.0,568.0,330.0,437.0,144210.0,True
154,4167,14,13,611.0,448.0,191.0,281.0,53671.0,True
155,3331,12,11,236.0,557.0,723.0,895.0,647085.0,True
156,1339,1,0,1432.0,828.0,349.0,387.0,135063.0,True
157,78,7,6,173.0,1543.0,672.0,307.0,206304.0,True
158,2470,2,1,1058.0,596.0,520.0,255.0,132600.0,True
159,1598,9,8,1625.0,649.0,89.0,108.0,9612.0,True
160,1653,12,11,213.0,1776.0,84.0,150.0,12600.0,True
161,1265,14,13,1000.0,319.0,291.0,214.0,62274.0,True
162,3882,7,6,1417.0,377.0,955.0,1614.0,1541370.0,True
163,3277,10,9,1336.0,496.0,532.0,582.0,309624.0,True
164,2826,14,13,1330.0,691.0,309.0,219.0,67671.0,True
165,879,14,13,1125.0,557.0,337.0,477.0,160749.0,True
166,4443,3,2,342.0,1078.0,211.0,74.0,15614.0,True
167,821,8,7,399.0,1368.0,357.0,395.0,141015.0,True
168,1447,5,4,533.0,425.0,568.0,589.0,334552.0,True
169,2378,4,3,1089.0,1616.0,1107.0,319.0,353133.0,True
170,761,14,13,1600.0,284.0,300.0,645.0,193500.0,True
171,4489,10,9,806.0,564.0,199.0,535.0,106465.0,True
172,4109,1,0,1363.0,836.0,326.0,421.0,137246.0,True
173,4368,13,12,260.0,1240.0,798.0,382.0,304836.0,True
174,3840,3,2,1574.0,906.0,84.0,62.0,5208.0,True
175,781,1,0,1168.0,593.0,209.0,270.0,56430.0,True
176,1892,10,9,227.0,1193.0,351.0,155.0,54405.0,True
177,1060,4,3,1200.0,1422.0,958.0,347.0,332426.0,True
178,3680,4,3,886.0,1454.0,983.0,355.0,348965.0,True
179,4291,12,11,514.0,1072.0,193.0,636.0,122748.0,True
180,574,1,0,1054.0,596.0,285.0,379.0,108015.0,True
181,187,12,11,560.0,349.0,282.0,106.0,29892.0,True
182,2751,1,0,1237.0,959.0,301.0,222.0,66822.0,True
183,2087,8,7,1425.0,818.0,429.0,766.0,328614.0,True
184,2260,1,0,1361.0,607.0,361.0,375.0,135375.0,True
185,1653,10,9,1632.0,743.0,423.0,948.0,401004.0,True
186,4391,14,13,737.0,1202.0,162.0,107.0,17334.0,True
187,4610,1,0,1465.0,775.0,271.0,237.0,64227.0,True
188,277,7,6,1807.0,1711.0,460.0,513.0,235980.0,True
189,4704,14,13,1785.0,546.0,532.0,1186.0,630952.0,True
190,4645,14,13,496.0,120.0,448.0,406.0,181888.0,True
191,3531,14,13,867.0,432.0,78.0,109.0,8502.0,True
192,2378,1,0,1435.0,866.0,278.0,351.0,97578.0,True
193,741,4,3,821.0,1412.0,857.0,409.0,350513.0,True
194,4801,11,10,248.0,1110.0,651.0,1004.0,653604.0,True
195,4195,1,0,1286.0,807.0,297.0,356.0,105732.0,True
196,4146,12,11,951.0,297.0,220.0,127.0,27940.0,True
197,1113,1,0,1076.0,777.0,286.0,295.0,84370.0,True
198,2560,10,9,329.0,1452.0,557.0,408.0,227256.0,True
199,3843,1,0,1573.0,780.0,286.0,268.0,76648.0,True
200,1073,1,0,1283.0,705.0,213.0,184.0,39192.0,True
201,2540,8,7,288.0,1908.0,618.0,135.0,83430.0,True
202,2192,5,4,908.0,590.0,278.0,519.0,144282.0,True
203,4576,10,9,262.0,683.0,74.0,68.0,5032.0,True
204,4469,12,11,1761.0,358.0,411.0,136.0,55896.0,True
205,881,9,8,2152.0,2098.0,30.0,39.0,1170.0,True
206,3154,14,13,1346.0,538.0,447.0,492.0,219924.0,True
207,1663,12,11,366.0,2086.0,203.0,196.0,39788.0,True
208,2590,8,7,1293.0,656.0,507.0,967.0,490269.0,True
209,3330,1,0,1094.0,783.0,288.0,469.0,135072.0,True
210,4776,11,10,279.0,397.0,783.0,1763.0,1380429.0,True
211,4856,8,7,1171.0,805.0,240.0,745.0,178800.0,True
212,4793,11,10,194.0,2679.0,219.0,254.0,55626.0,True
213,3547,3,2,1854.0,1188.0,117.0,137.0,16029.0,True
214,1124,1,0,1141.0,1006.0,276.0,296.0,81696.0,True
215,2617,4,3,739.0,1466.0,1278.0,531.0,678618.0,True
216,940,1,0,1621.0,720.0,264.0,344.0,90816.0,True
217,4752,1,0,1583.0,560.0,439.0,457.0,200623.0,True
218,4654,4,3,904.0,1668.0,1127.0,455.0,512785.0,True
219,4032,4,3,898.0,1736.0,1416.0,381.0,539496.0,True
220,828,4,3,704.0,1223.0,998.0,330.0,329340.0,True
221,1401,5,4,1790.0,1448.0,554.0,408.0,226032.0,True
222,1972,4,3,909.0,1117.0,1237.0,688.0,851056.0,True
223,716,1,0,1391.0,909.0,305.0,384.0,117120.0,True
224,1370,12,11,115.0,1763.0,485.0,171.0,82935.0,True
225,4323,8,7,329.0,1610.0,690.0,340.0,234600.0,True
226,4654,4,3,907.0,1577.0,1120.0,566.0,633920.0,True
227,2906,11,10,201.0,2323.0,110.0,171.0,18810.0,True
228,4845,4,3,1263.0,1159.0,990.0,303.0,299970.0,True
229,114,14,13,2053.0,683.0,203.0,226.0,45878.0,True
230,478,4,3,830.0,1482.0,1057.0,336.0,355152.0,True
231,4424,7,6,494.0,1148.0,421.0,539.0,226919.0,True
232,4271,6,5,1528.0,205.0,678.0,1676.0,1136328.0,True
233,3724,4,3,746.0,1360.0,968.0,281.0,272008.0,True
234,4011,14,13,1789.0,486.0,419.0,736.0,308384.0,True
235,3205,1,0,1031.0,730.0,299.0,345.0,103155.0,True
236,4474,14,13,1568.0,614.0,322.0,438.0,141036.0,True
237,439,4,3,963.0,1406.0,1140.0,259.0,295260.0,True
238,2458,11,10,512.0,1454.0,172.0,211.0,36292.0,True
239,3569,12,11,389.0,236.0,423.0,143.0,60489.0,True
240,3675,4,3,737.0,1362.0,894.0,402.0,359388.0,True
241,1863,1,0,1123.0,756.0,293.0,351.0,102843.0,True
242,3509,14,13,233.0,2310.0,155.0,79.0,12245.0,True
243,3451,4,3,842.0,1692.0,904.0,298.0,269392.0,True
244,966,1,0,1139.0,825.0,280.0,242.0,67760.0,True
245,775,1,0,1418.0,529.0,295.0,376.0,110920.0,True
246,1305,1,0,1133.0,451.0,229.0,229.0,52441.0,True
247,1771,14,13,400.0,686.0,51.0,152.0,7752.0,True
248,4132,12,11,852.0,374.0,577.0,223.0,128671.0,True
249,2254,8,7,1352.0,884.0,548.0,740.0,405520.0,True
250,2768,1,0,1376.0,729.0,240.0,185.0,44400.0,True
251,4808,2,1,1962.0,584.0,252.0,291.0,73332.0,True
252,4793,14,13,586.0,828.0,546.0,476.0,259896.0,True
253,4424,9,8,1594.0,1222.0,149.0,159.0,23691.0,True
254,1663,12,11,422.0,1972.0,148.0,253.0,37444.0,True
255,3585,3,2,1120.0,590.0,248.0,329.0,81592.0,True
256,930,3,2,2011.0,633.0,559.0,638.0,356642.0,True
257,4111,3,2,2113.0,1182.0,79.0,88.0,6952.0,True
258,2539,14,13,2088.0,1508.0,218.0,87.0,18966.0,True
259,4365,14,13,568.0,922.0,386.0,387.0,149382.0,True
260,2450,11,10,324.0,754.0,740.0,1547.0,1144780.0,True
261,4708,8,7,603.0,1002.0,363.0,308.0,111804.0,True
262,810,14,13,1981.0,1631.0,125.0,82.0,10250.0,True
263,869,14,13,1773.0,905.0,101.0,78.0,7878.0,True
264,3339,12,11,1870.0,1725.0,240.0,313.0,75120.0,True
265,291,1,0,1354.0,724.0,337.0,330.0,111210.0,True
266,4562,14,13,2076.0,597.0,330.0,289.0,95370.0,True
267,2730,12,11,931.0,200.0,139.0,47.0,6533.0,True
268,2322,6,5,360.0,740.0,352.0,921.0,324192.0,True
269,3477,1,0,985.0,571.0,265.0,233.0,61745.0,True
270,3272,14,13,1437.0,662.0,77.0,96.0,7392.0,True
271,3240,1,0,973.0,637.0,287.0,264.0,75768.0,True
272,3748,14,13,2242.0,2293.0,56.0,107.0,5992.0,True
273,3334,14,13,1794.0,1464.0,53.0,98.0,5194.0,True
274,845,8,7,1047.0,374.0,133.0,283.0,37639.0,True
275,2436,7,6,202.0,1630.0,804.0,495.0,397980.0,True
276,1926,4,3,912.0,1470.0,1198.0,446.0,534308.0,True
277,4116,1,0,895.0,578.0,257.0,300.0,77100.0,True
278,4359,9,8,1959.0,492.0,71.0,171.0,12141.0,True
279,4400,11,10,1797.0,1685.0,343.0,407.0,139601.0,True
280,1087,11,10,141.0,490.0,1309.0,1934.0,2531606.0,True
281,4003,14,13,260.0,1641.0,365.0,406.0,148190.0,True
282,1632,8,7,155.0,1519.0,868.0,816.0,708288.0,True
283,966,4,3,808.0,1653.0,1056.0,372.0,392832.0,True
284,1285,3,2,316.0,1698.0,162.0,247.0,40014.0,True
285,4408,11,10,272.0,1672.0,124.0,253.0,31372.0,True
286,2357,1,0,1489.0,667.0,322.0,338.0,108836.0,True
287,2148,4,3,1106.0,1599.0,972.0,313.0,304236.0,True
288,3527,4,3,1322.0,1892.0,1117.0,319.0,356323.0,True
289,1800,14,13,1460.0,1182.0,350.0,279.0,97650.0,True
290,3025,1,0,1203.0,958.0,251.0,289.0,72539.0,True
291,1628,4,3,1002.0,1332.0,1010.0,396.0,399960.0,True
292,3583,4,3,1190.0,1243.0,974.0,572.0,557128.0,True
293,482,6,5,1585.0,1086.0,562.0,1090.0,612580.0,True
294,4558,9,8,972.0,1199.0,75.0,73.0,5475.0,True
295,4091,9,8,1472.0,710.0,29.0,18.0,522.0,True
296,1776,12,11,649.0,439.0,313.0,89.0,27857.0,True
297,2727,3,2,1536.0,883.0,73.0,78.0,5694.0,True
298,4606,2,1,854.0,328.0,594.0,254.0,150876.0,True
299,4113,8,7,283.0,1367.0,516.0,482.0,248712.0,True
300,4152,1,0,1513.0,795.0,299.0,336.0,100464.0,True
301,1279,8,7,848.0,1088.0,266.0,629.0,167314.0,True
302,19,14,13,1791.0,582.0,301.0,374.0,112574.0,True
303,3359,12,11,972.0,1568.0,93.0,223.0,20739.0,True
304,818,12,11,1603.0,392.0,408.0,123.0,50184.0,True
305,2589,1,0,1073.0,727.0,270.0,340.0,91800.0,True
306,4177,1,0,1054.0,575.0,281.0,394.0,110714.0,True
307,4188,12,11,105.0,2605.0,134.0,184.0,24656.0,True
308,3165,8,7,429.0,700.0,147.0,332.0,48804.0,True
309,1746,14,13,497.0,367.0,671.0,894.0,599874.0,True
310,1451,12,11,702.0,296.0,342.0,181.0,61902.0,True
311,4444,11,10,1832.0,2095.0,59.0,127.0,7493.0,True
312,2140,12,11,245.0,2003.0,98.0,201.0,19698.0,True
313,4627,1,0,1767.0,650.0,310.0,283.0,87730.0,True
314,4495,4,3,728.0,1439.0,811.0,311.0,252221.0,True
315,3422,4,3,1335.0,1499.0,1158.0,439.0,508362.0,True
316,2067,1,0,1309.0,615.0,304.0,355.0,107920.0,True
317,4139,12,11,867.0,381.0,293.0,107.0,31351.0,True
318,3852,9,8,1547.0,1640.0,121.0,79.0,9559.0,True
319,3208,4,3,651.0,1422.0,1021.0,270.0,275670.0,True
320,4139,12,11,1524.0,341.0,439.0,222.0,97458.0,True
321,1606,9,8,346.0,1901.0,118.0,73.0,8614.0,True
322,1317,11,10,2287.0,2048.0,211.0,259.0,54649.0,True
323,1610,11,10,318.0,1582.0,413.0,471.0,194523.0,True
324,4103,4,3,806.0,1532.0,1409.0,422.0,594598.0,True
325,2687,1,0,1315.0,671.0,340.0,373.0,126820.0,True
326,1788,14,13,927.0,1371.0,326.0,379.0,123554.0,True
327,4577,1,0,1469.0,927.0,285.0,382.0,108870.0,True
328,150,1,0,1242.0,909.0,366.0,485.0,177510.0,True
329,4194,1,0,1238.0,582.0,291.0,306.0,89046.0,True
330,1279,12,11,275.0,2267.0,100.0,151.0,15100.0,True
331,4856,10,9,31.0,804.0,527.0,457.0,240839.0,True
332,563,12,11,642.0,295.0,247.0,154.0,38038.0,True
333,4635,4,3,1275.0,1214.0,1091.0,464.0,506224.0,True
334,1512,11,10,1579.0,775.0,831.0,2365.0,1965315.0,True
335,4402,1,0,1488.0,978.0,357.0,462.0,164934.0,True
336,1946,1,0,1127.0,793.0,260.0,253.0,65780.0,True
337,4359,12,11,1805.0,1037.0,309.0,447.0,138123.0,True
338,523,1,0,1649.0,664.0,280.0,368.0,103040.0,True
339,1176,12,11,2033.0,1990.0,100.0,300.0,30000.0,True
340,1617,11,10,242.0,1470.0,358.0,350.0,125300.0,True
341,1869,14,13,1007.0,1542.0,342.0,109.0,37278.0,True
342,2072,14,13,1725.0,866.0,442.0,425.0,187850.0,True
343,1968,4,3,612.0,1361.0,829.0,378.0,313362.0,True
344,4046,6,5,1307.0,481.0,490.0,849.0,416010.0,True
345,1850,8,7,1907.0,1412.0,156.0,135.0,21060.0,True
346,4706,1,0,1480.0,633.0,493.0,487.0,240091.0,True
347,4038,11,10,277.0,1357.0,828.0,811.0,671508.0,True
348,2954,14,13,311.0,816.0,447.0,397.0,177459.0,True
349,2764,1,0,1206.0,781.0,326.0,420.0,136920.0,True
350,4875,4,3,688.0,1248.0,802.0,347.0,278294.0,True
351,2836,11,10,218.0,655.0,872.0,1240.0,1081280.0,True
352,4121,12,11,61.0,1662.0,139.0,151.0,20989.0,True
353,4621,6,5,1942.0,831.0,578.0,1036.0,598808.0,True
354,1955,1,0,1098.0,503.0,240.0,248.0,59520.0,True
355,3765,8,7,1756.0,802.0,350.0,709.0,248150.0,True
356,1869,7,6,707.0,1923.0,838.0,828.0,693864.0,True
357,1175,12,11,1338.0,174.0,259.0,91.0,23569.0,True
358,215,2,1,494.0,426.0,475.0,600.0,285000.0,True
359,3642,4,3,1024.0,1282.0,880.0,347.0,305360.0,True
360,3323,1,0,1047.0,637.0,300.0,310.0,93000.0,True
361,4497,4,3,937.0,1393.0,950.0,385.0,365750.0,True
362,604,4,3,779.0,1196.0,1095.0,270.0,295650.0,True
363,4786,12,11,1648.0,270.0,357.0,165.0,58905.0,True
364,3250,1,0,1283.0,722.0,288.0,433.0,124704.0,True
365,4148,4,3,996.0,1280.0,1094.0,412.0,450728.0,True
366,772,12,11,1375.0,469.0,295.0,85.0,25075.0,True
367,1439,14,13,148.0,424.0,699.0,1640.0,1146360.0,True
368,3108,14,13,1772.0,1202.0,367.0,290.0,106430.0,True
369,169,9,8,1686.0,2301.0,108.0,138.0,14904.0,True
370,1,8,7,900.0,587.0,305.0,301.0,91805.0,True
371,3723,10,9,251.0,1634.0,356.0,216.0,76896.0,True
372,4184,1,0,1003.0,699.0,208.0,259.0,53872.0,True
373,24,7,6,817.0,1787.0,327.0,212.0,69324.0,True
374,855,8,7,409.0,946.0,440.0,1027.0,451880.0,True
375,4577,14,13,808.0,1279.0,373.0,116.0,43268.0,True
376,2215,12,11,522.0,140.0,283.0,232.0,65656.0,True
377,1285,1,0,1111.0,888.0,240.0,349.0,83760.0,True
378,1378,12,11,1446.0,543.0,191.0,87.0,16617.0,True
379,1295,4,3,1288.0,1139.0,1052.0,410.0,431320.0,True
380,682,7,6,409.0,1831.0,273.0,120.0,32760.0,True
381,1540,4,3,807.0,1537.0,1202.0,577.0,693554.0,True
382,1927,4,3,1133.0,1722.0,1373.0,438.0,601374.0,True
383,412,4,3,858.0,1152.0,902.0,300.0,270600.0,True
384,1818,14,13,2262.0,1382.0,121.0,47.0,5687.0,True
385,1684,6,5,1298.0,507.0,715.0,1467.0,1048905.0,True
386,54,1,0,1177.0,724.0,337.0,399.0,134463.0,True
387,1944,5,4,1592.0,1334.0,289.0,369.0,106641.0,True
388,280,4,3,773.0,1317.0,999.0,406.0,405594.0,True
389,4665,6,5,447.0,539.0,655.0,1253.0,820715.0,True
390,2102,9,8,1776.0,1142.0,40.0,31.0,1240.0,True
391,1146,12,11,613.0,627.0,397.0,88.0,34936.0,True
392,3244,3,2,1198.0,586.0,537.0,433.0,232521.0,True
393,2729,1,0,1202.0,769.0,252.0,276.0,69552.0,True
394,223,1,0,1276.0,756.0,269.0,244.0,65636.0,True
395,2361,10,9,932.0,1333.0,342.0,430.0,147060.0,True
396,3752,5,4,285.0,1352.0,650.0,614.0,399100.0,True
397,3750,8,7,367.0,1617.0,352.0,99.0,34848.0,True
398,1623,4,3,853.0,1262.0,785.0,319.0,250415.0,True
399,1478,4,3,804.0,1364.0,1039.0,606.0,629634.0,True
400,532,8,7,1.0,2139.0,127.0,241.0,30607.0,True
401,4482,6,5,365.0,285.0,713.0,1809.0,1289817.0,True
402,2737,4,3,723.0,1206.0,849.0,309.0,262341.0,True
403,4402,10,9,13.0,1441.0,242.0,1260.0,304920.0,True
404,4746,9,8,671.0,983.0,149.0,126.0,18774.0,True
405,3893,14,13,564.0,831.0,369.0,228.0,84132.0,True
406,3251,11,10,2178.0,2066.0,258.0,243.0,62694.0,True
407,184,1,0,1549.0,942.0,321.0,317.0,101757.0,True
408,3874,14,13,1371.0,505.0,148.0,198.0,29304.0,True
409,4569,10,9,1837.0,1805.0,103.0,188.0,19364.0,True
410,4430,14,13,1799.0,1112.0,624.0,561.0,350064.0,True
411,994,4,3,999.0,1594.0,1286.0,318.0,408948.0,True
412,3049,11,10,559.0,1853.0,120.0,169.0,20280.0,True
413,2511,10,9,1383.0,1169.0,465.0,144.0,66960.0,True
414,774,8,7,504.0,1234.0,335.0,411.0,137685.0,True
415,2655,6,5,1898.0,850.0,503.0,1224.0,615672.0,True
416,1468,6,5,1600.0,307.0,505.0,948.0,478740.0,True
417,1994,1,0,1293.0,602.0,341.0,364.0,124124.0,True
418,805,4,3,1180.0,1604.0,1068.0,386.0,412248.0,True
419,1421,1,0,1586.0,706.0,314.0,343.0,107702.0,True
420,2054,10,9,803.0,456.0,178.0,319.0,56782.0,True
421,4399,4,3,992.0,1441.0,1146.0,380.0,435480.0,True
