image_id,expected_path,resolved_path,file_exists,availability_status,source_of_path
00aca42a24e4ea6066cca2546150c36e,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00aca42a24e4ea6066cca2546150c36e.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00aca42a24e4ea6066cca2546150c36e.dicom,True,available,dicom_root_recursive
00bcb82818ea83d6a86df241762cd7d0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00bcb82818ea83d6a86df241762cd7d0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00bcb82818ea83d6a86df241762cd7d0.dicom,True,available,dicom_root_recursive
00e25f831ccd21bd41b558cfccbf1be7,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00e25f831ccd21bd41b558cfccbf1be7.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00e25f831ccd21bd41b558cfccbf1be7.dicom,True,available,dicom_root_recursive
00f2f97f74e086e1f82acc285ee4a5c5,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00f2f97f74e086e1f82acc285ee4a5c5.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\00f2f97f74e086e1f82acc285ee4a5c5.dicom,True,available,dicom_root_recursive
010018c93ed33ae56ed048ee54867e46,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010018c93ed33ae56ed048ee54867e46.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010018c93ed33ae56ed048ee54867e46.dicom,True,available,dicom_root_recursive
0108949daa13dc94634a7d650a05c0bb,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0108949daa13dc94634a7d650a05c0bb.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0108949daa13dc94634a7d650a05c0bb.dicom,True,available,dicom_root_recursive
010a3dbb67bc37800a041866844861b1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010a3dbb67bc37800a041866844861b1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\010a3dbb67bc37800a041866844861b1.dicom,True,available,dicom_root_recursive
011244ab511b20130d846f5f8f0c3866,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011244ab511b20130d846f5f8f0c3866.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011244ab511b20130d846f5f8f0c3866.dicom,True,available,dicom_root_recursive
0114c5cd093c742334d5a5fa14140421,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0114c5cd093c742334d5a5fa14140421.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0114c5cd093c742334d5a5fa14140421.dicom,True,available,dicom_root_recursive
011ae9520e81f1efe71c9d954ec07d09,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011ae9520e81f1efe71c9d954ec07d09.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\011ae9520e81f1efe71c9d954ec07d09.dicom,True,available,dicom_root_recursive
013893a5fa90241c65c3efcdbdd2cec1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\013893a5fa90241c65c3efcdbdd2cec1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\013893a5fa90241c65c3efcdbdd2cec1.dicom,True,available,dicom_root_recursive
014e3dd712dc90f61da7ce8747d8c4c0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\014e3dd712dc90f61da7ce8747d8c4c0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\014e3dd712dc90f61da7ce8747d8c4c0.dicom,True,available,dicom_root_recursive
01546d3e6175ceaabd7d92f0c566579d,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01546d3e6175ceaabd7d92f0c566579d.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01546d3e6175ceaabd7d92f0c566579d.dicom,True,available,dicom_root_recursive
01570ee44031e4ebab6031501293bf66,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01570ee44031e4ebab6031501293bf66.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01570ee44031e4ebab6031501293bf66.dicom,True,available,dicom_root_recursive
015d74d7d2667a9b93b8909283af38c8,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015d74d7d2667a9b93b8909283af38c8.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015d74d7d2667a9b93b8909283af38c8.dicom,True,available,dicom_root_recursive
015e332b702e4829710941ab7265bd1d,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015e332b702e4829710941ab7265bd1d.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\015e332b702e4829710941ab7265bd1d.dicom,True,available,dicom_root_recursive
0162dad8330007f8f0daf43bcf4033f1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0162dad8330007f8f0daf43bcf4033f1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0162dad8330007f8f0daf43bcf4033f1.dicom,True,available,dicom_root_recursive
0187da5fd71c7a2917346bf12a67bbe4,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0187da5fd71c7a2917346bf12a67bbe4.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0187da5fd71c7a2917346bf12a67bbe4.dicom,True,available,dicom_root_recursive
01892129d76aaa1f59d4b22df8a14c0b,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01892129d76aaa1f59d4b22df8a14c0b.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01892129d76aaa1f59d4b22df8a14c0b.dicom,True,available,dicom_root_recursive
018a2fe44c3451281ec338c27ecc9c53,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018a2fe44c3451281ec338c27ecc9c53.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018a2fe44c3451281ec338c27ecc9c53.dicom,True,available,dicom_root_recursive
018b348fd699821cdbc5bdc0b329982c,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018b348fd699821cdbc5bdc0b329982c.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018b348fd699821cdbc5bdc0b329982c.dicom,True,available,dicom_root_recursive
018ef9c5d5b20c5161a5c48703171c3b,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018ef9c5d5b20c5161a5c48703171c3b.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\018ef9c5d5b20c5161a5c48703171c3b.dicom,True,available,dicom_root_recursive
01a3c3d994d85ce5634d2d13c03fd4b0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01a3c3d994d85ce5634d2d13c03fd4b0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01a3c3d994d85ce5634d2d13c03fd4b0.dicom,True,available,dicom_root_recursive
01afcfaabc406f0fe1797cb7fa6616c6,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01afcfaabc406f0fe1797cb7fa6616c6.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01afcfaabc406f0fe1797cb7fa6616c6.dicom,True,available,dicom_root_recursive
01b0510a8d3b0860429536653db5eb21,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01b0510a8d3b0860429536653db5eb21.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01b0510a8d3b0860429536653db5eb21.dicom,True,available,dicom_root_recursive
01c2b9fcb0384c84648ed76c736552a8,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01c2b9fcb0384c84648ed76c736552a8.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01c2b9fcb0384c84648ed76c736552a8.dicom,True,available,dicom_root_recursive
01cbbeab94b4d2bfd5cd8a467fee46a7,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01cbbeab94b4d2bfd5cd8a467fee46a7.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01cbbeab94b4d2bfd5cd8a467fee46a7.dicom,True,available,dicom_root_recursive
01d6446afde9fbf4332904bc331e9660,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01d6446afde9fbf4332904bc331e9660.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01d6446afde9fbf4332904bc331e9660.dicom,True,available,dicom_root_recursive
01ee6e560f083255a630c41bba779405,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01ee6e560f083255a630c41bba779405.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01ee6e560f083255a630c41bba779405.dicom,True,available,dicom_root_recursive
01f88c998eea22d21ee144bc3edfd261,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01f88c998eea22d21ee144bc3edfd261.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01f88c998eea22d21ee144bc3edfd261.dicom,True,available,dicom_root_recursive
01fec681f2d698497151a88d6c5205a1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01fec681f2d698497151a88d6c5205a1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\01fec681f2d698497151a88d6c5205a1.dicom,True,available,dicom_root_recursive
020717d6ab0b440b37978d9bace9f9b2,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\020717d6ab0b440b37978d9bace9f9b2.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\020717d6ab0b440b37978d9bace9f9b2.dicom,True,available,dicom_root_recursive
0211f9fe31142ba1e25fb6a2ea3fea38,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0211f9fe31142ba1e25fb6a2ea3fea38.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0211f9fe31142ba1e25fb6a2ea3fea38.dicom,True,available,dicom_root_recursive
021ed4f8af985c0fc68335abb2cf2ed7,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\021ed4f8af985c0fc68335abb2cf2ed7.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\021ed4f8af985c0fc68335abb2cf2ed7.dicom,True,available,dicom_root_recursive
02222df826791117f315ecb2b58c5b69,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02222df826791117f315ecb2b58c5b69.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02222df826791117f315ecb2b58c5b69.dicom,True,available,dicom_root_recursive
023a8b8557d1fd59f272c63be6f3d4c0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\023a8b8557d1fd59f272c63be6f3d4c0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\023a8b8557d1fd59f272c63be6f3d4c0.dicom,True,available,dicom_root_recursive
024f9140bd829c346fc91fcf4009d251,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\024f9140bd829c346fc91fcf4009d251.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\024f9140bd829c346fc91fcf4009d251.dicom,True,available,dicom_root_recursive
025534801b62d61f1c1c9e571ea74695,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\025534801b62d61f1c1c9e571ea74695.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\025534801b62d61f1c1c9e571ea74695.dicom,True,available,dicom_root_recursive
02562eb68a9c682f5f644fa7a099733f,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02562eb68a9c682f5f644fa7a099733f.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02562eb68a9c682f5f644fa7a099733f.dicom,True,available,dicom_root_recursive
02617da0a33fe0446a508186417c2646,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02617da0a33fe0446a508186417c2646.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02617da0a33fe0446a508186417c2646.dicom,True,available,dicom_root_recursive
027c56d37095bcc595ddd429f96902ae,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\027c56d37095bcc595ddd429f96902ae.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\027c56d37095bcc595ddd429f96902ae.dicom,True,available,dicom_root_recursive
028fcc44d3104099480e897541a1ecc3,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\028fcc44d3104099480e897541a1ecc3.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\028fcc44d3104099480e897541a1ecc3.dicom,True,available,dicom_root_recursive
02957c14fee52ac6d0617e6d86275a25,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02957c14fee52ac6d0617e6d86275a25.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02957c14fee52ac6d0617e6d86275a25.dicom,True,available,dicom_root_recursive
02a4774868d677ef8ecff2168c0161c0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02a4774868d677ef8ecff2168c0161c0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02a4774868d677ef8ecff2168c0161c0.dicom,True,available,dicom_root_recursive
02acf0e7d0932f9c6a06fd4bbe1f5d90,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02acf0e7d0932f9c6a06fd4bbe1f5d90.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02acf0e7d0932f9c6a06fd4bbe1f5d90.dicom,True,available,dicom_root_recursive
02cbfa27d9e4b1d8c279932cd82e0730,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cbfa27d9e4b1d8c279932cd82e0730.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cbfa27d9e4b1d8c279932cd82e0730.dicom,True,available,dicom_root_recursive
02cd1d17763c869ff3d4af5e28539456,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cd1d17763c869ff3d4af5e28539456.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02cd1d17763c869ff3d4af5e28539456.dicom,True,available,dicom_root_recursive
02d9d0c89022adc381c23e72add7c389,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02d9d0c89022adc381c23e72add7c389.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02d9d0c89022adc381c23e72add7c389.dicom,True,available,dicom_root_recursive
02de1ec3340e75fd5e7294a84a0342a1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02de1ec3340e75fd5e7294a84a0342a1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02de1ec3340e75fd5e7294a84a0342a1.dicom,True,available,dicom_root_recursive
02efc4e2e6e71e024fbfecb404a008a4,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02efc4e2e6e71e024fbfecb404a008a4.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02efc4e2e6e71e024fbfecb404a008a4.dicom,True,available,dicom_root_recursive
02fe3eea41166a1d3eb75307a12c4a63,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02fe3eea41166a1d3eb75307a12c4a63.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\02fe3eea41166a1d3eb75307a12c4a63.dicom,True,available,dicom_root_recursive
032111ac5bb2e0cbb9a22745a77eef8f,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\032111ac5bb2e0cbb9a22745a77eef8f.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\032111ac5bb2e0cbb9a22745a77eef8f.dicom,True,available,dicom_root_recursive
0339aac16e3dd93ee397315a224147a6,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0339aac16e3dd93ee397315a224147a6.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0339aac16e3dd93ee397315a224147a6.dicom,True,available,dicom_root_recursive
033dae57cec0aca171d47090f299bed2,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033dae57cec0aca171d47090f299bed2.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033dae57cec0aca171d47090f299bed2.dicom,True,available,dicom_root_recursive
033e1637bed9b9f3dccac9c6c419adc2,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033e1637bed9b9f3dccac9c6c419adc2.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\033e1637bed9b9f3dccac9c6c419adc2.dicom,True,available,dicom_root_recursive
03431b577d1ccf075e930c4c4913c079,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03431b577d1ccf075e930c4c4913c079.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03431b577d1ccf075e930c4c4913c079.dicom,True,available,dicom_root_recursive
034cf2b503a9a7efe404f000fb988534,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\034cf2b503a9a7efe404f000fb988534.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\034cf2b503a9a7efe404f000fb988534.dicom,True,available,dicom_root_recursive
035480fbf46e946e21e7dce78637c329,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035480fbf46e946e21e7dce78637c329.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035480fbf46e946e21e7dce78637c329.dicom,True,available,dicom_root_recursive
035b53e8aabf8763537a296c291135d1,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035b53e8aabf8763537a296c291135d1.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\035b53e8aabf8763537a296c291135d1.dicom,True,available,dicom_root_recursive
036161ca6aa4daa43cc3bc55602e8960,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036161ca6aa4daa43cc3bc55602e8960.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036161ca6aa4daa43cc3bc55602e8960.dicom,True,available,dicom_root_recursive
036b9096b099f0f6c5611da078f73e43,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036b9096b099f0f6c5611da078f73e43.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\036b9096b099f0f6c5611da078f73e43.dicom,True,available,dicom_root_recursive
03810755ae5721d65884360e3bccbf9b,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03810755ae5721d65884360e3bccbf9b.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03810755ae5721d65884360e3bccbf9b.dicom,True,available,dicom_root_recursive
038a7c88fcd819549f430c1fd907658c,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038a7c88fcd819549f430c1fd907658c.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038a7c88fcd819549f430c1fd907658c.dicom,True,available,dicom_root_recursive
038fc325ff4aa0a21c76d5dd7c740c89,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038fc325ff4aa0a21c76d5dd7c740c89.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\038fc325ff4aa0a21c76d5dd7c740c89.dicom,True,available,dicom_root_recursive
0391d2388a2442f14d055d5089a747c6,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0391d2388a2442f14d055d5089a747c6.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0391d2388a2442f14d055d5089a747c6.dicom,True,available,dicom_root_recursive
039c6997248b3a6ba3c909af35fce0eb,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\039c6997248b3a6ba3c909af35fce0eb.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\039c6997248b3a6ba3c909af35fce0eb.dicom,True,available,dicom_root_recursive
03a6078c0c12fb076b50ae017e590e19,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03a6078c0c12fb076b50ae017e590e19.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03a6078c0c12fb076b50ae017e590e19.dicom,True,available,dicom_root_recursive
03cd593a310656563a5aa3886ff30380,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03cd593a310656563a5aa3886ff30380.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03cd593a310656563a5aa3886ff30380.dicom,True,available,dicom_root_recursive
03dd99aa091caee7b0ce8efdf7f274d5,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03dd99aa091caee7b0ce8efdf7f274d5.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03dd99aa091caee7b0ce8efdf7f274d5.dicom,True,available,dicom_root_recursive
03e6ecfa6f6fb33dfeac6ca4f9b459c9,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03e6ecfa6f6fb33dfeac6ca4f9b459c9.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03e6ecfa6f6fb33dfeac6ca4f9b459c9.dicom,True,available,dicom_root_recursive
03f0bf0a7403c050a7ce574f98fd8ab6,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03f0bf0a7403c050a7ce574f98fd8ab6.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\03f0bf0a7403c050a7ce574f98fd8ab6.dicom,True,available,dicom_root_recursive
04031e57794b9e8861e3c65e935f11d2,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\04031e57794b9e8861e3c65e935f11d2.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\04031e57794b9e8861e3c65e935f11d2.dicom,True,available,dicom_root_recursive
041081d11262c5f150e655f5e5ff0a2c,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041081d11262c5f150e655f5e5ff0a2c.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041081d11262c5f150e655f5e5ff0a2c.dicom,True,available,dicom_root_recursive
041664dfb960a15686d7e9c4c7b4fd73,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041664dfb960a15686d7e9c4c7b4fd73.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041664dfb960a15686d7e9c4c7b4fd73.dicom,True,available,dicom_root_recursive
041762ff7fe435f22ea7541e77bfeafa,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041762ff7fe435f22ea7541e77bfeafa.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\041762ff7fe435f22ea7541e77bfeafa.dicom,True,available,dicom_root_recursive
0424e80c4f0cae6ea9e65efeed75d5d0,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0424e80c4f0cae6ea9e65efeed75d5d0.dicom,D:\ssl_detection_xray\data\raw\vinbigdata\dicom_subset\train\0424e80c4f0cae6ea9e65efeed75d5d0.dicom,True,available,dicom_root_recursive
