image_id,n_radiologists,rad_ids
09b9674023305cb9a0acb367600efffa,3,R10;R8;R9
09c9887c189f99704b452f193a40eaf7,3,R10;R8;R9
09d6b99ffec66ae485de851924187bfe,3,R10;R8;R9
09df460412ce705d0f634436f518f46d,3,R10;R8;R9
09ebaedff630f8fa4d5d752f0beb34f2,3,R10;R2;R7
09ee91a2120006e587d2e63c7bf0230f,3,R10;R8;R9
09f0b00bd079304f72c079d369925aee,3,R10;R8;R9
09f9a62fceffacc4d062a7fe24a626b8,3,R10;R8;R9
09fca09845746d28dcda4981a8632bd7,3,R10;R8;R9
0a072917005494298d153c01bbd8f689,3,R10;R8;R9
0a0ac65c40a9ac441651e4bfbde03c4e,3,R10;R8;R9
0a114862f10f4021fa7fd916b93aea94,3,R10;R8;R9
0a14aeaf02d42990d8bb5d55270b7274,3,R10;R8;R9
0a16dc6491142ff8c7c36f3b3f4ebd02,3,R11;R13;R14
0a1aef5326b7b24378c6692f7a454e52,3,R10;R8;R9
0a2d01ecb9e01cf972c1e1d31ccacb98,3,R10;R8;R9
0a411e44ec67f3d5d80a5b3d5a3edca3,3,R10;R8;R9
0a425edf1164ad0a73e8b092c4cc8b3b,3,R10;R8;R9
0a475ad0b37bba0c638bbbe2ee5d355d,3,R10;R8;R9
0a4fbc9ade84a7abd1680eb8ba031a9d,3,R12;R13;R14
0a50d4ee79163edbf6f2d5c3082c2f51,3,R10;R8;R9
0a61578e3d77b1cebc86d13a41efa31b,3,R10;R8;R9
0a678538e529b9f1089c47bb2ffcda9b,3,R10;R8;R9
0a695a94168b32705b91779586c6b2e7,3,R13;R4;R6
0a9909b1cd924cd593151ba2d3d3dd55,3,R10;R8;R9
0aa05f2d84af7e6e733730afa17eac2d,3,R10;R8;R9
0aad4ac2ea24742e3f9de3d29fae6d95,3,R10;R8;R9
0abd4fc2425edd5c2efb2c149e9319c6,3,R10;R8;R9
0ac383fcdc6f1957b3ecceaf0acec909,3,R10;R8;R9
0ad98c531de3616cc63a92d6cf871494,3,R14;R15;R17
0b0e106a53f9dc3b28a9b15f94510b7a,3,R10;R8;R9
0b1b897b1e1e170f1b5fd7aeff553afa,3,R10;R8;R9
0b22826cc68b8d3177c5be2f4e1ae720,3,R10;R8;R9
0b36cce0b170c34b8c11fd15b42324b2,3,R1;R14;R2
0b3f09a003f9cbc1e8c54f230be2ba2d,3,R10;R8;R9
0b4c3cb187f7582fa482b8f0fded6bd7,3,R10;R8;R9
0b5213c456c26b48ca011b9865c4e6ce,3,R10;R8;R9
0b6006be69ea1764f9bf80e5091b1e8e,3,R10;R8;R9
0b62bc6644be72ce4dfa5ea77a77f311,3,R10;R8;R9
0b630100496870b457008b0f7dae1ea5,3,R10;R8;R9
0b7995c5e532803dc1bd077eaa4d2a01,3,R10;R8;R9
0b98b21145a9425bf3eeea4b0de425e7,3,R10;R8;R9
0bb76fb5f7cfb1dd4c3760f7481a1d05,3,R10;R8;R9
0bdf902cc4ac4ad2c49059960f572ab2,3,R13;R14;R15
0be2bdac4e84982ad1b24830d2cce470,3,R10;R8;R9
0be45114544283beb4f6d371f946e889,3,R10;R8;R9
0bed7f179df709d35aef763544ebfebf,3,R10;R8;R9
0bee0cde729de2d82b39527c37f11934,3,R10;R8;R9
0bef06d948ac1fe20ade505ba9960885,3,R10;R8;R9
0bffe44ef7636e7b4a7b9fd883e8e6ea,3,R10;R8;R9
0c0e47b7e0ebd10209a81d01e3c889a6,3,R10;R8;R9
0c11bc2eb3de5bd737ae186aea0d0306,3,R10;R8;R9
0c2079e62ddfb06a8a5300cefaa3a970,3,R10;R8;R9
0c25b330d5b20498108b343c644f2a1c,3,R10;R8;R9
0c31081e8ada2990bcbef0f12ea60b07,3,R10;R8;R9
0c4a6bc602d1d207f217212c68a7131b,3,R10;R15;R8
0c577dc6594dab44ebbd6964de673eaa,3,R10;R8;R9
0c5ef740a9befbf439439f0b8e652a0c,3,R10;R8;R9
0c5ff01c7bfb4362fcd98f36e555b08c,3,R10;R8;R9
0c684171749ce2c0c601b9d69b882edb,3,R13;R15;R17
0c6a7e3c733bd4f4d89443ca16615fc6,3,R10;R8;R9
0c76c19b3f015e0387dd2adcbef86182,3,R10;R8;R9
0c7a38f293d5f5e4846aa4ca6db4daf1,3,R15;R16;R17
0c7d2e66dd63fca8b98c38146ba96f6c,3,R10;R8;R9
0c8447ce02d73c505a90a9c7af8c83ce,3,R10;R8;R9
0ca39409412cb8e473da701a1418e4dc,3,R10;R8;R9
0ca7c951e2298b9aad37ae0deb4d2a92,3,R10;R8;R9
0cb91b8fe14a6d51725371b1956750a0,3,R10;R8;R9
0cd291c189895fbdcc14f4d36e1abc81,3,R16;R5;R6
0ce7d050a48ce1462cabcd2310e9fb1e,3,R10;R8;R9
0cf83a19a8281e4a281dece9854008ac,3,R10;R8;R9
0cf8dd905fb4f2f876eb241bf67add40,3,R10;R8;R9
0cfae3f740f87ca3b96dec765d06fad0,3,R10;R8;R9
0d03df2e9ed557d0c9edcec777056c1f,3,R10;R8;R9
0d0a7a1b8c1495d66ac9c427a36d9f6f,3,R10;R8;R9
0d0e4dbe84356f8ec4a4ff7616b4850f,3,R10;R3;R8
0d266f5353352d86d3c092da96dc67f5,3,R10;R8;R9
0d26f6ebf87258f502f8fba529fe3079,3,R10;R8;R9
0d30dc1e0070e7a934f39452e3ad3b83,3,R10;R8;R9
0d3b1464574b7db3d664dc0aa0b66549,3,R12;R14;R16
0d5597f8b17330d498fc5e13893e3081,3,R10;R8;R9
0d6231a3ed3eefc3ba60353b9ad00816,3,R10;R8;R9
0d94045f9e16f077bc6bbdea9f6c561b,3,R10;R8;R9
0d96a4bffbd85c60c4eec095f4c6d34b,3,R10;R8;R9
0da97c2c8c5192e678faf9290f25d5c0,3,R10;R8;R9
0dbdb924a9140849abd4ff650c5356da,3,R12;R13;R15
0dc30d30a14a6a68c9bec20ee32331c2,3,R10;R8;R9
0dc7b1615100b4f5d3ae294bae0d5d43,3,R10;R8;R9
0df187b5072103a0919c1a34be03e7ed,3,R10;R8;R9
0e093fa90e5be5666cd396d722cc84ac,3,R10;R8;R9
0e1cfc5b78d1a67bd41974ea2be8bc4c,3,R10;R8;R9
0e21abbef40e569be72ab0ad90544f87,3,R10;R8;R9
0e5734a5483002be04b734d7c88058be,3,R10;R8;R9
0e6af94d17007c94d858b3bb7adb7dac,3,R10;R8;R9
0e6da52d629393b3bcf24d8e99c1ea3f,3,R10;R8;R9
0e8291c45a5ef61d2d9ecfcf3224899d,3,R10;R8;R9
0e87195ff59d4294d61b8bffddb3c03c,3,R10;R8;R9
0e88612bd294e249382b9e64d222cdf4,3,R10;R8;R9
0e8b19dc3af06aaed4718cd664a896bf,3,R10;R8;R9
0e8d3736396b615c0798033f37e4a481,3,R10;R8;R9
0e91263f0b1925ff01d5ebde3ce65e1a,3,R10;R8;R9
0ea0bf774e0436aec7d1a1e62074c9cd,3,R10;R8;R9
0ea4221d568ab487af7c433a3df6307e,3,R10;R8;R9
0eac4cf8618d5e582c336217d0291f25,3,R10;R8;R9
0ec4947d689af2a94cc913b312368279,3,R11;R12;R16
0ecc5a44cb8163dedbdf8d9049e92344,3,R10;R8;R9
0ed4c066492aaa2e6f1772b84417e20f,3,R10;R8;R9
0ee6114a53757f4531d42e8b19b4751c,3,R10;R8;R9
0f186e3eba8d9ebd51feed957204ddbf,3,R10;R8;R9
0f1eba57237922d0f9ec0dee62793435,3,R10;R8;R9
0f26e889539ff64afd23927ee40436b8,3,R10;R8;R9
0f27846dfa86e51c27db5fe4ea5a52ad,3,R10;R8;R9
0f389422bffe0f96dc3da175550e0c5b,3,R10;R8;R9
0f45742c4d100eeee221f8853d79c9d4,3,R10;R8;R9
0f4fd2b86df83111f83444ee90edbea1,3,R10;R8;R9
0f5f23a027345ba0f0a63f1eca460b0c,3,R10;R8;R9
0f76d35a022a7188cad9a83e283fdc8f,3,R10;R8;R9
0f81902a673f0d826b55ea9dc9da297b,3,R10;R8;R9
0f8a78e1090c840b4455772fe92d7586,3,R2;R5;R7
0fafbbfb67745f8c29351f9f7263b82f,3,R10;R8;R9
0fb6d9a425117670ba7c249b35523434,3,R14;R3;R4
0fca086ebe001f784d428aa9973ba691,3,R10;R8;R9
0fd981034f74251d4a5d72891940d585,3,R10;R8;R9
0ffa24230f7064bcdb313507dce02ae3,3,R10;R8;R9
101d984c4172312c93efdd42e37e203b,3,R10;R8;R9
101f2420808891cab10b4b2f0c1d2875,3,R10;R8;R9
103fb193578933a2d53ae31ff0fc3319,3,R10;R8;R9
104b915269077619e2b3bbf641506327,3,R10;R8;R9
105c3102661ee24684dc180a32dc7119,3,R10;R8;R9
1060e455b64eea9e29ca4a3e05b47557,3,R10;R8;R9
1066a058b5bae597f2dbb33780c2577d,3,R10;R8;R9
106a3da41d2e3d9f508c09b28e8abdaf,3,R10;R8;R9
1070b419b62a9b7b1a8e71cd9504ffb8,3,R10;R8;R9
1071b3b85121012c5061894bf3b8704b,3,R10;R8;R9
107d7671377160a4a5d708849ed5d331,3,R13;R17;R8
1085585ceaf60941fd14db7ad3bb2f49,3,R10;R8;R9
10ab7eaa1ef08dea7a899cc893564838,3,R10;R8;R9
10e7dac260f11046164aa94f2d8add9f,3,R10;R8;R9
10e8248185760938d4cae1f0462af88a,3,R10;R8;R9
10f28558b1667b3d30d9e4c44f7a5bc6,3,R10;R8;R9
110cd42557499b2bcfe84732b281172c,3,R10;R8;R9
1125f1da5766f0392d45630133c7bed6,3,R10;R8;R9
112cf0367dd8b6aa14b4e384439d9eb7,3,R10;R8;R9
112db7d495906f3358852756a87a4bbf,3,R10;R8;R9
113274a4ca3c2e72b7ff1bd3ce5006b6,3,R10;R8;R9
1133414000e82176ab7852aeacc762eb,3,R10;R8;R9
1138649f25528f0ab76c93ac60279ca3,3,R10;R8;R9
1146548e94da58c6989a1a6408dfc886,3,R10;R8;R9
1148a27d6ea1ec7669de022fe2480890,3,R10;R8;R9
11570cdc6847610ab7ff58a076dad709,3,R10;R8;R9
116c19c289e285a60ab20cf72090c9fa,3,R10;R8;R9
11750f2005f2f50d592c5c5cc145fdfe,3,R10;R8;R9
117c218c2534e3d40a6ca0b3d724eb24,3,R10;R8;R9
119bc2dba30b0ba7995e189504126ed1,3,R10;R8;R9
11b3a0fe7f25bbe7643c60bcb14c35f5,3,R10;R8;R9
11b47878746ba8728eda0f9eed048639,3,R10;R5;R8
11cfa1a5b04bd1eaa319d08cdb308bb9,3,R10;R8;R9
11d5cd186965cfe8e615157e492e34bb,3,R10;R8;R9
11dbd33fc77075c94a202362ed8e197e,3,R10;R8;R9
11e41fba7056177c8654b7b7408a4ed3,3,R10;R8;R9
1224f07d895107573588225f692e94f9,3,R10;R8;R9
12268c1ea761140eafee75acabc44fb0,3,R10;R8;R9
12399d5b08e5342ade37a56b9c9e5ac5,3,R10;R8;R9
1245f853816564c0ee3f1b9e93521ff0,3,R10;R8;R9
124ec853c372fcf7f4428b26b32be62f,3,R10;R8;R9
1250c704cc9307bf84b43f1aca4d997b,3,R10;R8;R9
1254518b2893f58324e93f375cffbd6c,3,R10;R8;R9
1259ee6feb64a552e3521ddcb395888c,3,R10;R8;R9
126ae7336c7776a82bf3c15c0c6751c0,3,R10;R8;R9
12735a3e6ae44fe59babe2a618dbc450,3,R1;R4;R5
127f66766091998a72268caf4ec34bef,3,R10;R8;R9
1280dc55c1ff852024be232c2942e3fd,3,R10;R8;R9
1283d5ba97663aef3b97ee4f1884e9f9,3,R10;R8;R9
128f55a981d4192a2990946431a7469b,3,R10;R8;R9
1296335140a042ff0270825cdae2fa09,3,R10;R8;R9
129a1e7753432edd052a2cdbfbaee00e,3,R10;R8;R9
12bd4c85000b33c532fb9d57b5f2a08e,3,R10;R8;R9
12ccbda1f9c224e5d5496cd7fe3d26d7,3,R10;R8;R9
12d8de45e35e8b8c896109bfb46f8a82,3,R10;R8;R9
12e0e910766f2d1b1ccda7c32051643f,3,R10;R8;R9
12eb6f4552609edfddfc69189e7c891e,3,R10;R8;R9
12ede510c82b53705e33fa758ff03131,3,R10;R8;R9
1302aab3d9d19f6bcb9db728e3ce6306,3,R10;R8;R9
13088cbf40717bace59ef0961554c08f,3,R10;R8;R9
13183cb48b0aae02e88c3f45547d393a,3,R12;R13;R14
131adb006bb6b9dcc365b3e645f8a47e,3,R10;R8;R9
133a63179438173357f3c4a705c59c06,3,R10;R8;R9
133e82d124d799fedca8146107d2c5e7,3,R10;R8;R9
133ed9054828b0e75987e00217aef89d,3,R13;R15;R16
134cd4124bd1d75563cb47732742e331,3,R10;R8;R9
135101b508a998968ea963ebacd63ecb,3,R10;R8;R9
1374c483d258203eadf6c6a525899d51,3,R10;R8;R9
13776ecb39222a7aaace2d9721abebbe,3,R10;R8;R9
13ceff5f3d113919c224c8b42d3c2411,3,R10;R8;R9
13dbf07cb1c5273a89053346f7acf0f1,3,R10;R8;R9
13df80547c48fd7d14d22e9322f4a17d,3,R10;R8;R9
144b76b191aa1e02065903ee1cc3d578,3,R10;R8;R9
144d37bbd2dea37c4b1286207f4ba909,3,R10;R8;R9
144e272e04daf6ac8d36548ea766da37,3,R10;R8;R9
145177b578f321dbf3016984059384d7,3,R10;R8;R9
1451cd2c3fcfc23f5ae219814bb27e77,3,R10;R8;R9
145691883baff4df3e4863ca6354c44e,3,R10;R8;R9
145bbf5912e81c52ceac691693dfc716,3,R10;R8;R9
14600a97b1c302343b1b5850ed53ae13,3,R10;R8;R9
14629917f69e21145d1e662ef6c0dc2e,3,R10;R8;R9
146584f4913fd351785bf9159fd17617,3,R10;R8;R9
14742737297b34ac440a0338877663ac,3,R10;R8;R9
14783d2f57f9c689d827892bbe112cb8,3,R1;R3;R4
14877acfaf8e3b25d9f089e15887c20d,3,R1;R2;R7
14a097373f1e4e57878c3929fd2f3b4e,3,R10;R8;R9
14c5c3e0782fd77750815c5d2b565e72,3,R10;R8;R9
14f8770d112738119f0f31ee75e8fc41,3,R10;R8;R9
14fbd0bf63f33188f29e54275fb7cafb,3,R10;R8;R9
14fcb6bd9c455b96a9c5f1a7b1229001,3,R10;R8;R9
150cfe73d6dd162e02e1bc799a9d71e0,3,R10;R8;R9
150d9b226334d9f3471d088307cdc5fd,3,R10;R8;R9
1516651227a420f879b4cea1500ee7db,3,R10;R8;R9
151893dad65d5077f5a377fc9d0e6881,3,R10;R8;R9
151a8ce59aa6e414ee8a9c9d711cee61,3,R10;R8;R9
151aade5871241a6deb39da83b9d2c47,3,R10;R8;R9
152cc961492edc9e778b6c337f971258,3,R10;R8;R9
153da4dfa81a43cdf1176f7859a567e5,3,R10;R8;R9
153fd46b282d26c98f85a5886214535e,3,R10;R8;R9
1547a22e323240aa623eaa8dcf86d126,3,R10;R8;R9
156620bd19b7dee86079be71d26bd87e,3,R10;R8;R9
157f5f6e3b028ef503ff946b28afaa92,3,R10;R8;R9
159c46115f7d74337f83074f1b99114d,3,R10;R8;R9
15a12089e9c773cb200ee8959740e1b3,3,R10;R8;R9
15a71d5f1e9a0221e14cde0e0d1a2ccd,3,R10;R8;R9
15acee7728e6530dfa2bd01521c7148d,3,R10;R8;R9
15b164c54f0bf0baac308b47a45a1468,3,R10;R8;R9
15c3fc505c414c69ba757cb3be3ed213,3,R10;R8;R9
15edc6ae9aebe34220472aa7fcf34b08,3,R11;R12;R15
15f016248709de49e2b725bda5cdd787,3,R13;R15;R16
15f023463d88b8f8bc852a9a7b72e6e3,3,R10;R8;R9
16041095041e6b5afb13e8da17bf45b4,3,R10;R8;R9
1606093b9d036cda7e30316ada6ea2cf,3,R10;R8;R9
161166af30d6753f31cffc4d28a6f31d,3,R10;R8;R9
16241940f17e8c7aae3e6236b25a7c84,3,R10;R8;R9
1625249b80df13df89d06b2c30877a1e,3,R14;R15;R16
163898fbc57f00f58ad27e72031a541f,3,R10;R8;R9
