annotation_id,image_id,category_id,class_name,x,y,w,h,image_width,image_height,raw_area,normalized_width,normalized_height,normalized_area,aspect_ratio,center_x_normalized,center_y_normalized,primary_size_category
17965,11,10,Other lesion,355.0,977.0,562.0,656.0,2505,3147,368672.0,0.2243512974051896,0.2084524944391484,0.046766587574771014,0.8567073170731707,0.25389221556886227,0.41468064823641565,medium
20791,11,4,Cardiomegaly,863.0,1280.0,1039.0,373.0,2505,3147,387547.0,0.41477045908183635,0.11852557991738163,0.04916090919527326,2.785522788203753,0.5518962075848304,0.46599936447410234,medium
21053,11,8,Lung Opacity,565.0,615.0,97.0,69.0,2505,3147,6693.0,0.038722554890219564,0.0219256434699714,0.0008490169327693516,1.4057971014492754,0.24491017964071857,0.2063870352716873,small
28624,11,9,Nodule/Mass,1791.0,1069.0,73.0,82.0,2505,3147,5986.0,0.029141716566866267,0.02605656180489355,0.0007593329388252411,0.8902439024390244,0.7295409181636726,0.35271687321258344,small
32587,11,8,Lung Opacity,355.0,977.0,562.0,656.0,2505,3147,368672.0,0.2243512974051896,0.2084524944391484,0.046766587574771014,0.8567073170731707,0.25389221556886227,0.41468064823641565,medium
33303,11,8,Lung Opacity,1667.0,936.0,523.0,744.0,2505,3147,389112.0,0.2087824351297405,0.23641563393708293,0.0493594317561255,0.7029569892473119,0.7698602794411178,0.4156339370829361,medium
34063,11,9,Nodule/Mass,1896.0,1508.0,185.0,156.0,2505,3147,28860.0,0.07385229540918163,0.04957102001906578,0.0036609336141825025,1.185897435897436,0.793812375249501,0.5039720368605021,small
35639,11,10,Other lesion,1667.0,936.0,523.0,744.0,2505,3147,389112.0,0.2087824351297405,0.23641563393708293,0.0493594317561255,0.7029569892473119,0.7698602794411178,0.4156339370829361,medium
10172,12,14,Pulmonary fibrosis,2115.0,1485.0,202.0,224.0,2762,2890,45248.0,0.07313540912382331,0.07750865051903114,0.005668626866344783,0.9017857142857143,0.8023171614771905,0.5525951557093426,small
13957,12,8,Lung Opacity,700.0,968.0,530.0,649.0,2762,2890,343970.0,0.19188993482983346,0.2245674740484429,0.043092237960056026,0.8166409861325116,0.3493845039826213,0.4472318339100346,medium
15426,12,11,Pleural effusion,336.0,448.0,933.0,1978.0,2762,2890,1845474.0,0.33779869659666906,0.6844290657439447,0.23119924632118044,0.4716885743174924,0.29055032585083274,0.4972318339100346,large
21027,12,5,Consolidation,700.0,968.0,530.0,649.0,2762,2890,343970.0,0.19188993482983346,0.2245674740484429,0.043092237960056026,0.8166409861325116,0.3493845039826213,0.4472318339100346,medium
21108,12,1,Aortic enlargement,1473.0,1024.0,349.0,265.0,2762,2890,92485.0,0.12635771180304128,0.09169550173010381,0.01158643378124773,1.3169811320754716,0.5964880521361332,0.40017301038062286,medium
29909,12,8,Lung Opacity,2120.0,1500.0,66.0,198.0,2762,2890,13068.0,0.02389572773352643,0.0685121107266436,0.001637146744373091,0.3333333333333333,0.779507603186097,0.553287197231834,small
32834,12,11,Pleural effusion,347.0,511.0,942.0,1951.0,2762,2890,1837842.0,0.3410572049239681,0.6750865051903114,0.23024311654209753,0.48282931829830855,0.2961622013034033,0.5143598615916956,large
34591,12,8,Lung Opacity,704.0,1155.0,529.0,263.0,2762,2890,139127.0,0.19152787834902243,0.09100346020761246,0.017429699655983705,2.011406844106464,0.35065170166545984,0.44515570934256055,medium
35145,12,11,Pleural effusion,308.0,537.0,902.0,1867.0,2762,2890,1684034.0,0.3265749456915279,0.6460207612456748,0.21097419501940573,0.48312801285484736,0.27480086893555394,0.5088235294117647,large
9476,13,1,Aortic enlargement,1206.0,609.0,181.0,198.0,2304,2880,35838.0,0.07855902777777778,0.06875,0.0054009331597222225,0.9141414141414141,0.5627170138888888,0.24583333333333332,small
18336,13,12,Pleural thickening,1358.0,288.0,242.0,69.0,2304,2880,16698.0,0.10503472222222222,0.023958333333333335,0.002516456886574074,3.5072463768115942,0.6419270833333334,0.11197916666666667,small
22073,13,1,Aortic enlargement,1149.0,595.0,246.0,284.0,2304,2880,69864.0,0.10677083333333333,0.09861111111111111,0.01052879050925926,0.8661971830985915,0.5520833333333334,0.25590277777777776,medium
28181,13,1,Aortic enlargement,1127.0,600.0,260.0,262.0,2304,2880,68120.0,0.11284722222222222,0.09097222222222222,0.010265962577160493,0.9923664122137404,0.5455729166666666,0.25381944444444443,medium
29131,13,12,Pleural thickening,560.0,296.0,301.0,125.0,2304,2880,37625.0,0.1306423611111111,0.043402777777777776,0.0056702413676697535,2.408,0.3083767361111111,0.12447916666666667,small
111,15,1,Aortic enlargement,1526.0,769.0,300.0,349.0,2995,3077,104700.0,0.1001669449081803,0.11342216444588886,0.011361151697417915,0.8595988538681948,0.5595993322203673,0.30662983425414364,medium
2307,15,1,Aortic enlargement,1501.0,776.0,320.0,325.0,2995,3077,104000.0,0.10684474123539232,0.10562235944101397,0.011285193663146734,0.9846153846153847,0.5545909849749583,0.30500487487812805,medium
6950,15,8,Lung Opacity,2201.0,1693.0,321.0,318.0,2995,3077,102078.0,0.10717863105175292,0.10334741631459214,0.011076634603333581,1.009433962264151,0.7884808013355593,0.601884952876178,medium
13649,15,12,Pleural thickening,820.0,335.0,308.0,122.0,2995,3077,37576.0,0.10283806343906511,0.03964900877478063,0.004077427279676939,2.5245901639344264,0.3252086811352254,0.1286967825804355,small
14572,15,1,Aortic enlargement,1506.0,790.0,325.0,428.0,2995,3077,139100.0,0.10851419031719532,0.13909652258693533,0.015093946524458758,0.7593457943925234,0.5570951585976628,0.3262918427039324,medium
15668,15,8,Lung Opacity,337.0,998.0,456.0,995.0,2995,3077,453720.0,0.15225375626043405,0.3233669158271043,0.049233827585028235,0.45829145728643217,0.18864774624373956,0.48602534936626585,medium
22566,15,11,Pleural effusion,2349.0,1746.0,209.0,443.0,2995,3077,92587.0,0.06978297161936561,0.14397140071498213,0.010046752170093912,0.4717832957110609,0.8191986644407345,0.6394215144621385,medium
24501,15,4,Cardiomegaly,1093.0,1650.0,1199.0,394.0,2995,3077,472406.0,0.4003338898163606,0.12804679883002926,0.051261473054158624,3.0431472081218276,0.5651085141903172,0.6002599935001625,medium
29597,15,12,Pleural thickening,1999.0,395.0,223.0,163.0,2995,3077,36349.0,0.07445742904841403,0.052973675658108545,0.003944283696747314,1.3680981595092025,0.7046744574290484,0.15485862853428664,small
3039,16,1,Aortic enlargement,931.0,551.0,212.0,310.0,2048,2500,65720.0,0.103515625,0.124,0.0128359375,0.6838709677419355,0.50634765625,0.2824,medium
12096,16,10,Other lesion,701.0,650.0,155.0,889.0,2048,2500,137795.0,0.07568359375,0.3556,0.0269130859375,0.17435320584926883,0.380126953125,0.4378,medium
21087,16,4,Cardiomegaly,664.0,1238.0,758.0,328.0,2048,2500,248624.0,0.3701171875,0.1312,0.048559375,2.3109756097560976,0.50927734375,0.5608,medium
22016,16,12,Pleural thickening,1524.0,1479.0,143.0,212.0,2048,2500,30316.0,0.06982421875,0.0848,0.00592109375,0.6745283018867925,0.779052734375,0.634,small
30780,16,11,Pleural effusion,1524.0,1479.0,143.0,212.0,2048,2500,30316.0,0.06982421875,0.0848,0.00592109375,0.6745283018867925,0.779052734375,0.634,small
2464,18,7,Infiltration,1307.0,368.0,124.0,115.0,2304,2880,14260.0,0.05381944444444445,0.03993055555555555,0.0021490403163580245,1.0782608695652174,0.5941840277777778,0.14774305555555556,small
5994,18,8,Lung Opacity,1307.0,368.0,124.0,115.0,2304,2880,14260.0,0.05381944444444445,0.03993055555555555,0.0021490403163580245,1.0782608695652174,0.5941840277777778,0.14774305555555556,small
8537,18,8,Lung Opacity,1327.0,374.0,57.0,87.0,2304,2880,4959.0,0.024739583333333332,0.030208333333333334,0.0007473415798611111,0.6551724137931034,0.5883246527777778,0.1449652777777778,small
18091,18,7,Infiltration,543.0,490.0,277.0,224.0,2304,2880,62048.0,0.12022569444444445,0.07777777777777778,0.009350887345679012,1.2366071428571428,0.2957899305555556,0.20902777777777778,small
19789,18,7,Infiltration,1306.0,334.0,497.0,433.0,2304,2880,215201.0,0.21571180555555555,0.15034722222222222,0.0324316707658179,1.1478060046189376,0.6746961805555556,0.19114583333333332,medium
24774,18,12,Pleural thickening,453.0,414.0,355.0,112.0,2304,2880,39760.0,0.1540798611111111,0.03888888888888889,0.005991994598765432,3.169642857142857,0.2736545138888889,0.16319444444444445,small
33652,18,4,Cardiomegaly,775.0,1275.0,1027.0,348.0,2304,2880,357396.0,0.4457465277777778,0.12083333333333333,0.05386103877314815,2.9511494252873565,0.5592447916666666,0.503125,medium
34508,18,1,Aortic enlargement,1083.0,644.0,249.0,242.0,2304,2880,60258.0,0.10807291666666667,0.08402777777777778,0.009081127025462963,1.0289256198347108,0.5240885416666666,0.265625,small
10363,20,4,Cardiomegaly,772.0,1373.0,1009.0,380.0,2304,2880,383420.0,0.4379340277777778,0.13194444444444445,0.05778296199845679,2.655263157894737,0.5540364583333334,0.5427083333333333,medium
17956,20,1,Aortic enlargement,1103.0,732.0,227.0,289.0,2304,2880,65603.0,0.09852430555555555,0.10034722222222223,0.009886640383873456,0.7854671280276817,0.5279947916666666,0.3043402777777778,small
22088,20,4,Cardiomegaly,765.0,1470.0,1035.0,313.0,2304,2880,323955.0,0.44921875,0.10868055555555556,0.048821343315972224,3.306709265175719,0.556640625,0.5647569444444445,medium
24960,20,1,Aortic enlargement,1101.0,739.0,235.0,193.0,2304,2880,45355.0,0.10199652777777778,0.06701388888888889,0.006835183979552469,1.217616580310881,0.5288628472222222,0.29010416666666666,small
25501,20,1,Aortic enlargement,1059.0,732.0,286.0,265.0,2304,2880,75790.0,0.12413194444444445,0.0920138888888889,0.01142186294367284,1.079245283018868,0.5217013888888888,0.3001736111111111,medium
31702,20,4,Cardiomegaly,766.0,1442.0,1031.0,334.0,2304,2880,344354.0,0.4474826388888889,0.11597222222222223,0.05189555603780864,3.086826347305389,0.5562065972222222,0.5586805555555555,medium
1459,21,1,Aortic enlargement,1309.0,816.0,349.0,322.0,2540,3072,112378.0,0.1374015748031496,0.10481770833333333,0.014402118192257217,1.0838509316770186,0.5840551181102362,0.3180338541666667,medium
2729,21,1,Aortic enlargement,1377.0,814.0,280.0,243.0,2540,3072,68040.0,0.11023622047244094,0.0791015625,0.008719857283464567,1.1522633744855968,0.5972440944881889,0.3045247395833333,small
4487,21,8,Lung Opacity,1794.0,1020.0,280.0,245.0,2540,3072,68600.0,0.11023622047244094,0.07975260416666667,0.008791625656167978,1.1428571428571428,0.7614173228346457,0.3719075520833333,small
4672,21,1,Aortic enlargement,1358.0,820.0,285.0,311.0,2540,3072,88635.0,0.11220472440944881,0.10123697916666667,0.011359267347440945,0.9163987138263665,0.590748031496063,0.3175455729166667,medium
11939,21,7,Infiltration,1794.0,1020.0,280.0,245.0,2540,3072,68600.0,0.11023622047244094,0.07975260416666667,0.008791625656167978,1.1428571428571428,0.7614173228346457,0.3719075520833333,small
18085,21,4,Cardiomegaly,1041.0,1595.0,1039.0,427.0,2540,3072,443653.0,0.4090551181102362,0.13899739583333334,0.056857596169619426,2.433255269320843,0.6143700787401575,0.5887044270833334,medium
20211,21,4,Cardiomegaly,1009.0,1623.0,995.0,313.0,2540,3072,311435.0,0.39173228346456695,0.10188802083333333,0.039912827058727035,3.1789137380191694,0.5931102362204724,0.5792643229166666,medium
35693,21,4,Cardiomegaly,1014.0,1489.0,991.0,449.0,2540,3072,444959.0,0.3901574803149606,0.14615885416666666,0.05702497026738845,2.2071269487750556,0.5942913385826771,0.5577799479166666,medium
373,24,7,Infiltration,817.0,1787.0,327.0,212.0,3072,3072,69324.0,0.1064453125,0.06901041666666667,0.007345835367838542,1.5424528301886793,0.3191731770833333,0.6162109375,small
3181,24,14,Pulmonary fibrosis,759.0,1228.0,347.0,143.0,3072,3072,49621.0,0.11295572916666667,0.046549479166666664,0.005258030361599392,2.4265734265734267,0.3035481770833333,0.4230143229166667,small
3239,24,4,Cardiomegaly,1151.0,1787.0,1165.0,427.0,3072,3072,497455.0,0.3792317708333333,0.13899739583333334,0.05271222856309679,2.728337236533958,0.5642903645833334,0.6512044270833334,medium
5952,24,12,Pleural thickening,1058.0,652.0,282.0,61.0,3072,3072,17202.0,0.091796875,0.019856770833333332,0.0018227895100911458,4.622950819672131,0.3902994791666667,0.22216796875,small
7951,24,9,Nodule/Mass,2474.0,1812.0,61.0,73.0,3072,3072,4453.0,0.019856770833333332,0.023763020833333332,0.0004718568589952257,0.8356164383561644,0.8152669270833334,0.6017252604166666,small
9017,24,12,Pleural thickening,1046.0,646.0,324.0,83.0,3072,3072,26892.0,0.10546875,0.027018229166666668,0.002849578857421875,3.9036144578313254,0.3932291666666667,0.22379557291666666,small
12514,24,7,Infiltration,767.0,1234.0,349.0,151.0,3072,3072,52699.0,0.11360677083333333,0.049153645833333336,0.00558418697781033,2.3112582781456954,0.3064778645833333,0.42626953125,small
18635,24,10,Other lesion,671.0,2054.0,324.0,227.0,3072,3072,73548.0,0.10546875,0.07389322916666667,0.007793426513671875,1.4273127753303965,0.2711588541666667,0.70556640625,small
21647,24,12,Pleural thickening,1766.0,610.0,381.0,97.0,3072,3072,36957.0,0.1240234375,0.031575520833333336,0.003916104634602864,3.9278350515463916,0.6368815104166666,0.21435546875,small
22235,24,4,Cardiomegaly,1143.0,1784.0,1196.0,475.0,3072,3072,568100.0,0.3893229166666667,0.15462239583333334,0.06019804212782118,2.517894736842105,0.5667317708333334,0.6580403645833334,medium
23046,24,10,Other lesion,2474.0,1812.0,61.0,73.0,3072,3072,4453.0,0.019856770833333332,0.023763020833333332,0.0004718568589952257,0.8356164383561644,0.8152669270833334,0.6017252604166666,small
24889,24,4,Cardiomegaly,1136.0,1655.0,1218.0,590.0,3072,3072,718620.0,0.396484375,0.19205729166666666,0.07614771525065105,2.064406779661017,0.5680338541666666,0.634765625,medium
26824,24,12,Pleural thickening,1739.0,581.0,292.0,112.0,3072,3072,32704.0,0.09505208333333333,0.036458333333333336,0.0034654405381944445,2.607142857142857,0.6136067708333334,0.20735677083333334,small
27414,24,12,Pleural thickening,1042.0,651.0,345.0,70.0,3072,3072,24150.0,0.1123046875,0.022786458333333332,0.002559026082356771,4.928571428571429,0.3953450520833333,0.22330729166666666,small
27464,24,1,Aortic enlargement,1580.0,978.0,305.0,331.0,3072,3072,100955.0,0.09928385416666667,0.10774739583333333,0.010697576734754775,0.9214501510574018,0.56396484375,0.3722330729166667,medium
28054,24,8,Lung Opacity,671.0,2054.0,324.0,227.0,3072,3072,73548.0,0.10546875,0.07389322916666667,0.007793426513671875,1.4273127753303965,0.2711588541666667,0.70556640625,small
31365,24,14,Pulmonary fibrosis,744.0,1256.0,318.0,71.0,3072,3072,22578.0,0.103515625,0.023111979166666668,0.002392450968424479,4.47887323943662,0.2939453125,0.42041015625,small
31708,24,12,Pleural thickening,1727.0,602.0,398.0,106.0,3072,3072,42188.0,0.12955729166666666,0.034505208333333336,0.004470401340060764,3.7547169811320753,0.626953125,0.21321614583333334,small
2672,25,8,Lung Opacity,870.0,1589.0,349.0,329.0,3072,3072,114821.0,0.11360677083333333,0.10709635416666667,0.012166870964898003,1.060790273556231,0.3400065104166667,0.57080078125,medium
3105,25,10,Other lesion,892.0,1653.0,358.0,250.0,3072,3072,89500.0,0.11653645833333333,0.08138020833333333,0.009483761257595487,1.432,0.3486328125,0.5787760416666666,small
10411,25,7,Infiltration,870.0,1589.0,349.0,329.0,3072,3072,114821.0,0.11360677083333333,0.10709635416666667,0.012166870964898003,1.060790273556231,0.3400065104166667,0.57080078125,medium
18304,25,8,Lung Opacity,892.0,1653.0,358.0,250.0,3072,3072,89500.0,0.11653645833333333,0.08138020833333333,0.009483761257595487,1.432,0.3486328125,0.5787760416666666,small
20285,25,14,Pulmonary fibrosis,1141.0,437.0,113.0,101.0,3072,3072,11413.0,0.036783854166666664,0.032877604166666664,0.001209364997016059,1.118811881188119,0.3898111979166667,0.15869140625,small
23327,25,7,Infiltration,667.0,1358.0,641.0,594.0,3072,3072,380754.0,0.20865885416666666,0.193359375,0.04034614562988281,1.0791245791245792,0.3214518229166667,0.5387369791666666,medium
23509,25,14,Pulmonary fibrosis,1133.0,402.0,121.0,176.0,3072,3072,21296.0,0.039388020833333336,0.057291666666666664,0.0022566053602430555,0.6875,0.3885091145833333,0.15950520833333334,small
31854,25,6,ILD,892.0,1653.0,358.0,250.0,3072,3072,89500.0,0.11653645833333333,0.08138020833333333,0.009483761257595487,1.432,0.3486328125,0.5787760416666666,small
119,26,12,Pleural thickening,981.0,610.0,272.0,256.0,2304,2880,69632.0,0.11805555555555555,0.08888888888888889,0.010493827160493827,1.0625,0.4848090277777778,0.25625,medium
18167,26,1,Aortic enlargement,1031.0,620.0,211.0,198.0,2304,2880,41778.0,0.0915798611111111,0.06875,0.006296115451388889,1.0656565656565657,0.4932725694444444,0.24965277777777778,small
27135,26,1,Aortic enlargement,1034.0,605.0,228.0,301.0,2304,2880,68628.0,0.09895833333333333,0.10451388888888889,0.010342520254629629,0.7574750830564784,0.4982638888888889,0.2623263888888889,medium
15602,27,4,Cardiomegaly,1048.0,1809.0,1192.0,575.0,2733,3171,685400.0,0.4361507500914746,0.1813308104698833,0.07908756900113462,2.0730434782608698,0.601536772777168,0.6611479028697572,medium
21025,27,4,Cardiomegaly,1040.0,1932.0,1143.0,398.0,2733,3171,454914.0,0.41822173435784854,0.12551245663828445,0.052492037298777584,2.871859296482412,0.5896450786681302,0.6720277514979501,medium
22307,27,1,Aortic enlargement,1496.0,1013.0,197.0,240.0,2733,3171,47280.0,0.07208196121478229,0.07568590350047304,0.005455588360626853,0.8208333333333333,0.5834248079034029,0.3573005361084831,small
