image_id,artifact_type,artifact_path,canonical_ann_id,reason,stratum_signature,review_status,critical_visual_failure,review_notes
18ee5156937f823acee35e15110c6521,full_image,full_image/18ee5156937f823acee35e15110c6521.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
18ee5156937f823acee35e15110c6521,difference_heatmap,difference_heatmaps/18ee5156937f823acee35e15110c6521.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
f42000d2ffb02c74c696fba7678c51a6,full_image,full_image/f42000d2ffb02c74c696fba7678c51a6.png,,saturation_unusual,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
f42000d2ffb02c74c696fba7678c51a6,difference_heatmap,difference_heatmaps/f42000d2ffb02c74c696fba7678c51a6.png,,saturation_unusual,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
45fad4fe08460cf9aec10986ba13c582,full_image,full_image/45fad4fe08460cf9aec10986ba13c582.png,,saturation_unusual,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
45fad4fe08460cf9aec10986ba13c582,difference_heatmap,difference_heatmaps/45fad4fe08460cf9aec10986ba13c582.png,,saturation_unusual,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,bbox_crop,bbox_crops/498ac0c4815a890629cf509446a47238__3713.png,3713,smallest_relative_bbox_overall;smallest_relative_bbox_class8,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,bbox_crop,bbox_crops/498ac0c4815a890629cf509446a47238__20735.png,20735,smallest_relative_bbox_class2;rare_class2,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,bbox_crop,bbox_crops/498ac0c4815a890629cf509446a47238__2591.png,2591,smallest_relative_bbox_class13,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,bbox_crop,bbox_crops/498ac0c4815a890629cf509446a47238__25783.png,25783,smallest_relative_bbox_class11,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
cdfac35a0800774db5fe8a6354df64ef,bbox_crop,bbox_crops/cdfac35a0800774db5fe8a6354df64ef__19016.png,19016,smallest_relative_bbox_class9,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
c9e29220b5d0f9cfdb250f0872648a89,bbox_crop,bbox_crops/c9e29220b5d0f9cfdb250f0872648a89__29455.png,29455,smallest_relative_bbox_class7,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
c26185210303f6c638a4ac60e635df21,bbox_crop,bbox_crops/c26185210303f6c638a4ac60e635df21__28643.png,28643,smallest_relative_bbox_class10,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,bbox_crop,bbox_crops/498ac0c4815a890629cf509446a47238__16348.png,16348,smallest_relative_bbox_class0,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
b0bef1b57611726c4b0c636264fe5061,bbox_crop,bbox_crops/b0bef1b57611726c4b0c636264fe5061__14859.png,14859,smallest_relative_bbox_class1;rare_class1,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
aea448a9f33bf9919de6c74e0aa488e7,bbox_crop,bbox_crops/aea448a9f33bf9919de6c74e0aa488e7__15978.png,15978,smallest_relative_bbox_class6,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
5156d69e540648eb952371ec5c80bc81,bbox_crop,bbox_crops/5156d69e540648eb952371ec5c80bc81__1785.png,1785,smallest_relative_bbox_class5;rare_class5,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
324c908cb345ed14be7a468a56f1ceba,bbox_crop,bbox_crops/324c908cb345ed14be7a468a56f1ceba__32899.png,32899,smallest_relative_bbox_class3,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
dcb081bb5e1dac41000e96fc37c8c322,bbox_crop,bbox_crops/dcb081bb5e1dac41000e96fc37c8c322__35094.png,35094,smallest_relative_bbox_class4;rare_class4,BitsAllocated=16|BitsStored=16|HighBit=15|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
0d30dc1e0070e7a934f39452e3ad3b83,bbox_crop,bbox_crops/0d30dc1e0070e7a934f39452e3ad3b83__959.png,959,smallest_relative_bbox_class12;rare_class12,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
fd80612e19d0c248b8477125cba4a350,bbox_crop,bbox_crops/fd80612e19d0c248b8477125cba4a350__14131.png,14131,worst_q95_roi,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
fd80612e19d0c248b8477125cba4a350,bbox_crop,bbox_crops/fd80612e19d0c248b8477125cba4a350__17690.png,17690,worst_q95_roi,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
