coco_image_id,canonical_image_id,original_image_id,file_name,source_is_negative,coco_annotation_count,zero_annotation_pass
202,201,0a475ad0b37bba0c638bbbe2ee5d355d,train/0a475ad0b37bba0c638bbbe2ee5d355d.dicom,True,0,True
207,206,0a695a94168b32705b91779586c6b2e7,train/0a695a94168b32705b91779586c6b2e7.dicom,True,0,True
213,212,0ad98c531de3616cc63a92d6cf871494,train/0ad98c531de3616cc63a92d6cf871494.dicom,True,0,True
217,216,0b36cce0b170c34b8c11fd15b42324b2,train/0b36cce0b170c34b8c11fd15b42324b2.dicom,True,0,True
239,238,0c4a6bc602d1d207f217212c68a7131b,train/0c4a6bc602d1d207f217212c68a7131b.dicom,True,0,True
252,251,0cd291c189895fbdcc14f4d36e1abc81,train/0cd291c189895fbdcc14f4d36e1abc81.dicom,True,0,True
255,254,0cf8dd905fb4f2f876eb241bf67add40,train/0cf8dd905fb4f2f876eb241bf67add40.dicom,True,0,True
259,258,0d0e4dbe84356f8ec4a4ff7616b4850f,train/0d0e4dbe84356f8ec4a4ff7616b4850f.dicom,True,0,True
288,287,0ec4947d689af2a94cc913b312368279,train/0ec4947d689af2a94cc913b312368279.dicom,True,0,True
302,301,0f8a78e1090c840b4455772fe92d7586,train/0f8a78e1090c840b4455772fe92d7586.dicom,True,0,True
304,303,0fb6d9a425117670ba7c249b35523434,train/0fb6d9a425117670ba7c249b35523434.dicom,True,0,True
308,307,101d984c4172312c93efdd42e37e203b,train/101d984c4172312c93efdd42e37e203b.dicom,True,0,True
309,308,101f2420808891cab10b4b2f0c1d2875,train/101f2420808891cab10b4b2f0c1d2875.dicom,True,0,True
318,317,107d7671377160a4a5d708849ed5d331,train/107d7671377160a4a5d708849ed5d331.dicom,True,0,True
327,326,112db7d495906f3358852756a87a4bbf,train/112db7d495906f3358852756a87a4bbf.dicom,True,0,True
339,338,11b47878746ba8728eda0f9eed048639,train/11b47878746ba8728eda0f9eed048639.dicom,True,0,True
340,339,11cfa1a5b04bd1eaa319d08cdb308bb9,train/11cfa1a5b04bd1eaa319d08cdb308bb9.dicom,True,0,True
353,352,12735a3e6ae44fe59babe2a618dbc450,train/12735a3e6ae44fe59babe2a618dbc450.dicom,True,0,True
368,367,13183cb48b0aae02e88c3f45547d393a,train/13183cb48b0aae02e88c3f45547d393a.dicom,True,0,True
382,381,144e272e04daf6ac8d36548ea766da37,train/144e272e04daf6ac8d36548ea766da37.dicom,True,0,True
391,390,14783d2f57f9c689d827892bbe112cb8,train/14783d2f57f9c689d827892bbe112cb8.dicom,True,0,True
392,391,14877acfaf8e3b25d9f089e15887c20d,train/14877acfaf8e3b25d9f089e15887c20d.dicom,True,0,True
417,416,15f016248709de49e2b725bda5cdd787,train/15f016248709de49e2b725bda5cdd787.dicom,True,0,True
428,427,1688c69504b9fd2179225d4b03e677c0,train/1688c69504b9fd2179225d4b03e677c0.dicom,True,0,True
438,437,171c5e2bbf7f95d2fb60a8bd81dc9d37,train/171c5e2bbf7f95d2fb60a8bd81dc9d37.dicom,True,0,True
444,443,1734a9172a7aa8106b1f32bf7b280e28,train/1734a9172a7aa8106b1f32bf7b280e28.dicom,True,0,True
450,449,179c892993a09dd56d4d09be53489d74,train/179c892993a09dd56d4d09be53489d74.dicom,True,0,True
455,454,17c2cd33dd23c4ae46c9738e3c346531,train/17c2cd33dd23c4ae46c9738e3c346531.dicom,True,0,True
456,455,17c980696d1aa513ab00665f1eff7bd6,train/17c980696d1aa513ab00665f1eff7bd6.dicom,True,0,True
459,458,17eea018beec6ef78ec675919080e6a1,train/17eea018beec6ef78ec675919080e6a1.dicom,True,0,True
472,471,18ca65f3991cd9e0339abe5d0dcdfc71,train/18ca65f3991cd9e0339abe5d0dcdfc71.dicom,True,0,True
476,475,18ee5156937f823acee35e15110c6521,train/18ee5156937f823acee35e15110c6521.dicom,True,0,True
489,488,19c193dfd9cd25eaaed6196a21ccafda,train/19c193dfd9cd25eaaed6196a21ccafda.dicom,True,0,True
491,490,19f915a7d8d00addb6a4846e623b4bfc,train/19f915a7d8d00addb6a4846e623b4bfc.dicom,True,0,True
504,503,1ac82901d20fd381f9aee67859846cef,train/1ac82901d20fd381f9aee67859846cef.dicom,True,0,True
517,516,1b4daa200fc8f2a3c792ca61b7c8857d,train/1b4daa200fc8f2a3c792ca61b7c8857d.dicom,True,0,True
524,523,1b95d6b2be1f6e89e865704024d1944b,train/1b95d6b2be1f6e89e865704024d1944b.dicom,True,0,True
529,528,1bcf6203521944e6222a000fec9fab38,train/1bcf6203521944e6222a000fec9fab38.dicom,True,0,True
531,530,1bf0c30ec9cf3abe34938787e5f9fc28,train/1bf0c30ec9cf3abe34938787e5f9fc28.dicom,True,0,True
536,535,1c291f2d783a88bb29d4f0973d820cb0,train/1c291f2d783a88bb29d4f0973d820cb0.dicom,True,0,True
539,538,1c3e88d7eb1849e80d109ab2f059a2e1,train/1c3e88d7eb1849e80d109ab2f059a2e1.dicom,True,0,True
544,543,1c62f00b3228d2e131a84d1889e213cc,train/1c62f00b3228d2e131a84d1889e213cc.dicom,True,0,True
545,544,1c9e6dbfe347fb693c6c9e0cd82113c8,train/1c9e6dbfe347fb693c6c9e0cd82113c8.dicom,True,0,True
550,549,1cfebd799d9854a50bfa74e0271f358e,train/1cfebd799d9854a50bfa74e0271f358e.dicom,True,0,True
552,551,1d170ae6d3f174b88d55b7a44e1b8963,train/1d170ae6d3f174b88d55b7a44e1b8963.dicom,True,0,True
560,559,1d63eea24a9f69bc17f1da7af4ffa19a,train/1d63eea24a9f69bc17f1da7af4ffa19a.dicom,True,0,True
567,566,1dbb725a05c9543e9bd2593ac079f970,train/1dbb725a05c9543e9bd2593ac079f970.dicom,True,0,True
573,572,1e0186710c1b727da188c139c83a820b,train/1e0186710c1b727da188c139c83a820b.dicom,True,0,True
594,593,1f13fb95804f83251401097b2bb4aacf,train/1f13fb95804f83251401097b2bb4aacf.dicom,True,0,True
596,595,1f1b451ebe38481d18a61961c9435a64,train/1f1b451ebe38481d18a61961c9435a64.dicom,True,0,True
609,608,2033bbf90fa9b91519bac29eb334673a,train/2033bbf90fa9b91519bac29eb334673a.dicom,True,0,True
610,609,20374abc6a6d82a106212cddd740a99c,train/20374abc6a6d82a106212cddd740a99c.dicom,True,0,True
614,613,2077dfb717706d5ce9a373f1672e869c,train/2077dfb717706d5ce9a373f1672e869c.dicom,True,0,True
616,615,2094cd7cf01e7e283818e836115596c4,train/2094cd7cf01e7e283818e836115596c4.dicom,True,0,True
625,624,2139901070c5471f0e289e216bc90198,train/2139901070c5471f0e289e216bc90198.dicom,True,0,True
660,659,2300d60e735d646de5632275313f9c95,train/2300d60e735d646de5632275313f9c95.dicom,True,0,True
669,668,23ada7eb0d82a360190e77da2edfcf8f,train/23ada7eb0d82a360190e77da2edfcf8f.dicom,True,0,True
705,704,2550db13e3e4174fb2980fbc965c4856,train/2550db13e3e4174fb2980fbc965c4856.dicom,True,0,True
719,718,25e47d32d64f7f416d6fb1bf497b4b1a,train/25e47d32d64f7f416d6fb1bf497b4b1a.dicom,True,0,True
725,724,26045d6e5c9397d08825496593fbc291,train/26045d6e5c9397d08825496593fbc291.dicom,True,0,True
726,725,262cd3e70a033d61a7236aa971be339a,train/262cd3e70a033d61a7236aa971be339a.dicom,True,0,True
727,726,264fdebe57965c3292ce07c7b4be8c39,train/264fdebe57965c3292ce07c7b4be8c39.dicom,True,0,True
734,733,267e7d6c78b3bc498461b69668eb44f8,train/267e7d6c78b3bc498461b69668eb44f8.dicom,True,0,True
753,752,2752b250ca52cd0afe8b4b980e82310b,train/2752b250ca52cd0afe8b4b980e82310b.dicom,True,0,True
754,753,27689b23167e89e1142f6fa265921a3a,train/27689b23167e89e1142f6fa265921a3a.dicom,True,0,True
766,765,27e1d29f27cfe7f88225f4660e75615e,train/27e1d29f27cfe7f88225f4660e75615e.dicom,True,0,True
769,768,27eeacb2cf6ea95a95e0c60a914d45a3,train/27eeacb2cf6ea95a95e0c60a914d45a3.dicom,True,0,True
780,779,2877640e69c0276243177a341ed74742,train/2877640e69c0276243177a341ed74742.dicom,True,0,True
784,783,28c18bf8fcb6c11c5fbc7c00d9f5bacc,train/28c18bf8fcb6c11c5fbc7c00d9f5bacc.dicom,True,0,True
790,789,294c1b068fb6ecfd27f5106e744ddb4b,train/294c1b068fb6ecfd27f5106e744ddb4b.dicom,True,0,True
792,791,2988c0540fad8e078a609d7672525d5a,train/2988c0540fad8e078a609d7672525d5a.dicom,True,0,True
797,796,29cf3341c2f0195c0faddcf2e640045b,train/29cf3341c2f0195c0faddcf2e640045b.dicom,True,0,True
807,806,2a3cc19a099f06f80007cceb75d43bf0,train/2a3cc19a099f06f80007cceb75d43bf0.dicom,True,0,True
827,826,2b55e75bee255de5460976f84d18b76f,train/2b55e75bee255de5460976f84d18b76f.dicom,True,0,True
833,832,2b8cead1c95f1a83f7ea7f7b92f398e4,train/2b8cead1c95f1a83f7ea7f7b92f398e4.dicom,True,0,True
843,842,2c0ecdf04ffe35c6031fe2ae2b3a36f4,train/2c0ecdf04ffe35c6031fe2ae2b3a36f4.dicom,True,0,True
844,843,2c2551cc5f69dc282a7dea8202492a85,train/2c2551cc5f69dc282a7dea8202492a85.dicom,True,0,True
850,849,2c6c48665c4d007b795cbcb57da481bd,train/2c6c48665c4d007b795cbcb57da481bd.dicom,True,0,True
852,851,2c7fbcdc37fba555a38a39db3d9e41a5,train/2c7fbcdc37fba555a38a39db3d9e41a5.dicom,True,0,True
868,867,2d40e0cc7dca11e4b2d8574532096c31,train/2d40e0cc7dca11e4b2d8574532096c31.dicom,True,0,True
870,869,2d5241a2f2800671da3f56606fe86d60,train/2d5241a2f2800671da3f56606fe86d60.dicom,True,0,True
875,874,2d6d1b01427ec2acbdbc2149559585fa,train/2d6d1b01427ec2acbdbc2149559585fa.dicom,True,0,True
891,890,2e4419b8c1f923cff2781be045f4e0d5,train/2e4419b8c1f923cff2781be045f4e0d5.dicom,True,0,True
897,896,2e968b23fc1bc1150bf1943e1b53b031,train/2e968b23fc1bc1150bf1943e1b53b031.dicom,True,0,True
898,897,2e9caf35e4c86be7006e6588b6e56985,train/2e9caf35e4c86be7006e6588b6e56985.dicom,True,0,True
900,899,2ea80a706ffc413d3c8d8c666e869c43,train/2ea80a706ffc413d3c8d8c666e869c43.dicom,True,0,True
929,928,30466896de60f54644199811cfb542f1,train/30466896de60f54644199811cfb542f1.dicom,True,0,True
936,935,3095cc822fe5a15e277499c62b74d58e,train/3095cc822fe5a15e277499c62b74d58e.dicom,True,0,True
978,977,321f7e75a35ff3b3cb8a4cfb0ab266c2,train/321f7e75a35ff3b3cb8a4cfb0ab266c2.dicom,True,0,True
980,979,322c95c6c1933b38440b167705248747,train/322c95c6c1933b38440b167705248747.dicom,True,0,True
986,985,32712661995a66ff7b5193dd351ce5d3,train/32712661995a66ff7b5193dd351ce5d3.dicom,True,0,True
992,991,32d7d0b779485be0f92e8ef0f90cccdf,train/32d7d0b779485be0f92e8ef0f90cccdf.dicom,True,0,True
995,994,32f643fbd7e99181193edf3720888743,train/32f643fbd7e99181193edf3720888743.dicom,True,0,True
1009,1008,3378210c38d195ff5a7e3b612cded052,train/3378210c38d195ff5a7e3b612cded052.dicom,True,0,True
1024,1023,345eb9bedef2fdd0d6d16380ca43005e,train/345eb9bedef2fdd0d6d16380ca43005e.dicom,True,0,True
1025,1024,3460c8020f8edd51b37ebc33f350d914,train/3460c8020f8edd51b37ebc33f350d914.dicom,True,0,True
1034,1033,34df7bfc75ed0a71f5fea716bdb421f8,train/34df7bfc75ed0a71f5fea716bdb421f8.dicom,True,0,True
1036,1035,34e635f644f6d4853776e2d74357b239,train/34e635f644f6d4853776e2d74357b239.dicom,True,0,True
1051,1050,35815525d36333e4253234cc83fd666c,train/35815525d36333e4253234cc83fd666c.dicom,True,0,True
1082,1081,372dfcb677a2d0799d2f6e14d2177f1a,train/372dfcb677a2d0799d2f6e14d2177f1a.dicom,True,0,True
1085,1084,378c7f385c547e5e7dc632510939a551,train/378c7f385c547e5e7dc632510939a551.dicom,True,0,True
1090,1089,379f083410e64a2fb74761b795bd0a41,train/379f083410e64a2fb74761b795bd0a41.dicom,True,0,True
1095,1094,37d313251f4a6ca33fc7e428389cb9c1,train/37d313251f4a6ca33fc7e428389cb9c1.dicom,True,0,True
1114,1113,38d7d44f0a3b6c7129851d7ec6d9c001,train/38d7d44f0a3b6c7129851d7ec6d9c001.dicom,True,0,True
1152,1151,3b100a95644ac8ab01f261f2edd6f5e2,train/3b100a95644ac8ab01f261f2edd6f5e2.dicom,True,0,True
1160,1159,3b7f1edb2129713f1ddd570c48d6ace1,train/3b7f1edb2129713f1ddd570c48d6ace1.dicom,True,0,True
1195,1194,3d3781571117f65ceac27dfbf2979b21,train/3d3781571117f65ceac27dfbf2979b21.dicom,True,0,True
1203,1202,3dc3da07371be408d6313bd5d04bceec,train/3dc3da07371be408d6313bd5d04bceec.dicom,True,0,True
1204,1203,3dd04efbb7f8f0e2757e8e588350f8e0,train/3dd04efbb7f8f0e2757e8e588350f8e0.dicom,True,0,True
1211,1210,3e2c52e066e6bc9e28a58d7f13c64296,train/3e2c52e066e6bc9e28a58d7f13c64296.dicom,True,0,True
1213,1212,3e300793e970e7916c36a57fe350f688,train/3e300793e970e7916c36a57fe350f688.dicom,True,0,True
1229,1228,3ee9f520c0a31c20b9851fb79dccec09,train/3ee9f520c0a31c20b9851fb79dccec09.dicom,True,0,True
1230,1229,3ef799c210c419c0319cd2555eaa3abe,train/3ef799c210c419c0319cd2555eaa3abe.dicom,True,0,True
1233,1232,3f1c30152e33358e5830f3b59bd0c41d,train/3f1c30152e33358e5830f3b59bd0c41d.dicom,True,0,True
1242,1241,3fb03f39fb2232e19b6de537731aa5ad,train/3fb03f39fb2232e19b6de537731aa5ad.dicom,True,0,True
1243,1242,3fbf5ad0dc91fdb688ec53aceaa2bcac,train/3fbf5ad0dc91fdb688ec53aceaa2bcac.dicom,True,0,True
1251,1250,3fea0b91a09533ea4c546cb1e49b8234,train/3fea0b91a09533ea4c546cb1e49b8234.dicom,True,0,True
1271,1270,40b9a833fd7bc494e9803286d9349ca6,train/40b9a833fd7bc494e9803286d9349ca6.dicom,True,0,True
1272,1271,40c5bb0fb2daacf73f49b8cdfc278a27,train/40c5bb0fb2daacf73f49b8cdfc278a27.dicom,True,0,True
1280,1279,412fc134e3193cefce521a751c3b254f,train/412fc134e3193cefce521a751c3b254f.dicom,True,0,True
1283,1282,413a167473cba4db44ee7be8359d1546,train/413a167473cba4db44ee7be8359d1546.dicom,True,0,True
1290,1289,418f63372f9d6d1e2e37dcfb466d6740,train/418f63372f9d6d1e2e37dcfb466d6740.dicom,True,0,True
1301,1300,4203ea234a2b4f10be4bd90cddc64347,train/4203ea234a2b4f10be4bd90cddc64347.dicom,True,0,True
1306,1305,4248a80a016d3bb7c12544e32d97330f,train/4248a80a016d3bb7c12544e32d97330f.dicom,True,0,True
1312,1311,427f538105c4b3e67683731e4cb6eacf,train/427f538105c4b3e67683731e4cb6eacf.dicom,True,0,True
1342,1341,4479ab54ba10a7609e2baaf28f04a5cb,train/4479ab54ba10a7609e2baaf28f04a5cb.dicom,True,0,True
1360,1359,45be6be8ef7817787b00be04c6fd5286,train/45be6be8ef7817787b00be04c6fd5286.dicom,True,0,True
1369,1368,46b92bf299d677ff131e33dc85a5b8f2,train/46b92bf299d677ff131e33dc85a5b8f2.dicom,True,0,True
1380,1379,473e37c62215eca1498bf0584e59b69a,train/473e37c62215eca1498bf0584e59b69a.dicom,True,0,True
1382,1381,474bbe6ff1f8b29f0e274dc459d95f70,train/474bbe6ff1f8b29f0e274dc459d95f70.dicom,True,0,True
1388,1387,479f688143635e866da68da5dcd88efc,train/479f688143635e866da68da5dcd88efc.dicom,True,0,True
1413,1412,491c13b1c12bb702181d4795d3dd5083,train/491c13b1c12bb702181d4795d3dd5083.dicom,True,0,True
1435,1434,4a67efd541f3149e52fc543a33abd332,train/4a67efd541f3149e52fc543a33abd332.dicom,True,0,True
1458,1457,4befb68953c8c713258a3e676d3df30d,train/4befb68953c8c713258a3e676d3df30d.dicom,True,0,True
1459,1458,4bfa2fa5fbcaf56ac690ad40fd74b260,train/4bfa2fa5fbcaf56ac690ad40fd74b260.dicom,True,0,True
1463,1462,4c127b111ebdba8c59de22a06ca00a7f,train/4c127b111ebdba8c59de22a06ca00a7f.dicom,True,0,True
1465,1464,4c27e9e5e1f0eccd8fbda6137e6d29d3,train/4c27e9e5e1f0eccd8fbda6137e6d29d3.dicom,True,0,True
1476,1475,4cd6ce29c3b6bab1f3f23509644cd626,train/4cd6ce29c3b6bab1f3f23509644cd626.dicom,True,0,True
1477,1476,4cdc062257b3f9570bef2afe986605a8,train/4cdc062257b3f9570bef2afe986605a8.dicom,True,0,True
1480,1479,4cfcd0c0e7dcd3236b98e3361af8b324,train/4cfcd0c0e7dcd3236b98e3361af8b324.dicom,True,0,True
1484,1483,4d382aae3f8589c113589533ffdb3545,train/4d382aae3f8589c113589533ffdb3545.dicom,True,0,True
1516,1515,4ed68446e699393eee15c57b87ab6f14,train/4ed68446e699393eee15c57b87ab6f14.dicom,True,0,True
1526,1525,4f85a3489a50abf87136c4544ce8b2ba,train/4f85a3489a50abf87136c4544ce8b2ba.dicom,True,0,True
1527,1526,4f88ef0610cf30530d9492bf9980ffdd,train/4f88ef0610cf30530d9492bf9980ffdd.dicom,True,0,True
1529,1528,4fb8b42ce575d32e3bc864ac4b72b46f,train/4fb8b42ce575d32e3bc864ac4b72b46f.dicom,True,0,True
1536,1535,503b8d4fecc9a637a1bb1f088d66b496,train/503b8d4fecc9a637a1bb1f088d66b496.dicom,True,0,True
1553,1552,512e7a3cb8427dccc274f5425a3121dd,train/512e7a3cb8427dccc274f5425a3121dd.dicom,True,0,True
1563,1562,5186303faebc722fd30549bffab17d28,train/5186303faebc722fd30549bffab17d28.dicom,True,0,True
1601,1600,53c5f82af2582e61a0d2c47c851cc246,train/53c5f82af2582e61a0d2c47c851cc246.dicom,True,0,True
1607,1606,53f24abf8ff03943c9a413462606cb39,train/53f24abf8ff03943c9a413462606cb39.dicom,True,0,True
1609,1608,53fd81f25545667511f292625f390087,train/53fd81f25545667511f292625f390087.dicom,True,0,True
1612,1611,542f4583f097667ad5f691085f1da789,train/542f4583f097667ad5f691085f1da789.dicom,True,0,True
1619,1618,54573b0df6208b2a4b53c2c9c079e1b3,train/54573b0df6208b2a4b53c2c9c079e1b3.dicom,True,0,True
1624,1623,548bf08ac3fb4268aec314b42911af13,train/548bf08ac3fb4268aec314b42911af13.dicom,True,0,True
1627,1626,54c29330c2acd1a534ee949951b7f649,train/54c29330c2acd1a534ee949951b7f649.dicom,True,0,True
1633,1632,54faa310d699dd7d3318ed5e786638ce,train/54faa310d699dd7d3318ed5e786638ce.dicom,True,0,True
1639,1638,55502b1d1bf95606ecfb0abb4f1fdd98,train/55502b1d1bf95606ecfb0abb4f1fdd98.dicom,True,0,True
1642,1641,557e3236337cc0a98613a715ab9cde44,train/557e3236337cc0a98613a715ab9cde44.dicom,True,0,True
1647,1646,55e6279aac033f9a68822a4f84d765fc,train/55e6279aac033f9a68822a4f84d765fc.dicom,True,0,True
1658,1657,56aac20ce11355082ffffb3d77bd6824,train/56aac20ce11355082ffffb3d77bd6824.dicom,True,0,True
1667,1666,570b01357f936d484c60c80de7c74b86,train/570b01357f936d484c60c80de7c74b86.dicom,True,0,True
1676,1675,575c1973c2d617658508d18d94bc2ffa,train/575c1973c2d617658508d18d94bc2ffa.dicom,True,0,True
1678,1677,577807f1ee94692b516b0b184b89ab35,train/577807f1ee94692b516b0b184b89ab35.dicom,True,0,True
1686,1685,57c9ecc9749eb1860f37a308d0b284ec,train/57c9ecc9749eb1860f37a308d0b284ec.dicom,True,0,True
1691,1690,57ea8252280fae29b410732f1f84bbae,train/57ea8252280fae29b410732f1f84bbae.dicom,True,0,True
1694,1693,587be2890ac536488d3c32debc1c215f,train/587be2890ac536488d3c32debc1c215f.dicom,True,0,True
1697,1696,589b16dad117199798d05ca550dfcd5e,train/589b16dad117199798d05ca550dfcd5e.dicom,True,0,True
1700,1699,58bfe68d45f17aae1f4ffb9b5db6d6f8,train/58bfe68d45f17aae1f4ffb9b5db6d6f8.dicom,True,0,True
1708,1707,5935605beb0f08caeb9ff4481157c520,train/5935605beb0f08caeb9ff4481157c520.dicom,True,0,True
1731,1730,5a8b04bbb49b5883741d4b183182c661,train/5a8b04bbb49b5883741d4b183182c661.dicom,True,0,True
1733,1732,5a9e67c8d1782a1a1068ba62dc2e34f6,train/5a9e67c8d1782a1a1068ba62dc2e34f6.dicom,True,0,True
1736,1735,5af7ba3901d0937dea00f84257c5c8c2,train/5af7ba3901d0937dea00f84257c5c8c2.dicom,True,0,True
1738,1737,5afdc4e7edfdefd26c0c8381ac79b358,train/5afdc4e7edfdefd26c0c8381ac79b358.dicom,True,0,True
1749,1748,5b6ac2868f30a56ee492348f8da40211,train/5b6ac2868f30a56ee492348f8da40211.dicom,True,0,True
1766,1765,5c6a7334ef6de11f55adff603734e4ea,train/5c6a7334ef6de11f55adff603734e4ea.dicom,True,0,True
1770,1769,5c87991b2ad944d1a17e2e5b6a09f156,train/5c87991b2ad944d1a17e2e5b6a09f156.dicom,True,0,True
1780,1779,5d4a7daa7e70085f6e5489fff404c1e9,train/5d4a7daa7e70085f6e5489fff404c1e9.dicom,True,0,True
1791,1790,5dcc50d9eb1c4959a2a0dbdf2845ffc3,train/5dcc50d9eb1c4959a2a0dbdf2845ffc3.dicom,True,0,True
1794,1793,5df359e160b87cd0d9f496a1e6648b1f,train/5df359e160b87cd0d9f496a1e6648b1f.dicom,True,0,True
1799,1798,5e3fbd3cf75a49590a141e5aa5572137,train/5e3fbd3cf75a49590a141e5aa5572137.dicom,True,0,True
1802,1801,5e808e9cbcb8cb66f3c798e9e5ea4e03,train/5e808e9cbcb8cb66f3c798e9e5ea4e03.dicom,True,0,True
1807,1806,5eb3f5cb8e18778cad831a75d0e74d95,train/5eb3f5cb8e18778cad831a75d0e74d95.dicom,True,0,True
1816,1815,5f7b80742cd833dcb52b3f2de3de412f,train/5f7b80742cd833dcb52b3f2de3de412f.dicom,True,0,True
1831,1830,604ce8a56fd0539880b17f999ad10468,train/604ce8a56fd0539880b17f999ad10468.dicom,True,0,True
1844,1843,60e641e62376dc3cfa71299033535b40,train/60e641e62376dc3cfa71299033535b40.dicom,True,0,True
1854,1853,6145c49011a33ec5d61866a3a7085f33,train/6145c49011a33ec5d61866a3a7085f33.dicom,True,0,True
1856,1855,614e79f6a2879432b2af4287d954f98f,train/614e79f6a2879432b2af4287d954f98f.dicom,True,0,True
1864,1863,61e0b38cea96d57adb044ac496e556ff,train/61e0b38cea96d57adb044ac496e556ff.dicom,True,0,True
1867,1866,61fee17f99b29fc46130613d0e7ba7c2,train/61fee17f99b29fc46130613d0e7ba7c2.dicom,True,0,True
1876,1875,6284e06225c1bba8f413896721002e1f,train/6284e06225c1bba8f413896721002e1f.dicom,True,0,True
1880,1879,6290796d31e7984c5bd7dac745d16bc1,train/6290796d31e7984c5bd7dac745d16bc1.dicom,True,0,True
1883,1882,62c14fe41339b118b7fa4a0bb569f3f9,train/62c14fe41339b118b7fa4a0bb569f3f9.dicom,True,0,True
1885,1884,630bd57c91d01444795cb63e9efe8741,train/630bd57c91d01444795cb63e9efe8741.dicom,True,0,True
1889,1888,6324583b0c0d0428991e94d43a9d5d09,train/6324583b0c0d0428991e94d43a9d5d09.dicom,True,0,True
1899,1898,639e8235c7931fa2efb4f74bca333e00,train/639e8235c7931fa2efb4f74bca333e00.dicom,True,0,True
1903,1902,63ce5324b5bcb2e4c556a6112dead354,train/63ce5324b5bcb2e4c556a6112dead354.dicom,True,0,True
1916,1915,64f09bf84016428dd43f8984b2c303f7,train/64f09bf84016428dd43f8984b2c303f7.dicom,True,0,True
1963,1962,670c2ddd42c86d8502924bd453b969e4,train/670c2ddd42c86d8502924bd453b969e4.dicom,True,0,True
1967,1966,6747f99ef0ff341a8b25787e3436db5c,train/6747f99ef0ff341a8b25787e3436db5c.dicom,True,0,True
1974,1973,679bff232ad7e9f8623bcd61e7812bab,train/679bff232ad7e9f8623bcd61e7812bab.dicom,True,0,True
1982,1981,67fbc13add44ab3cafafb5be3ce3cafc,train/67fbc13add44ab3cafafb5be3ce3cafc.dicom,True,0,True
1995,1994,68626e0f21d8b844329c9cba44ff28eb,train/68626e0f21d8b844329c9cba44ff28eb.dicom,True,0,True
1997,1996,6899d63a9d60ee219291ba61f964dbcc,train/6899d63a9d60ee219291ba61f964dbcc.dicom,True,0,True
2001,2000,68c396ded603aae07cb3027b1d2e8a90,train/68c396ded603aae07cb3027b1d2e8a90.dicom,True,0,True
2005,2004,68fb6b382475cacea88d364da1730d34,train/68fb6b382475cacea88d364da1730d34.dicom,True,0,True
2009,2008,690becc033b4b41fc20572d5f7f13359,train/690becc033b4b41fc20572d5f7f13359.dicom,True,0,True
2010,2009,69264b8eef78c43726b78a6fba59d962,train/69264b8eef78c43726b78a6fba59d962.dicom,True,0,True
2012,2011,6935c5330b07eb6492d228b1e1a740a5,train/6935c5330b07eb6492d228b1e1a740a5.dicom,True,0,True
2013,2012,693a01d0401e233e4f6bd441542dc424,train/693a01d0401e233e4f6bd441542dc424.dicom,True,0,True
2017,2016,698f2c03335010d2ff0a30798f8c2e08,train/698f2c03335010d2ff0a30798f8c2e08.dicom,True,0,True
2020,2019,69a2762d9ad4e34d46a08a58596a71e9,train/69a2762d9ad4e34d46a08a58596a71e9.dicom,True,0,True
2027,2026,69ea3cb5de2b638097e68aa955ad1087,train/69ea3cb5de2b638097e68aa955ad1087.dicom,True,0,True
