original_image_id,canonical_image_id,coco_image_id,dicom_relative_path,pilot_jpg_relative_path,source_dicom_sha256,pre_jpeg_uint8_sha256,reference_png_relative_path,reference_png_byte_sha256,reference_png_decoded_pixel_sha256,reference_png_exact_pixel_match,output_jpg_sha256,decoded_jpg_uint8_sha256,protocol_version,protocol_sha256,jpeg_quality,decoder_backend,transfer_syntax_uid,sop_class_uid,modality,rows,columns,bits_allocated,bits_stored,high_bit,pixel_representation,samples_per_pixel,photometric_interpretation,number_of_frames_effective,modality_branch,voi_branch,presentation_lut_shape,presentation_lut_sequence_present,presentation_inversion_applied,presentation_inversion_count,presentation_metadata_conflict,padding_present,padding_pixel_count,pre_jpeg_channel_count,pre_jpeg_mode,model_input_channel_adaptation_applied,pixel_matrix_order_unchanged,rotation_applied,flip_applied,transpose_applied,exif_orientation_transform_applied
3fd3aa2d64f365c666ce7de3d5352226,1246,1247,train/3fd3aa2d64f365c666ce7de3d5352226.dicom,images_jpg_pilot/q95/train/3fd3aa2d64f365c666ce7de3d5352226.jpg,bc9ef91366f8e5988d79984455b047303428abd1b1533735142ac1b35e1dc365,f05f8bbccac713f3dfbe7812aeaa9cd6f161ee8e5c2ab79c6ab00548e3198ca3,images_jpg_pilot/reference_uint8/train/3fd3aa2d64f365c666ce7de3d5352226.png,fae207666018d0f5ff875d9a4a332ae7e5c20d58467fa4c5f138d55bb9c1f753,f05f8bbccac713f3dfbe7812aeaa9cd6f161ee8e5c2ab79c6ab00548e3198ca3,True,2f16354a05367e2f6b8a3b679951856e39edf429d8475e60ac5bc2622b3b2687,3cea9f9fcc7eda09d6535ffc4c04fbb8e4ae605b95e091e13ed57a07416df140,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pydicom_native,1.2.840.10008.1.2.1,ABSENT,ABSENT,2861,3320,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
3fd3aa2d64f365c666ce7de3d5352226,1246,1247,train/3fd3aa2d64f365c666ce7de3d5352226.dicom,images_jpg_pilot/q100/train/3fd3aa2d64f365c666ce7de3d5352226.jpg,bc9ef91366f8e5988d79984455b047303428abd1b1533735142ac1b35e1dc365,f05f8bbccac713f3dfbe7812aeaa9cd6f161ee8e5c2ab79c6ab00548e3198ca3,images_jpg_pilot/reference_uint8/train/3fd3aa2d64f365c666ce7de3d5352226.png,fae207666018d0f5ff875d9a4a332ae7e5c20d58467fa4c5f138d55bb9c1f753,f05f8bbccac713f3dfbe7812aeaa9cd6f161ee8e5c2ab79c6ab00548e3198ca3,True,bfa2cab114d70023e0a495add7bb1f84382d820e450835f48125559c8e7928cb,adf27a85a2b619be78022d84c059c5b02ded548b2c3bc1a6b77819462dcb6e41,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pydicom_native,1.2.840.10008.1.2.1,ABSENT,ABSENT,2861,3320,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
b770403a1d0ab861f1944f8b896afcae,3547,3548,train/b770403a1d0ab861f1944f8b896afcae.dicom,images_jpg_pilot/q95/train/b770403a1d0ab861f1944f8b896afcae.jpg,8f3392da77352036c28a026584a5744e18a69d00ff50a8c9eb5b5106c60b0ea8,bf82ab84196fc3e46a6c2a3a399bede959cd04e31dea240b16d27cf6798c5cea,images_jpg_pilot/reference_uint8/train/b770403a1d0ab861f1944f8b896afcae.png,f96df3ae54267cb3ce92fb52b675a3538bbb850c03fcf038c973e28b27d1c4e1,bf82ab84196fc3e46a6c2a3a399bede959cd04e31dea240b16d27cf6798c5cea,True,2c007414a5ef8176b8b68b2dca562a6bacd9e82ff000a23dd57d12f148ba0036,7ae39460a5792b991757f9194c2cc4c13010f0b7190dc33a48ee2e7615d108e6,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pydicom_native,1.2.840.10008.1.2.1,ABSENT,ABSENT,3408,2485,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
b770403a1d0ab861f1944f8b896afcae,3547,3548,train/b770403a1d0ab861f1944f8b896afcae.dicom,images_jpg_pilot/q100/train/b770403a1d0ab861f1944f8b896afcae.jpg,8f3392da77352036c28a026584a5744e18a69d00ff50a8c9eb5b5106c60b0ea8,bf82ab84196fc3e46a6c2a3a399bede959cd04e31dea240b16d27cf6798c5cea,images_jpg_pilot/reference_uint8/train/b770403a1d0ab861f1944f8b896afcae.png,f96df3ae54267cb3ce92fb52b675a3538bbb850c03fcf038c973e28b27d1c4e1,bf82ab84196fc3e46a6c2a3a399bede959cd04e31dea240b16d27cf6798c5cea,True,69892860b9d9e2c869844977c8a522c6dd6fe5c06440a1ac44db7385b19c0a0d,f9f9f28fc4cb8f4b68d64c9d7baf38f64e593a6815d86203e1e80059edf31406,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pydicom_native,1.2.840.10008.1.2.1,ABSENT,ABSENT,3408,2485,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
dcb081bb5e1dac41000e96fc37c8c322,4244,4245,train/dcb081bb5e1dac41000e96fc37c8c322.dicom,images_jpg_pilot/q95/train/dcb081bb5e1dac41000e96fc37c8c322.jpg,96936396a34ec1bed80befe3d3aef371b7fc17897d7fbe36003a5a25fbbbec19,d60fd4ed693d930362cac6389d5ed49bb8c6f4396c9003f9eaac8fdf138e2f4d,images_jpg_pilot/reference_uint8/train/dcb081bb5e1dac41000e96fc37c8c322.png,cfac0333755199e20f37219f13903a6b31c60c4122b7e07eb3ebf04e728b4421,d60fd4ed693d930362cac6389d5ed49bb8c6f4396c9003f9eaac8fdf138e2f4d,True,c4cadc9043166297f3a558f40c5484a0a1149b579d23ae1d427b6ba11ca46790,5db002463877ad4df581b85d7246d3b84b9e7fd39361ee7358b77320c8dcc2b3,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pillow:pillow,1.2.840.10008.1.2.4.90,ABSENT,ABSENT,2651,2507,16,16,15,0,1,MONOCHROME2,1,identity,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
dcb081bb5e1dac41000e96fc37c8c322,4244,4245,train/dcb081bb5e1dac41000e96fc37c8c322.dicom,images_jpg_pilot/q100/train/dcb081bb5e1dac41000e96fc37c8c322.jpg,96936396a34ec1bed80befe3d3aef371b7fc17897d7fbe36003a5a25fbbbec19,d60fd4ed693d930362cac6389d5ed49bb8c6f4396c9003f9eaac8fdf138e2f4d,images_jpg_pilot/reference_uint8/train/dcb081bb5e1dac41000e96fc37c8c322.png,cfac0333755199e20f37219f13903a6b31c60c4122b7e07eb3ebf04e728b4421,d60fd4ed693d930362cac6389d5ed49bb8c6f4396c9003f9eaac8fdf138e2f4d,True,bf9b2352f6a9e3976e4900d3cea269b44bb30bb21107cfe2ff2e15e5f267bf68,1f152d09497982ff3187cb045dc82225ab604552364381a879ee3ebb6f7e9d86,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pillow:pillow,1.2.840.10008.1.2.4.90,ABSENT,ABSENT,2651,2507,16,16,15,0,1,MONOCHROME2,1,identity,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
ff612a13f0bf475515259b986735c4e4,4887,4888,train/ff612a13f0bf475515259b986735c4e4.dicom,images_jpg_pilot/q95/train/ff612a13f0bf475515259b986735c4e4.jpg,33bb6f251298e7423c30850554282cd9d2aac242f5bd54943eac5f92f89e17ce,ed22baa19cca4d3f9e779bbd4ba183647942717e78dc952a5d29814cb89ee225,images_jpg_pilot/reference_uint8/train/ff612a13f0bf475515259b986735c4e4.png,d5744276cb16931d8056eb7486a91994c9e3e044e0d0c3f2ae9cc8b8465f6d6a,ed22baa19cca4d3f9e779bbd4ba183647942717e78dc952a5d29814cb89ee225,True,b5fa5aee844e90e658e031ba3726066ed702674255b41614bda93ef7d1712a0e,382420871a76960ec316359cbb8ff82967893f46717706ce360895ee99eb39d3,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pydicom_native,1.2.840.10008.1.2,ABSENT,ABSENT,2836,2336,16,10,9,0,1,MONOCHROME1,1,rescale,windowing,ABSENT,False,True,1,False,False,0,1,L,False,True,False,False,False,False
ff612a13f0bf475515259b986735c4e4,4887,4888,train/ff612a13f0bf475515259b986735c4e4.dicom,images_jpg_pilot/q100/train/ff612a13f0bf475515259b986735c4e4.jpg,33bb6f251298e7423c30850554282cd9d2aac242f5bd54943eac5f92f89e17ce,ed22baa19cca4d3f9e779bbd4ba183647942717e78dc952a5d29814cb89ee225,images_jpg_pilot/reference_uint8/train/ff612a13f0bf475515259b986735c4e4.png,d5744276cb16931d8056eb7486a91994c9e3e044e0d0c3f2ae9cc8b8465f6d6a,ed22baa19cca4d3f9e779bbd4ba183647942717e78dc952a5d29814cb89ee225,True,014ef162f7ed6fa1d8bc9bc0b7747eeb5377e797854ff246040f62895228dfeb,bb4d2c672132b310561167effb073a37b9b3012be3b4df48996f16cb3ae54b03,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pydicom_native,1.2.840.10008.1.2,ABSENT,ABSENT,2836,2336,16,10,9,0,1,MONOCHROME1,1,rescale,windowing,ABSENT,False,True,1,False,False,0,1,L,False,True,False,False,False,False
18ca65f3991cd9e0339abe5d0dcdfc71,471,472,train/18ca65f3991cd9e0339abe5d0dcdfc71.dicom,images_jpg_pilot/q95/train/18ca65f3991cd9e0339abe5d0dcdfc71.jpg,becefdde73e7ee8b6995969f2a16d4d74f6edb9ee5a8b2fa7791b49127ae181b,4f144e460d2f18dbaaf1b550af5a9b73a2773b7ec7ef4c1a8b0ac3715f7624e6,images_jpg_pilot/reference_uint8/train/18ca65f3991cd9e0339abe5d0dcdfc71.png,3395d36abab1e3c4808fc0918c3911a5f2ddf6dc4c43707ad30d6931d16f83af,4f144e460d2f18dbaaf1b550af5a9b73a2773b7ec7ef4c1a8b0ac3715f7624e6,True,c335ad0483a09142fe125d7c5e40415f122efb75868f8ccaf243057348f7721e,d5b0c3fd7d410c60c097079e56d06cdee2015ea3015af6692aae46942ace44f7,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pydicom_native,1.2.840.10008.1.2,ABSENT,ABSENT,2430,1994,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
18ca65f3991cd9e0339abe5d0dcdfc71,471,472,train/18ca65f3991cd9e0339abe5d0dcdfc71.dicom,images_jpg_pilot/q100/train/18ca65f3991cd9e0339abe5d0dcdfc71.jpg,becefdde73e7ee8b6995969f2a16d4d74f6edb9ee5a8b2fa7791b49127ae181b,4f144e460d2f18dbaaf1b550af5a9b73a2773b7ec7ef4c1a8b0ac3715f7624e6,images_jpg_pilot/reference_uint8/train/18ca65f3991cd9e0339abe5d0dcdfc71.png,3395d36abab1e3c4808fc0918c3911a5f2ddf6dc4c43707ad30d6931d16f83af,4f144e460d2f18dbaaf1b550af5a9b73a2773b7ec7ef4c1a8b0ac3715f7624e6,True,7bf71d0e33d131e19a4280eed3dcf1ff239b996d37a82610d33b56768b403f47,55c6fd2b8170e7190c90277c76272e06e377a5b605419ab32e3b249fef4d9cde,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pydicom_native,1.2.840.10008.1.2,ABSENT,ABSENT,2430,1994,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
144e272e04daf6ac8d36548ea766da37,381,382,train/144e272e04daf6ac8d36548ea766da37.dicom,images_jpg_pilot/q95/train/144e272e04daf6ac8d36548ea766da37.jpg,2dd6604a6961b57bde5a144e2b194256b93a2a4aa92908469d3296020067cc8e,dabc92ee8dbf2b28a64ba9daca2994527eeb8cbec9f2447b3f1b1ae3ce41f056,images_jpg_pilot/reference_uint8/train/144e272e04daf6ac8d36548ea766da37.png,07666f2e76f9b61ce70061af8c83d42207d988f5803317c54bb624c94d4a4393,dabc92ee8dbf2b28a64ba9daca2994527eeb8cbec9f2447b3f1b1ae3ce41f056,True,cc57700c054f9ecd5029b3eeb4b4fc56a00594d76d95eb466d6bb60efb495cd2,f6ffbb8170ac5d3fea351bf801e5679e01aafd4475416f3eec20745f84241a62,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pillow:pillow,1.2.840.10008.1.2.4.90,ABSENT,ABSENT,2500,2048,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
144e272e04daf6ac8d36548ea766da37,381,382,train/144e272e04daf6ac8d36548ea766da37.dicom,images_jpg_pilot/q100/train/144e272e04daf6ac8d36548ea766da37.jpg,2dd6604a6961b57bde5a144e2b194256b93a2a4aa92908469d3296020067cc8e,dabc92ee8dbf2b28a64ba9daca2994527eeb8cbec9f2447b3f1b1ae3ce41f056,images_jpg_pilot/reference_uint8/train/144e272e04daf6ac8d36548ea766da37.png,07666f2e76f9b61ce70061af8c83d42207d988f5803317c54bb624c94d4a4393,dabc92ee8dbf2b28a64ba9daca2994527eeb8cbec9f2447b3f1b1ae3ce41f056,True,e945adabfc4903b7ec446ed4291ada3e0db2a1b09d216b88a992536cb5e581eb,7e60bc0e6a38b75bc8baeb00cb5a74e4b00ac8127b9763ca1358ff17179e8cd2,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,100,pillow:pillow,1.2.840.10008.1.2.4.90,ABSENT,ABSENT,2500,2048,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
f52ec4da5edc58fc2f93c00316c38fe7,4694,4695,train/f52ec4da5edc58fc2f93c00316c38fe7.dicom,images_jpg_pilot/q95/train/f52ec4da5edc58fc2f93c00316c38fe7.jpg,dfba6ba59ac4a6d65b55e4bf6cd94f97cb8f05e2ce7e4bbf4e09d5078847549b,f2a21899781fba765cc9e1857a5350ceb7ccccf6d0cd785a4d23e10c577a02bd,images_jpg_pilot/reference_uint8/train/f52ec4da5edc58fc2f93c00316c38fe7.png,5cfd184ee93d44b3759b623a24c0aeb01f98eff602163a824652297a072c463b,f2a21899781fba765cc9e1857a5350ceb7ccccf6d0cd785a4d23e10c577a02bd,True,ef14543c9b39af0c78b92f269fd1ed5aea7458effb6506e34bb9b74daefcb507,84cc79117d3df908b0d7886e0b7060c5b308b08485e0e446d91a693397905985,1.0.0,1528da27758d35786847141c37d0ddb754dddb146aff116a8f3a9a7b07221229,95,pillow:pillow,1.2.840.10008.1.2.4.90,ABSENT,ABSENT,3000,2928,16,12,11,0,1,MONOCHROME2,1,rescale,windowing,ABSENT,False,False,0,False,False,0,1,L,False,True,False,False,False,False
